Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Ачитская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184					
1	"Число избирателей, внесенных в списки"	14478	1927	1914	67	527	212	251	217	894	277	229	118	468	130	144	204	794	290	78	56	200	603	188	370	489	87	365	125	86	262	109	103	114	926	1654					
2	"Число бюллетеней, полученных участковыми комиссиями"	14399	1983	1900	70	530	220	250	220	900	280	230	119	490	132	143	200	800	300	81	61	194	600	188	360	420	83	360	138	87	280	109	103	118	850	1600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	170	0	0	0	0	0	0	71	0	0	0	0	43	16	0	4	0	0	0	6	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7201	802	905	49	297	117	139	85	427	123	123	68	272	77	100	123	306	186	51	32	86	346	91	223	221	66	243	65	52	178	75	84	80	364	745					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	586	57	40	3	15	27	46	20	22	4	9	2	12	4	16	11	48	0	5	2	28	33	18	19	54	3	19	0	9	12	6	4	12	11	15					
6	Число погашенных бюллетеней	6442	1124	955	18	218	76	65	44	451	153	98	49	163	35	27	62	446	114	25	21	80	221	79	118	145	14	98	43	26	90	28	15	26	475	840					
7	Число бюллетеней в переносных ящиках для голосования	756	57	40	3	15	27	46	91	22	4	9	2	55	20	16	15	48	0	5	8	28	33	18	19	54	3	19	30	9	12	6	4	12	11	15					
8	Число бюллетеней в стационарных ящиках для голосования	7201	802	905	49	297	117	139	85	427	123	123	68	272	77	100	123	306	186	51	32	86	346	91	223	221	66	243	65	52	178	75	84	80	364	745					
9	Число недействительных бюллетеней	93	5	14	7	2	4	2	1	8	3	5	0	1	2	1	6	2	0	1	0	0	1	2	5	0	0	4	0	0	3	0	1	0	6	7					
10	Число действительных бюллетеней	7864	854	931	45	310	140	183	175	441	124	127	70	326	95	115	132	352	186	55	40	114	378	107	237	275	69	258	95	61	187	81	87	92	369	753					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	99	16	10	2	3	2	2	2	5	3	2	2	2	2	2	2	5	2	1	1	2	1	2	2	1	1	2	2	2	2	2	2	2	1	9					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	40	15	10	2	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	2	3	1	3	2	1	2	1	0	1	1	0	1	1	2	2	2	1	1	0	1	2	3	1	1	1	1	0	1	0	1	0	0	2					
14	Число погашенных открепительных удостоверений	59	1	0	0	2	2	2	0	5	3	2	2	2	2	2	0	5	2	1	1	2	0	2	2	1	1	1	2	2	2	2	2	2	0	4					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	72	0	7	4	3	1	3	1	1	3	0	0	2	1	0	1	5	0	0	1	1	2	1	8	3	1	4	0	0	0	0	4	1	7	7					
		0.90%	0.0%	0.74%	7.69%	0.96%	0.69%	1.62%	0.56%	0.22%	2.36%	0.0%	0.0%	0.61%	1.03%	0.0%	0.72%	1.41%	0.0%	0.0%	2.5%	0.87%	0.52%	0.91%	3.30%	1.09%	1.44%	1.52%	0.0%	0.0%	0.0%	0.0%	4.54%	1.08%	1.86%	0.92%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	100	20	15	0	1	1	1	4	3	1	2	0	1	1	2	3	3	2	2	3	0	8	4	5	2	0	1	2	0	0	0	0	0	3	10					
		1.25%	2.32%	1.58%	0.0%	0.32%	0.69%	0.54%	2.27%	0.66%	0.78%	1.51%	0.0%	0.30%	1.03%	1.72%	2.17%	0.84%	1.07%	3.57%	7.5%	0.0%	2.11%	3.66%	2.06%	0.72%	0.0%	0.38%	2.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.8%	1.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	299	20	47	7	12	4	14	7	16	9	3	2	11	1	1	0	13	5	1	2	6	19	2	10	8	4	4	4	2	9	3	6	7	15	25					
		3.75%	2.32%	4.97%	13.46%	3.84%	2.77%	7.56%	3.97%	3.56%	7.08%	2.27%	2.85%	3.36%	1.03%	0.86%	0.0%	3.67%	2.68%	1.78%	5.0%	5.26%	5.01%	1.83%	4.13%	2.90%	5.79%	1.52%	4.21%	3.27%	4.73%	3.70%	6.81%	7.60%	4.0%	3.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	99	18	26	0	1	0	0	0	8	1	0	0	3	1	0	2	2	3	0	1	0	2	2	2	1	0	1	3	1	0	0	2	2	3	14					
		1.24%	2.09%	2.75%	0.0%	0.32%	0.0%	0.0%	0.0%	1.78%	0.78%	0.0%	0.0%	0.91%	1.03%	0.0%	1.44%	0.56%	1.61%	0.0%	2.5%	0.0%	0.52%	1.83%	0.82%	0.36%	0.0%	0.38%	3.15%	1.63%	0.0%	0.0%	2.27%	2.17%	0.8%	1.84%					
22	"5. ""За Русь Святую"""	34	0	3	0	0	1	1	2	3	1	0	0	1	1	0	1	2	0	2	0	1	0	0	0	3	2	0	4	0	1	1	0	0	0	4					
		0.42%	0.0%	0.31%	0.0%	0.0%	0.69%	0.54%	1.13%	0.66%	0.78%	0.0%	0.0%	0.30%	1.03%	0.0%	0.72%	0.56%	0.0%	3.57%	0.0%	0.87%	0.0%	0.0%	0.0%	1.09%	2.89%	0.0%	4.21%	0.0%	0.52%	1.23%	0.0%	0.0%	0.0%	0.52%					
23	"6. ""Объединенная Российская партия ""Русь"""	21	1	3	1	1	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	1	2	1	1	0	1	0	0	0	0	0	2	1	2					
		0.26%	0.11%	0.31%	1.92%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.42%	0.30%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%	0.0%	0.0%	0.26%	1.83%	0.41%	0.36%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	2.17%	0.26%	0.26%					
24	"7. ""Новый курс - Автомобильная Россия"""	31	5	4	0	0	0	0	0	3	0	0	0	2	1	0	0	3	0	0	0	0	1	0	2	1	0	0	1	0	1	1	0	1	3	2					
		0.38%	0.58%	0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.61%	1.03%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.82%	0.36%	0.0%	0.0%	1.05%	0.0%	0.52%	1.23%	0.0%	1.08%	0.8%	0.26%					
25	"8. ""Народно-республиканская партия России"""	15	2	0	0	1	2	0	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0					
		0.18%	0.23%	0.0%	0.0%	0.32%	1.38%	0.0%	1.70%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	1.05%	1.23%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	18	1	2	1	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	0	0	1	0	2	1					
		0.22%	0.11%	0.21%	1.92%	0.96%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.91%	0.82%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.13%	0.0%	0.53%	0.13%					
