Выборы Президента Российской Федерации																																			
																																			
Наименование Избирательной комиссии:    Селижаровская																																			
																																			
Итоги голосования 																																			
																																			
		Сумма	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961					
1	"Число избирателей, внесенных в список"	11794	2780	2114	772	909	242	283	222	199	229	111	94	273	105	366	333	138	192	424	163	147	59	394	113	160	214	349	378	31					
2	Число полученных избирательных бюллетеней	11304	2500	2000	750	900	240	290	240	200	200	110	96	270	103	350	340	134	188	420	165	148	60	390	120	150	210	330	360	40					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	5604	1371	1057	433	450	84	146	74	66	120	60	51	146	36	139	126	96	111	163	94	94	28	150	51	81	72	97	194	14					
5	"Число избирательных бюллетеней, выданных вне помещения"	1728	80	34	27	56	92	63	104	74	44	12	24	67	51	140	102	16	47	118	31	28	26	124	46	35	66	125	81	15					
6	Число погашенных избирательных бюллетеней	3972	1049	909	290	394	64	81	62	60	36	38	21	57	16	71	112	22	30	139	40	26	6	116	23	34	72	108	85	11					
7	Число избирательных бюллетеней в переносных ящиках	1728	80	34	27	56	92	63	104	74	44	12	24	67	51	140	102	16	47	118	31	28	26	124	46	35	66	125	81	15					
8	Число бюллетеней в стационарных ящиках для голосования	5604	1371	1057	433	450	84	146	74	66	120	60	51	146	36	139	126	96	111	163	94	94	28	150	51	81	72	97	194	14					
9	Число недействительных избирательных бюллетеней	31	11	9	2	2	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0					
10	Число действительных избирательных бюллетеней	7301	1440	1082	458	504	176	209	178	140	162	72	75	213	87	279	227	112	157	281	125	122	54	274	97	116	138	221	273	29					
11	Число полученных открепительных  удостоверений	245	30	20	20	10	10	15	2	7	5	3	5	10	10	10	5	4	8	5	3	14	2	6	10	5	5	6	15	0					
12	Число выданных открепительных удостоверений	163	20	16	8	9	6	12	0	3	2	2	2	10	0	7	3	1	8	3	1	14	1	5	10	3	4	5	8	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	96	17	6	1	9	1	3	0	1	3	0	0	0	2	3	0	1	4	1	0	2	3	1	1	1	3	3	2	28					
14	Число неиспользованных открепительных удостоверений	82	10	4	12	1	4	3	2	4	3	1	3	0	10	3	2	3	0	2	2	0	1	1	0	2	1	1	7	0					
15	"Число открепительных удостоверений, выданных в ТИК"	17	3	2	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	1	1	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																			
18	. Глазьев Сергей Юрьевич	159	45	32	12	8	4	6	3	1	5	1	3	4	1	5	0	4	1	8	4	0	0	3	0	1	1	2	4	1					
		2.17%	3.10%	2.93%	2.61%	1.58%	2.27%	2.87%	1.69%	0.71%	3.05%	1.39%	4.00%	1.88%	1.15%	1.79%	0.00%	3.57%	0.63%	2.85%	3.20%	0.00%	0.00%	1.09%	0.00%	0.86%	0.72%	0.90%	1.45%	3.45%					
19	. Малышкин Олег Александрович	137	18	19	11	12	0	7	4	10	2	0	6	1	1	4	7	0	3	9	2	3	0	0	4	3	2	3	5	1					
		1.87%	1.24%	1.74%	2.39%	2.37%	0.00%	3.35%	2.25%	7.14%	1.22%	0.00%	8.00%	0.47%	1.15%	1.43%	3.07%	0.00%	1.90%	3.20%	1.60%	2.46%	0.00%	0.00%	4.12%	2.59%	1.45%	1.35%	1.82%	3.45%					
20	. Миронов Сергей Михайлович	71	13	12	7	8	2	3	2	0	0	0	0	0	2	4	1	0	0	3	1	2	0	2	3	1	0	2	3	0					
		0.97%	0.90%	1.10%	1.52%	1.58%	1.14%	1.44%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	2.30%	1.43%	0.44%	0.00%	0.00%	1.07%	0.80%	1.64%	0.00%	0.73%	3.09%	0.86%	0.00%	0.90%	1.09%	0.00%					
21	. Путин Владимир Владимирович	5576	1055	769	321	390	142	155	148	112	140	66	58	185	68	203	175	93	130	215	98	98	44	218	79	94	119	179	199	23					
		76.05%	72.71%	70.49%	69.78%	77.08%	80.68%	74.16%	83.15%	80.00%	85.37%	91.67%	77.33%	86.85%	78.16%	72.76%	76.75%	83.04%	82.28%	76.51%	78.40%	80.33%	81.48%	79.56%	81.44%	81.03%	86.23%	80.63%	72.36%	79.31%					
22	. Хакамада Ирина Муцуовна	155	32	33	9	11	4	3	1	2	3	0	0	2	2	10	4	1	2	12	4	2	1	5	1	1	1	2	6	1					
		2.11%	2.21%	3.02%	1.96%	2.17%	2.27%	1.44%	0.56%	1.43%	1.83%	0.00%	0.00%	0.94%	2.30%	3.58%	1.75%	0.89%	1.27%	4.27%	3.20%	1.64%	1.85%	1.82%	1.03%	0.86%	0.72%	0.90%	2.18%	3.45%					
23	. Харитонов Николай Михайлович	1043	244	172	82	66	22	26	20	13	10	5	8	15	12	51	39	12	17	33	14	11	7	40	9	15	14	28	55	3					
		14.23%	16.82%	15.77%	17.83%	13.04%	12.50%	12.44%	11.24%	9.29%	6.10%	6.94%	10.67%	7.04%	13.79%	18.28%	17.11%	10.71%	10.76%	11.74%	11.20%	9.02%	12.96%	14.60%	9.28%	12.93%	10.14%	12.61%	20.00%	10.34%					
																																			
24	Против всех	160	33	45	16	9	2	9	0	2	2	0	0	6	1	2	1	2	4	1	2	6	2	6	1	1	1	5	1	0					
		2.18%	2.27%	4.12%	3.48%	1.78%	1.14%	4.31%	0.00%	1.43%	1.22%	0.00%	0.00%	2.82%	1.15%	0.72%	0.44%	1.79%	2.53%	0.36%	1.60%	4.92%	3.70%	2.19%	1.03%	0.86%	0.72%	2.25%	0.36%	0.00%					
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
