Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Ногайская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	14381	229	685	1209	340	1239	1083	91	86	86	1185	387	524	553	494	28	306	340	349	1763	1583	1821									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14700	224	677	1187	339	1218	1189	105	98	106	1137	386	517	541	485	29	303	343	354	1842	1850	1770									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11274	107	616	1033	323	524	891	70	51	86	913	345	416	424	461	24	261	293	196	1414	1396	1430									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	337	6	7	94	0	27	14	0	0	0	114	3	0	18	0	0	12	1	13	11	17	0									
6	Число погашенных избирательных бюллетеней	3089	111	54	60	16	667	284	35	47	20	110	38	101	99	24	5	30	49	145	417	437	340									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	337	6	7	94	0	27	14	0	0	0	114	3	0	18	0	0	12	1	13	11	17	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11274	107	616	1033	323	524	891	70	51	86	913	345	416	424	461	24	261	293	196	1414	1396	1430									
9	Число недействительных избирательных бюллетеней	45	6	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	1	3	0	16									
10	Число действительных избирательных бюллетеней	11566	107	623	1127	323	551	886	70	51	86	1027	348	416	442	461	24	273	294	208	1422	1413	1414									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	66	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	66	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	31	0	1	4	0	0	2	0	0	0	1	0	0	11	0	0	0	0	0	11	0	1									
		0.27%	0.00%	0.16%	0.35%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	2.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.00%	0.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	190	8	13	21	0	0	23	9	2	0	23	8	0	16	0	4	0	0	3	25	8	27									
		1.64%	7.08%	2.09%	1.86%	0.00%	0.00%	2.54%	12.86%	3.92%	0.00%	2.24%	2.30%	0.00%	3.62%	0.00%	16.67%	0.00%	0.00%	1.44%	1.75%	0.57%	1.89%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	62	0	7	7	0	0	5	0	0	0	6	1	0	5	0	0	0	0	0	9	9	13									
		0.53%	0.00%	1.12%	0.62%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.58%	0.29%	0.00%	1.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.64%	0.91%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8113	37	323	673	299	430	733	60	41	57	651	297	309	318	399	20	172	243	180	912	1272	687									
		69.87%	32.74%	51.85%	59.72%	92.57%	78.04%	80.99%	85.71%	80.39%	66.28%	63.39%	85.34%	74.28%	71.95%	86.55%	83.33%	63.00%	82.65%	86.12%	64.00%	90.02%	48.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	1	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0									
		0.09%	0.88%	0.16%	0.53%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2									
		0.08%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	35	1	2	10	0	0	2	0	0	0	3	0	0	3	0	0	0	0	0	7	1	6									
		0.30%	0.88%	0.32%	0.89%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.07%	0.42%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	1	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	2									
		0.10%	0.88%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.14%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	56	1	4	1	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	3	27	15									
		0.48%	0.88%	0.64%	0.09%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	1.91%	1.05%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1									
		0.05%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	11	0	1	0	0	0	1	1	0	0	1	1	0	2	0	0	0	0	0	3	0	1									
		0.09%	0.00%	0.16%	0.00%	0.00%	0.00%	0.11%	1.43%	0.00%	0.00%	0.10%	0.29%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.07%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2973	56	271	395	24	121	114	0	8	29	335	41	107	78	62	0	101	51	23	431	83	643									
		25.61%	49.56%	43.50%	35.05%	7.43%	21.96%	12.60%	0.00%	15.69%	33.72%	32.62%	11.78%	25.72%	17.65%	13.45%	0.00%	36.99%	17.35%	11.00%	30.25%	5.87%	44.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	19	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	5	9									
