Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Кусинская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	23575	1401	1467	1691	1533	1035	643	1643	1314	1126	981	2264	1029	964	906	1035	393	110	1284	228	923	149	166	1290									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22180	1300	1400	1600	1500	1000	600	1500	1200	1100	900	2000	1000	900	900	1000	350	110	1200	220	900	140	160	1200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	10140	615	596	835	709	578	247	790	621	491	446	867	392	416	421	478	132	54	468	88	330	66	70	430									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	842	52	57	31	32	17	26	25	15	46	33	93	50	70	39	43	28	8	28	28	53	19	9	40									
6	Число погашенных избирательных бюллетеней	11198	633	747	734	759	405	327	685	564	563	421	1040	558	414	440	479	190	48	704	104	517	55	81	730									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	842	52	57	31	32	17	26	25	15	46	33	93	50	70	39	43	28	8	28	28	53	19	9	40									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	10138	615	596	834	709	578	247	790	621	490	446	867	392	416	421	478	132	54	468	88	330	66	70	430									
9	Число недействительных избирательных бюллетеней	411	27	23	37	28	22	8	22	27	19	15	39	23	28	15	9	8	1	21	8	12	0	4	15									
10	Число действительных избирательных бюллетеней	10569	640	630	828	713	573	265	793	609	517	464	921	419	458	445	512	152	61	475	108	371	85	75	455									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	300	10	25	20	15	15	5	15	15	20	15	20	15	15	15	15	5	7	15	2	15	4	2	15									
