Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Реутовская городская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №2399	УИК №2400	УИК №2401	УИК №2402	УИК №2403	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423					
1	"Число избирателей, внесенных в списки"	59572	2423	2528	2299	2345	2458	2431	2490	2607	2462	2409	2349	2466	2388	2355	2295	2362	2482	2268	2407	2388	2255	2218	2257	2313	2317					
2	"Число бюллетеней, полученных участковыми комиссиями"	59247	2423	2549	2308	2357	2478	2430	2493	2511	2436	2382	2362	2421	2394	2357	2311	2360	2472	2255	2398	2381	2259	2224	2168	2201	2317					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32046	1332	1453	1262	1327	1425	1352	1324	1481	1371	1325	1191	1284	1271	1266	1289	1295	1209	1152	1230	1141	1087	1165	1297	1350	1167					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	666	9	21	17	24	17	5	13	26	35	36	17	15	21	25	28	38	55	13	52	49	32	29	39	24	26					
6	Число погашенных бюллетеней	26535	1082	1075	1029	1006	1036	1073	1156	1004	1030	1021	1154	1122	1102	1066	994	1027	1208	1090	1116	1191	1140	1030	832	827	1124					
7	Число бюллетеней в переносных ящиках для голосования	666	9	21	17	24	17	5	13	26	35	36	17	15	21	25	28	38	55	13	52	49	32	29	39	24	26					
8	Число бюллетеней в стационарных ящиках для голосования	31952	1332	1451	1245	1325	1425	1352	1324	1481	1371	1324	1189	1281	1268	1264	1289	1294	1188	1149	1230	1141	1055	1160	1297	1350	1167					
9	Число недействительных бюллетеней	382	3	3	7	10	13	8	13	12	9	18	18	23	23	28	11	21	18	15	19	15	18	11	16	12	38					
10	Число действительных бюллетеней	32236	1338	1469	1255	1339	1429	1349	1324	1495	1397	1342	1188	1273	1266	1261	1306	1311	1225	1147	1263	1175	1069	1178	1320	1362	1155					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	530	20	20	20	20	20	20	30	20	20	20	20	20	20	20	20	20	20	20	20	20	20	30	30	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	360	14	10	17	11	13	14	21	7	15	15	13	17	18	16	20	8	13	17	12	12	12	21	18	10	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	211	8	4	2	2	7	9	6	8	32	8	5	6	8	9	6	7	17	5	14	19	8	9	4	3	5					
14	Число погашенных открепительных удостоверений	170	6	10	3	9	7	6	9	13	5	5	7	3	2	4	0	12	7	3	8	8	8	9	12	10	4					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	226	6	6	14	10	9	8	10	9	11	15	10	10	7	6	5	11	14	9	11	6	7	9	7	9	7					
		0.69%	0.44%	0.40%	1.10%	0.74%	0.62%	0.58%	0.74%	0.59%	0.78%	1.10%	0.82%	0.77%	0.54%	0.46%	0.37%	0.82%	1.12%	0.77%	0.85%	0.50%	0.64%	0.75%	0.52%	0.65%	0.58%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2029	86	109	62	94	104	101	103	112	73	74	59	77	72	96	85	81	71	74	106	49	42	71	86	81	61					
		6.22%	6.41%	7.40%	4.91%	6.96%	7.21%	7.44%	7.70%	7.43%	5.19%	5.44%	4.89%	5.94%	5.58%	7.44%	6.45%	6.08%	5.71%	6.36%	8.26%	4.11%	3.86%	5.97%	6.43%	5.89%	5.11%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	811	15	24	33	29	34	28	22	35	39	40	35	28	45	28	29	44	32	34	28	37	42	36	33	34	27					
		2.48%	1.11%	1.63%	2.61%	2.14%	2.35%	2.06%	1.64%	2.32%	2.77%	2.94%	2.90%	2.16%	3.49%	2.17%	2.20%	3.30%	2.57%	2.92%	2.18%	3.10%	3.86%	3.02%	2.47%	2.47%	2.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2598	98	127	91	104	127	109	140	121	113	80	86	104	87	101	113	98	82	94	113	107	76	99	121	115	92					
		7.96%	7.30%	8.62%	7.21%	7.70%	8.80%	8.03%	10.47%	8.02%	8.03%	5.88%	7.13%	8.02%	6.74%	7.83%	8.58%	7.35%	6.59%	8.08%	8.81%	8.99%	6.99%	8.32%	9.05%	8.36%	7.71%					
22	"5. ""За Русь Святую"""	170	5	9	10	12	6	5	6	8	12	10	2	7	2	6	7	8	7	7	6	2	4	9	5	8	7					
		0.52%	0.37%	0.61%	0.79%	0.88%	0.41%	0.36%	0.44%	0.53%	0.85%	0.73%	0.16%	0.54%	0.15%	0.46%	0.53%	0.60%	0.56%	0.60%	0.46%	0.16%	0.36%	0.75%	0.37%	0.58%	0.58%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	2	3	1	0	6	3	0	2	2	2	0	2	4	1	4	1	2	3	2	2	5	1	4	4	4					
		0.18%	0.14%	0.20%	0.07%	0.0%	0.41%	0.22%	0.0%	0.13%	0.14%	0.14%	0.0%	0.15%	0.31%	0.07%	0.30%	0.07%	0.16%	0.25%	0.15%	0.16%	0.45%	0.08%	0.29%	0.29%	0.33%					
24	"7. ""Новый курс - Автомобильная Россия"""	426	22	21	10	16	21	12	8	16	15	14	14	15	18	13	20	17	22	17	13	10	21	16	23	25	27					
