Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Бежаницкая																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303					
1	"Число избирателей, внесенных в списки избирателей"	12269	1393	1369	577	1035	165	298	353	170	917	243	385	343	527	794	375	480	231	210	238	316	495	1072	283					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12438	1432	1330	558	1082	150	306	398	168	928	250	378	365	523	822	384	505	259	206	229	331	494	1048	292					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6662	944	885	332	616	87	129	199	86	567	140	179	119	265	442	191	162	118	67	106	168	267	437	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2494	60	80	81	127	58	130	104	44	89	58	146	152	150	163	108	225	72	113	66	71	37	306	54					
6	Число погашенных избирательных бюллетеней	3282	428	365	145	339	5	47	95	38	272	52	53	94	108	217	85	118	69	26	57	92	190	305	82					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2494	60	80	81	127	58	130	104	44	89	58	146	152	150	163	108	225	72	113	66	71	37	306	54					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6662	944	885	332	616	87	129	199	86	567	140	179	119	265	442	191	162	118	67	106	168	267	437	156					
9	Число недействительных избирательных бюллетеней	45	4	10	2	2	1	0	1	1	2	0	0	2	2	3	3	5	1	0	1	0	2	3	0					
10	Число действительных избирательных бюллетеней	9111	1000	955	411	741	144	259	302	129	654	198	325	269	413	602	296	382	189	180	171	239	302	740	210					
