Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																												
Дата голосования: 02.12.2007																												
																												
Наименование Избирательной комиссии:    Маловишерская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
1	"Число избирателей, внесенных в списки избирателей"	16364	1152	1175	1187	1187	2205	1166	1076	2077	130	952	589	342	877	193	370	247	310	431	178	211	309					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15450	1100	1150	1100	1100	2200	1150	1000	2000	100	950	550	300	800	150	350	200	300	350	150	200	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7775	501	453	501	475	1102	516	379	1107	49	573	310	169	384	68	195	101	238	278	97	116	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	932	19	60	32	42	50	44	36	47	26	27	18	36	88	33	65	53	28	65	41	45	77					
6	Число погашенных избирательных бюллетеней	6743	580	637	567	583	1048	590	585	846	25	350	222	95	328	49	90	46	34	7	12	39	10					
7	Число избирательных бюллетеней в переносных ящиках для голосования	932	19	60	32	42	50	44	36	47	26	27	18	36	88	33	65	53	28	65	41	45	77					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7775	501	453	501	475	1102	516	379	1107	49	573	310	169	384	68	195	101	238	278	97	116	163					
9	Число недействительных избирательных бюллетеней	78	4	5	7	5	11	4	8	8	0	5	2	1	6	0	2	0	0	4	1	0	5					
10	Число действительных избирательных бюллетеней	8629	516	508	526	512	1141	556	407	1146	75	595	326	204	466	101	258	154	266	339	137	161	235					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	261	15	15	15	15	30	15	15	20	7	7	7	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	100	7	5	6	5	23	6	2	8	0	3	3	1	6	1	2	1	4	1	5	7	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	139	7	6	8	9	15	3	6	2	1	2	5	9	8	6	7	8	14	15	4	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	161	8	10	9	10	7	9	13	12	7	4	4	9	4	9	8	9	6	9	5	3	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	1.Политическая партия «Аграрная партия России»	177	5	9	11	13	29	16	8	19	0	12	5	3	8	0	2	4	5	9	5	5	9					
		2.03%	0.96%	1.75%	2.06%	2.51%	2.52%	2.86%	1.93%	1.65%	0.00%	2.00%	1.52%	1.46%	1.69%	0.00%	0.77%	2.60%	1.88%	2.62%	3.62%	3.11%	3.75%					
19	2.Всероссийская политическая партия «Гражданская Сила»	74	9	6	6	4	22	1	1	13	0	4	0	1	0	1	1	0	0	3	0	0	2					
		0.85%	1.73%	1.17%	1.13%	0.77%	1.91%	0.18%	0.24%	1.13%	0.00%	0.67%	0.00%	0.49%	0.00%	0.99%	0.38%	0.00%	0.00%	0.87%	0.00%	0.00%	0.83%					
20	3.Политическая партия «Демократическая партия России»	11	1	1	1	1	1	0	0	3	0	0	1	0	0	0	0	0	1	0	0	1	0					
		0.13%	0.19%	0.19%	0.19%	0.19%	0.09%	0.00%	0.00%	0.26%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.62%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	736	41	47	47	47	134	56	34	120	3	46	30	19	22	6	9	8	15	17	9	15	11					
		8.45%	7.88%	9.16%	8.82%	9.09%	11.63%	10.00%	8.19%	10.40%	4.00%	7.67%	9.15%	9.27%	4.66%	5.94%	3.46%	5.19%	5.64%	4.96%	6.52%	9.32%	4.58%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	15	0	1	1	2	3	0	0	6	0	0	0	1	0	0	1	0	0	0	0	0	0					
		0.17%	0.00%	0.19%	0.19%	0.39%	0.26%	0.00%	0.00%	0.52%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	9	2	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0					
		0.10%	0.38%	0.19%	0.00%	0.00%	0.17%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	845	66	47	61	43	129	67	64	115	4	40	24	15	35	2	36	10	14	24	7	21	21					
		9.70%	12.69%	9.16%	11.44%	8.32%	11.20%	11.96%	15.42%	9.97%	5.33%	6.67%	7.32%	7.32%	7.42%	1.98%	13.85%	6.49%	5.26%	6.99%	5.07%	13.04%	8.75%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	623	37	32	40	29	89	58	22	115	5	34	22	7	43	12	9	7	12	26	2	11	11					
		7.16%	7.12%	6.24%	7.50%	5.61%	7.73%	10.36%	5.30%	9.97%	6.67%	5.67%	6.71%	3.41%	9.11%	11.88%	3.46%	4.55%	4.51%	7.58%	1.45%	6.83%	4.58%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	205	7	10	11	15	32	15	15	53	3	10	3	1	6	2	3	2	3	4	2	4	4					
		2.35%	1.35%	1.95%	2.06%	2.90%	2.78%	2.68%	3.61%	4.59%	4.00%	1.67%	0.91%	0.49%	1.27%	1.98%	1.15%	1.30%	1.13%	1.17%	1.45%	2.48%	1.67%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5873	345	351	344	349	693	343	262	685	60	449	236	157	347	77	194	123	216	253	112	103	174					
		67.45%	66.35%	68.42%	64.54%	67.50%	60.16%	61.25%	63.13%	59.36%	80.00%	74.83%	71.95%	76.59%	73.52%	76.24%	74.62%	79.87%	81.20%	73.76%	81.16%	63.98%	72.50%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	61	3	3	4	9	7	0	1	15	0	0	5	0	5	1	2	0	0	2	0	1	3					
		0.70%	0.58%	0.58%	0.75%	1.74%	0.61%	0.00%	0.24%	1.30%	0.00%	0.00%	1.52%	0.00%	1.06%	0.99%	0.77%	0.00%	0.00%	0.58%	0.00%	0.62%	1.25%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
