Выборы Президента Российской Федерации																																																																								
Дата голосования: 04.03.2012																																																																								
																																																																								
Наименование Избирательной комиссии:    Тамбовская																																																																								
																																																																								
Сводная таблица итогов голосования																																																																								
																																																																								
	Число участковых избирательных комиссий	61																																																																						
	Число участковых избирательных комиссий, приступивших к передаче сведений	61																																																																						
																																																																								
		Сумма	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864									
1	Число избирателей, включенных в список избирателей	78531	1277	438	520	2161	1727	335	1465	319	1291	1116	782	677	2019	1306	1459	2265	2354	1794	1690	631	1690	257	2996	284	721	534	385	2350	510	1369	1282	509	574	283	595	368	1486	2990	766	2108	1885	936	384	1398	689	200	1795	269	91	2393	1044	668	2174	2684	2592	2521	2621	2559	1483	1594	868									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	75100	1250	400	510	2100	1700	300	1420	300	1220	1070	740	640	1970	1270	1420	2220	2320	1700	1520	630	1600	250	2900	250	700	500	350	2270	450	1270	1020	500	540	270	570	350	1420	2870	740	2070	1770	880	350	1370	670	190	1650	250	90	2370	970	650	2050	2550	2450	2450	2550	2450	1400	1550	850									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	39628	559	247	200	973	837	156	504	254	471	548	225	319	910	885	658	1068	1333	853	823	464	744	80	1429	98	281	284	153	1358	296	748	515	289	257	144	280	205	561	1472	384	972	875	388	158	939	237	69	978	177	46	987	429	241	1153	1792	1853	1796	1259	1672	682	652	408									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	7534	190	77	152	124	139	45	146	7	170	162	135	60	150	178	124	297	83	69	84	0	325	117	69	68	166	160	145	107	51	64	309	10	72	63	181	62	92	306	333	130	64	84	87	217	232	55	143	32	6	208	205	193	52	26	22	43	41	31	161	302	108									
6	Число погашенных избирательных бюллетеней	27938	501	76	158	1003	724	99	770	39	579	360	380	261	910	207	638	855	904	778	613	166	531	53	1402	84	253	56	52	805	103	458	196	201	211	63	109	83	767	1092	23	968	831	408	105	214	201	66	529	41	38	1175	336	216	845	732	575	611	1250	747	557	596	334									
7	Число избирательных бюллетеней в переносных ящиках для голосования	7534	190	77	152	124	139	45	146	7	170	162	135	60	150	178	124	297	83	69	84	0	325	117	69	68	166	160	145	107	51	64	309	10	72	63	181	62	92	306	333	130	64	84	87	217	232	55	143	32	6	208	205	193	52	26	22	43	41	31	161	302	108									
8	Число бюллетеней в стационарных ящиках для голосования	39622	559	247	200	973	837	156	504	254	471	548	225	319	910	885	658	1068	1333	853	823	464	744	80	1429	98	281	284	153	1355	296	748	513	289	257	144	280	205	561	1472	384	972	874	388	158	939	237	69	978	177	46	987	429	241	1153	1792	1853	1796	1259	1672	682	652	408									
9	Число недействительных избирательных бюллетеней	443	11	19	0	6	9	0	0	5	11	9	3	6	23	18	3	126	7	3	7	13	2	0	6	1	3	4	2	10	0	3	7	3	1	2	13	1	1	2	3	5	3	4	5	3	7	1	6	3	0	4	8	0	10	25	3	4	0	0	3	5	1									
10	Число действительных избирательных бюллетеней	46713	738	305	352	1091	967	201	650	256	630	701	357	373	1037	1045	779	1239	1409	919	900	451	1067	197	1492	165	444	440	296	1452	347	809	815	296	328	205	448	266	652	1776	714	1097	935	468	240	1153	462	123	1115	206	52	1191	626	434	1195	1793	1872	1835	1300	1703	840	949	515									
11	Число полученных открепительных  удостоверений	732	10	2	5	20	24	8	10	5	6	5	8	6	10	10	15	25	27	15	10	3	10	3	28	0	5	3	5	25	3	11	6	9	7	3	4	5	7	21	5	11	12	11	6	15	4	3	11	4	2	25	13	5	25	36	30	45	24	35	7	15	9									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	700	10	2	5	20	24	7	8	5	6	5	8	6	10	6	15	23	27	15	10	3	9	1	28	0	5	3	5	25	1	11	6	9	3	0	4	5	7	21	5	11	12	11	2	15	4	1	11	3	2	25	12	5	24	34	30	45	24	35	7	15	9									
13	Число избирателей, проголосовавших по открепительным удостоверениям	483	2	2	2	4	5	9	5	1	9	1	3	5	8	0	1	15	10	4	70	1	3	1	2	2	8	4	0	17	5	8	6	10	3	0	1	0	11	26	6	8	8	5	1	4	1	1	97	2	2	4	3	2	12	8	6	14	11	13	1	9	1									
14	Число неиспользованных открепительных удостоверений	32	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	2	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	4	3	0	0	0	0	0	0	0	0	4	0	0	2	0	1	0	0	1	0	1	2	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	95	1	0	0	2	2	1	0	0	0	3	0	0	3	0	1	0	1	4	0	0	2	0	2	1	0	1	0	4	0	0	5	1	0	2	2	0	3	6	0	0	2	0	0	3	1	0	0	0	0	0	0	0	8	6	2	12	6	7	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																								
19	Жириновский Владимир Вольфович	1967	41	10	24	36	28	10	42	8	56	33	19	20	29	53	41	60	34	41	71	4	12	9	37	21	20	14	18	64	18	40	41	44	18	20	18	19	27	53	3	29	18	9	22	44	21	3	85	7	8	36	22	24	51	45	112	109	12	36	51	41	26									
