Выборы Президента Российской Федерации																																																																						
Дата голосования: 18.03.2018																																																																						
																																																																						
Наименование Избирательной комиссии:    Тамбовская																																																																						
																																																																						
Сводная таблица итогов голосования																																																																						
																																																																						
	Число участковых избирательных комиссий	59																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																				
																																																																						
		Сумма	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857									
1	"Число избирателей, включенных в список избирателей"	78626	1202	391	438	2347	2561	336	1400	303	1216	1080	748	684	1919	1300	1430	2157	2332	1977	1679	788	1904	2870	1159	797	516	378	2305	562	1302	1189	404	509	268	597	400	1449	2973	777	1977	815	1889	906	378	1323	730	194	1702	263	2269	1066	648	1968	2731	2691	2711	2363	2384	1439	1532									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	77800	1200	380	460	2300	2550	310	1400	310	1200	1090	740	670	1950	1300	1450	2150	2330	1880	1700	780	1900	2800	1200	770	500	370	2300	560	1300	1140	400	500	270	580	400	1450	2850	750	1970	830	1850	900	360	1330	730	190	1650	250	2250	1050	650	1950	2650	2650	2650	2350	2400	1450	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	53376	1069	313	315	1162	1414	259	1175	265	918	930	636	304	946	922	1136	1111	1394	1620	1289	665	1633	2525	970	572	389	257	1333	432	1157	876	249	411	214	493	301	677	1759	617	1696	668	1717	761	226	1090	617	160	985	207	1175	472	455	939	1521	1488	1452	1543	1330	1269	897									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3927	37	48	80	118	96	22	99	11	114	53	48	61	81	123	59	77	33	38	89	0	132	58	43	62	64	71	118	26	38	216	11	46	17	71	25	125	137	40	86	65	79	30	44	127	62	21	77	9	112	78	81	45	40	32	35	36	27	117	137									
6	Число погашенных избирательных бюллетеней	20497	94	19	65	1020	1040	29	126	34	168	107	56	305	923	255	255	962	903	222	322	115	135	217	187	136	47	42	849	102	105	48	140	43	39	16	74	648	954	93	188	97	54	109	90	113	51	9	588	34	963	500	114	966	1089	1130	1163	771	1043	64	466									
