Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
"Наименование Избирательной комиссии:    Орск, Ленинская"																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214					
1	"Число избирателей, внесенных в списки"	65755	2459	2609	2609	1368	2123	1668	1333	1797	1425	1613	1795	1998	1827	1676	2223	2676	2638	2547	2517	2216	2033	2302	1878	2358	1226	2405	1819	1982	1884	2300	1567	2407	477					
2	"Число бюллетеней, полученных участковыми комиссиями"	64544	2448	2562	2573	1338	2082	1654	1316	1764	1390	1578	1736	1969	1810	1638	2176	2613	2563	2530	2492	2170	2000	2287	1834	2298	1218	2348	1708	1948	1868	2255	1539	2379	460					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32368	1311	1223	1277	692	954	875	796	1009	781	847	948	1006	974	934	1189	1467	1362	1318	1371	1096	891	1062	941	1287	535	1079	828	785	687	971	582	963	327					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	971	10	68	47	16	20	52	16	34	34	39	36	28	29	14	21	40	42	38	26	25	28	23	27	33	35	17	20	56	0	37	39	21	0					
6	Число погашенных бюллетеней	31205	1127	1271	1249	630	1108	727	504	721	575	692	752	935	807	690	966	1106	1159	1174	1095	1049	1081	1202	866	978	648	1252	860	1107	1181	1247	918	1395	133					
7	Число бюллетеней в переносных ящиках для голосования	971	10	68	47	16	20	52	16	34	34	39	36	28	29	14	21	40	42	38	26	25	28	23	27	33	35	17	20	56	0	37	39	21	0					
8	Число бюллетеней в стационарных ящиках для голосования	32280	1311	1223	1230	692	954	875	796	975	781	845	948	1006	974	934	1188	1467	1362	1316	1371	1096	891	1061	941	1287	535	1079	827	785	687	971	582	963	327					
9	Число недействительных бюллетеней	520	30	13	11	12	15	7	9	17	23	19	10	9	22	16	21	0	33	26	18	13	6	17	7	49	11	40	10	9	6	20	4	4	13					
10	Число действительных бюллетеней	32731	1291	1278	1266	696	959	920	803	992	792	865	974	1025	981	932	1188	1507	1371	1328	1379	1108	913	1067	961	1271	559	1056	837	832	681	988	617	980	314					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	985	34	30	30	29	29	29	29	29	29	29	29	29	29	29	29	30	30	30	30	30	30	31	30	30	30	30	30	30	30	30	37	35	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	206	10	7	11	2	9	8	4	5	2	0	8	11	2	6	7	10	12	16	9	15	2	12	4	12	3	10	1	1	0	3	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	158	2	5	4	5	11	9	7	2	4	3	13	1	2	4	1	7	8	1	5	7	5	9	7	2	6	10	2	4	0	1	2	2	7					
14	Число погашенных открепительных удостоверений	779	24	23	19	27	20	21	25	24	27	29	21	18	27	23	22	20	18	14	21	15	28	19	26	18	27	20	29	29	30	27	37	31	20					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	282	16	9	18	5	5	6	5	12	10	8	7	12	4	10	15	16	12	5	15	3	3	13	6	8	3	6	5	8	6	5	11	8	7					
		0.84%	1.21%	0.69%	1.40%	0.70%	0.51%	0.64%	0.61%	1.18%	1.22%	0.90%	0.71%	1.16%	0.39%	1.05%	1.24%	1.06%	0.85%	0.36%	1.07%	0.26%	0.32%	1.19%	0.61%	0.60%	0.52%	0.54%	0.59%	0.95%	0.87%	0.49%	1.77%	0.81%	2.14%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1193	35	51	41	33	53	52	69	36	16	33	55	44	25	27	58	51	48	45	47	68	31	36	39	48	19	24	22	16	12	29	8	17	5					
		3.58%	2.64%	3.95%	3.21%	4.66%	5.44%	5.60%	8.49%	3.56%	1.96%	3.73%	5.58%	4.25%	2.49%	2.84%	4.79%	3.38%	3.41%	3.32%	3.36%	6.06%	3.37%	3.32%	4.02%	3.63%	3.33%	2.18%	2.59%	1.90%	1.74%	2.87%	1.28%	1.72%	1.52%					
