Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Сыктывдинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №683	УИК №684									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19487	962	273	567	748	1131	350	512	523	1313	2458	1995	2599	2641	259	142	600	133	304	706	629	392	208	29	13									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17511	904	241	494	682	1034	309	468	465	1137	2146	1824	2327	2403	235	121	549	122	265	623	563	358	181	30	30									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	251	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	41	57	39	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	7457	271	126	263	258	458	180	224	241	488	933	730	910	1055	78	52	254	68	93	317	189	136	91	29	13									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	597	34	15	47	53	72	15	47	45	11	47	16	39	13	5	5	26	3	40	45	8	3	8	0	0									
6	Число погашенных избирательных бюллетеней	9206	490	100	184	371	504	114	197	179	638	1166	1078	1378	1335	152	64	269	51	132	256	325	162	43	1	17									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	848	143	15	47	53	72	15	47	45	11	47	16	39	13	5	5	26	3	40	50	49	60	47	0	0									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	7452	271	126	263	258	458	180	224	240	488	933	730	909	1052	78	52	254	68	93	317	189	136	91	29	13									
9	Число недействительных избирательных бюллетеней	364	19	6	26	8	15	11	16	15	25	41	34	33	52	3	1	16	9	5	9	10	4	6	0	0									
10	Число действительных избирательных бюллетеней	7936	395	135	284	303	515	184	255	270	474	939	712	915	1013	80	56	264	62	128	358	228	192	132	29	13									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	320	45	10	15	10	20	10	15	10	15	20	20	20	25	10	5	10	5	10	15	15	10	5	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	186	39	1	6	10	18	2	10	6	9	20	8	14	19	4	0	4	0	0	4	6	6	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	171	5	6	26	0	8	7	10	18	12	3	8	10	3	3	1	2	0	3	10	10	2	5	16	3									
14	Число погашенных неиспользованных открепительных удостоверений	134	6	9	9	0	2	8	5	4	6	0	12	6	6	6	5	6	5	10	11	9	4	5	0	0									
