Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Ивнянская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598					
1	"Число избирателей, внесенных в списки"	18554	289	631	1204	725	430	984	523	2428	2164	1094	515	163	639	891	824	549	121	515	409	911	710	424	451	394	566					
2	"Число бюллетеней, полученных участковыми комиссиями"	18494	285	635	1200	720	430	970	520	2460	2120	1090	510	162	640	900	830	550	122	510	405	900	710	415	450	400	560					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12873	167	493	685	499	309	645	261	1878	1501	900	399	131	454	633	612	332	94	377	280	451	380	305	309	375	403					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3730	108	114	400	149	89	121	202	254	418	132	42	25	97	207	134	179	12	77	91	243	305	60	119	19	133					
6	Число погашенных бюллетеней	1891	10	28	115	72	32	204	57	328	201	58	69	6	89	60	84	39	16	56	34	206	25	50	22	6	24					
7	Число бюллетеней в переносных ящиках для голосования	3730	108	114	400	149	89	121	202	254	418	132	42	25	97	207	134	179	12	77	91	243	305	60	119	19	133					
8	Число бюллетеней в стационарных ящиках для голосования	12872	167	493	685	498	309	645	261	1878	1501	900	399	131	454	633	612	332	94	377	280	451	380	305	309	375	403					
9	Число недействительных бюллетеней	229	6	2	2	4	2	34	9	11	28	34	2	0	9	9	4	3	14	12	9	16	0	8	8	1	2					
10	Число действительных бюллетеней	16373	269	605	1083	643	396	732	454	2121	1891	998	439	156	542	831	742	508	92	442	362	678	685	357	420	393	534					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	199	3	5	8	5	5	7	5	30	25	13	12	3	7	10	10	5	3	5	5	10	5	5	5	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	93	0	0	7	5	0	5	5	18	9	10	7	0	4	2	4	2	1	2	0	5	0	0	3	0	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	68	0	0	2	3	0	6	4	8	10	8	3	0	0	1	2	0	0	4	0	8	0	3	2	1	3					
14	Число погашенных открепительных удостоверений	106	3	5	1	0	5	2	0	12	16	3	5	3	3	8	6	3	2	3	5	5	5	5	2	3	1					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	"1. ""ЕДИНЕНИЕ"""	162	0	8	6	0	2	13	4	21	13	6	10	1	12	12	7	3	1	5	13	11	0	6	1	4	3					
		0.97%	0.0%	1.31%	0.55%	0.0%	0.50%	1.69%	0.86%	0.98%	0.67%	0.58%	2.26%	0.64%	2.17%	1.42%	0.93%	0.58%	0.94%	1.10%	3.50%	1.58%	0.0%	1.64%	0.23%	1.01%	0.55%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	101	0	0	9	7	1	8	4	15	11	7	4	0	7	7	1	0	0	4	3	5	1	0	6	1	0					
		0.60%	0.0%	0.0%	0.82%	1.08%	0.25%	1.04%	0.86%	0.70%	0.57%	0.67%	0.90%	0.0%	1.27%	0.83%	0.13%	0.0%	0.0%	0.88%	0.80%	0.72%	0.14%	0.0%	1.40%	0.25%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	286	0	4	21	13	13	15	8	33	31	8	13	2	13	12	23	8	2	12	9	13	3	13	7	3	7					
		1.72%	0.0%	0.65%	1.93%	2.00%	3.26%	1.95%	1.72%	1.54%	1.61%	0.77%	2.94%	1.28%	2.35%	1.42%	3.08%	1.56%	1.88%	2.64%	2.42%	1.87%	0.43%	3.56%	1.63%	0.76%	1.30%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	178	3	18	9	5	1	4	2	24	21	18	12	0	10	14	6	6	1	3	0	8	5	1	6	0	1					
		1.07%	1.09%	2.96%	0.82%	0.77%	0.25%	0.52%	0.43%	1.12%	1.09%	1.74%	2.72%	0.0%	1.81%	1.66%	0.80%	1.17%	0.94%	0.66%	0.0%	1.15%	0.72%	0.27%	1.40%	0.0%	0.18%					
22	"5. ""За Русь Святую"""	127	0	4	28	3	0	3	3	15	18	5	1	2	11	8	4	3	0	2	2	9	1	3	2	0	0					
