Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Любытинская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177					
1	"Число избирателей, внесенных в списки"	9374	101	221	111	204	193	271	157	35	215	473	120	354	86	308	47	102	302	340	176	1370	2119	393	1676					
2	"Число бюллетеней, полученных участковыми комиссиями"	9327	95	217	111	206	200	260	155	40	207	460	119	332	90	312	54	102	277	345	170	1400	2120	390	1665					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4846	66	95	59	142	92	129	108	35	147	184	84	118	69	137	45	25	123	126	102	740	1035	261	924					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1281	18	71	34	9	48	97	0	0	40	133	9	139	9	69	0	71	112	103	24	80	87	11	117					
6	Число погашенных бюллетеней	3200	11	51	18	55	60	34	47	5	20	143	26	75	12	106	9	6	42	116	44	580	998	118	624					
7	Число бюллетеней в переносных ящиках для голосования	1281	18	71	34	9	48	97	0	0	40	133	9	139	9	69	0	71	112	103	24	80	87	11	117					
8	Число бюллетеней в стационарных ящиках для голосования	4846	66	95	59	142	92	129	108	35	147	184	84	118	69	137	45	25	123	126	102	740	1035	261	924					
9	Число недействительных бюллетеней	96	3	1	0	1	1	3	0	0	3	12	2	0	0	5	0	0	5	2	1	26	13	2	16					
10	Число действительных бюллетеней	6031	81	165	93	150	139	223	108	35	184	305	91	257	78	201	45	96	230	227	125	794	1109	270	1025					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	194	2	5	2	5	9	5	3	3	4	9	2	7	3	7	3	2	5	7	5	28	40	8	30					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	65	0	1	0	0	9	5	0	0	0	1	0	0	0	1	0	0	2	0	1	21	13	4	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	40	0	0	0	0	1	1	4	0	1	2	4	5	0	4	0	0	1	1	2	1	7	2	4					
14	Число погашенных открепительных удостоверений	129	2	4	2	5	0	0	3	3	4	8	2	7	3	6	3	2	3	7	4	7	27	4	23					
15	Число открепительных удостоверений выданных ТИК	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	"1. ""ЕДИНЕНИЕ"""	74	0	1	2	0	0	2	0	0	3	2	1	1	0	0	0	1	3	2	1	15	21	8	11					
		1.20%	0.0%	0.60%	2.15%	0.0%	0.0%	0.88%	0.0%	0.0%	1.60%	0.63%	1.07%	0.38%	0.0%	0.0%	0.0%	1.04%	1.27%	0.87%	0.79%	1.82%	1.87%	2.94%	1.05%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	58	0	1	2	0	3	6	0	0	1	7	0	6	0	1	0	0	2	0	1	4	11	0	13					
		0.94%	0.0%	0.60%	2.15%	0.0%	2.14%	2.65%	0.0%	0.0%	0.53%	2.20%	0.0%	2.33%	0.0%	0.48%	0.0%	0.0%	0.85%	0.0%	0.79%	0.48%	0.98%	0.0%	1.24%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	198	4	11	2	4	5	4	2	0	7	15	4	3	2	14	1	1	6	3	2	35	31	10	32					
		3.23%	4.76%	6.62%	2.15%	2.64%	3.57%	1.76%	1.85%	0.0%	3.74%	4.73%	4.30%	1.16%	2.56%	6.79%	2.22%	1.04%	2.55%	1.31%	1.58%	4.26%	2.76%	3.67%	3.07%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	89	0	2	1	0	2	3	0	0	2	3	2	5	0	4	1	3	6	0	1	13	20	9	12					
		1.45%	0.0%	1.20%	1.07%	0.0%	1.42%	1.32%	0.0%	0.0%	1.06%	0.94%	2.15%	1.94%	0.0%	1.94%	2.22%	3.12%	2.55%	0.0%	0.79%	1.58%	1.78%	3.30%	1.15%					
22	"5. ""За Русь Святую"""	35	0	2	1	0	2	4	0	0	5	1	0	2	0	1	0	0	1	0	0	6	3	2	5					
		0.57%	0.0%	1.20%	1.07%	0.0%	1.42%	1.76%	0.0%	0.0%	2.67%	0.31%	0.0%	0.77%	0.0%	0.48%	0.0%	0.0%	0.42%	0.0%	0.0%	0.73%	0.26%	0.73%	0.48%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	2	0	7					
		0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.17%	0.0%	0.67%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	2	2	1	1	8	1	5					
		0.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.53%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.87%	0.79%	0.12%	0.71%	0.36%	0.48%					
25	"8. ""Народно-республиканская партия России"""	12	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	2	1	1	2	2	1					
		0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.53%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.79%	0.12%	0.17%	0.73%	0.09%					
26	"9. ""Российская экологическая партия ""Зеленые"""	14	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	3	5	0	1					
		0.22%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.36%	0.44%	0.0%	0.09%					
27	"10. ""Аграрная партия России"""	306	25	5	7	8	5	10	14	0	3	12	3	25	5	14	2	3	18	16	28	24	50	12	17					
		4.99%	29.76%	3.01%	7.52%	5.29%	3.57%	4.42%	12.96%	0.0%	1.60%	3.78%	3.22%	9.72%	6.41%	6.79%	4.44%	3.12%	7.65%	6.98%	22.22%	2.92%	4.45%	4.41%	1.63%					
28	"11. ""Истинные патриоты России"""	18	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	1	0	9					
		0.29%	1.19%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%	0.0%	0.0%	0.63%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.58%	0.24%	0.08%	0.0%	0.86%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	45	4	2	1	1	2	3	0	0	2	2	1	1	0	1	0	0	0	2	0	4	10	1	8					
		0.73%	4.76%	1.20%	1.07%	0.66%	1.42%	1.32%	0.0%	0.0%	1.06%	0.63%	1.07%	0.38%	0.0%	0.48%	0.0%	0.0%	0.0%	0.87%	0.0%	0.48%	0.89%	0.36%	0.76%					
30	"13. ""Демократическая партия России"""	9	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	2	1	1	1					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.79%	0.24%	0.08%	0.36%	0.09%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	1	3					
		0.19%	1.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.26%	0.36%	0.28%					
32	"15. ""Партия СЛОН"""	9	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	1	2					
		0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.0%	0.31%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.12%	0.17%	0.36%	0.19%					
33	"16. ""Родина"" (народно-патриотический союз)"""	406	7	4	5	8	13	10	6	2	11	13	10	12	12	18	0	5	11	11	1	60	81	20	86					
		6.62%	8.33%	2.40%	5.37%	5.29%	9.28%	4.42%	5.55%	5.71%	5.88%	4.10%	10.75%	4.66%	15.38%	8.73%	0.0%	5.20%	4.68%	4.80%	0.79%	7.31%	7.21%	7.35%	8.26%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	28	2	1	2	0	0	0	0	0	1	4	0	2	0	0	0	0	1	2	1	3	7	0	2					
		0.45%	2.38%	0.60%	2.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	1.26%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.42%	0.87%	0.79%	0.36%	0.62%	0.0%	0.19%					
35	"18. ""ЛДПР"""	809	4	43	16	10	18	18	14	7	25	39	13	30	12	31	5	3	20	37	15	93	175	40	141					
		13.20%	4.76%	25.90%	17.20%	6.62%	12.85%	7.96%	12.96%	19.99%	13.36%	12.30%	13.97%	11.67%	15.38%	15.04%	11.11%	3.12%	8.51%	16.15%	11.90%	11.34%	15.59%	14.70%	13.54%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	198	4	3	7	1	2	4	0	0	5	15	1	3	0	0	3	0	14	12	3	30	61	9	21					
		3.23%	4.76%	1.80%	7.52%	0.66%	1.42%	1.76%	0.0%	0.0%	2.67%	4.73%	1.07%	1.16%	0.0%	0.0%	6.66%	0.0%	5.95%	5.24%	2.38%	3.65%	5.43%	3.30%	2.01%					
37	"20. ""Политическая партия ""Единая Россия"""	2834	24	78	44	104	76	96	61	23	97	135	27	133	36	80	24	69	119	113	56	376	471	118	474					
		46.25%	28.57%	46.98%	47.31%	68.87%	54.28%	42.47%	56.48%	65.71%	51.87%	42.58%	29.03%	51.75%	46.15%	38.83%	53.33%	71.87%	50.63%	49.34%	44.44%	45.85%	41.97%	43.38%	45.53%					
38	"21. ""Российская Конституционно-демократическая партия"""	31	0	0	0	0	2	0	2	1	0	0	0	3	2	3	0	1	1	0	1	4	3	1	7					
		0.50%	0.0%	0.0%	0.0%	0.0%	1.42%	0.0%	1.85%	2.85%	0.0%	0.0%	0.0%	1.16%	2.56%	1.45%	0.0%	1.04%	0.42%	0.0%	0.79%	0.48%	0.26%	0.36%	0.67%					
39	"22. ""Развитие предпринимательства"""	22	0	0	0	0	0	0	0	0	0	1	1	3	0	1	0	0	3	0	0	4	3	0	6					
		0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	1.07%	1.16%	0.0%	0.48%	0.0%	0.0%	1.27%	0.0%	0.0%	0.48%	0.26%	0.0%	0.57%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	628	1	6	2	12	8	54	6	2	12	21	27	22	8	25	9	10	17	20	10	83	113	25	135					
		10.24%	1.19%	3.61%	2.15%	7.94%	5.71%	23.89%	5.55%	5.71%	6.41%	6.62%	29.03%	8.56%	10.25%	12.13%	20.0%	10.41%	7.23%	8.73%	7.93%	10.12%	10.07%	9.19%	12.96%					
																														
41	Против всех	157	4	6	1	0	1	5	3	0	7	27	0	1	1	8	0	0	4	5	0	24	25	9	26					
		2.56%	4.76%	3.61%	1.07%	0.0%	0.71%	2.21%	2.77%	0.0%	3.74%	8.51%	0.0%	0.38%	1.28%	3.88%	0.0%	0.0%	1.70%	2.18%	0.0%	2.92%	2.22%	3.30%	2.49%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
