Выборы Президента Российской Федерации																																													
																																													
Наименование Избирательной комиссии:    Свободненская																																													
																																													
Итоги голосования 																																													
																																													
		Сумма	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574					
1	"Число избирателей, внесенных в список"	11535	383	437	129	79	121	547	241	131	233	367	91	323	578	145	774	53	416	266	281	276	442	260	179	437	121	58	425	168	434	267	112	269	141	628	295	177	276	975					
2	Число полученных избирательных бюллетеней	11492	382	433	130	73	119	554	241	130	229	412	103	322	605	131	781	51	400	266	273	278	443	260	179	427	121	58	418	167	426	272	108	275	141	614	285	187	281	917					
3	"Число избирательных бюллетеней, выданных  досрочно"	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	7930	292	254	83	73	87	365	156	97	136	256	81	269	390	117	428	38	270	180	154	224	271	149	153	314	106	49	291	89	315	182	86	181	98	405	218	171	160	742					
5	"Число избирательных бюллетеней, выданных вне помещения"	578	16	18	14	0	0	6	8	0	33	31	9	0	68	0	72	4	22	20	52	0	15	5	6	15	2	3	12	7	11	16	12	11	3	39	8	0	32	8					
6	Число погашенных избирательных бюллетеней	2958	74	161	33	0	32	183	77	33	60	125	13	53	147	14	281	9	108	66	67	54	157	106	20	98	13	6	115	71	100	48	10	83	40	170	59	16	89	167					
7	Число избирательных бюллетеней в переносных ящиках	604	16	18	14	0	0	6	8	0	33	31	9	0	68	0	72	4	22	20	52	0	15	5	6	15	2	3	12	7	11	42	12	11	3	39	8	0	32	8					
8	Число бюллетеней в стационарных ящиках для голосования	7929	292	254	83	73	87	365	156	97	136	256	81	269	390	117	428	38	270	180	154	224	271	149	153	314	106	49	291	88	315	182	86	181	98	405	218	171	160	742					
9	Число недействительных избирательных бюллетеней	70	2	2	1	2	1	2	0	0	1	0	1	3	5	2	1	0	3	0	2	0	2	5	1	5	0	0	4	0	0	1	0	8	0	1	2	2	4	7					
10	Число действительных избирательных бюллетеней	8463	306	270	96	71	86	369	164	97	168	287	89	266	453	115	499	42	289	200	204	224	284	149	158	324	108	52	299	95	326	223	98	184	101	443	224	169	188	743					
11	Число полученных открепительных  удостоверений	273	8	8	4	3	3	10	4	5	4	7	2	5	8	2	10	2	8	5	5	7	8	5	10	8	4	2	8	5	8	10	6	12	4	8	5	5	10	45					
12	Число выданных открепительных удостоверений	106	0	3	0	0	0	8	0	0	0	1	0	0	6	1	6	0	1	1	2	3	2	3	3	0	0	0	2	0	1	4	0	12	2	3	0	0	7	35					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	3	3	1	1	1	2	0	1	4	1	1	0	0	3	6	0	3	2	2	1	0	0	0	1	0	0	2	1	1	2	0	0	0	2	5	0	4	2					
14	Число неиспользованных открепительных удостоверений	167	8	5	4	3	3	2	4	5	4	6	2	5	2	1	4	2	7	4	3	4	6	2	7	8	4	2	6	5	7	6	6	0	2	5	5	5	3	10					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																													
18	. Глазьев Сергей Юрьевич	315	6	14	9	2	0	9	6	5	5	12	2	12	14	2	22	0	7	2	5	2	7	18	6	10	1	3	13	10	19	12	2	3	5	11	13	8	1	37					
		3.69%	1.95%	5.15%	9.28%	2.74%	0.00%	2.43%	3.66%	5.15%	2.96%	4.18%	2.22%	4.46%	3.06%	1.71%	4.40%	0.00%	2.40%	1.00%	2.43%	0.89%	2.45%	11.69%	3.77%	3.04%	0.93%	5.77%	4.29%	10.53%	5.83%	5.36%	2.04%	1.56%	4.95%	2.48%	5.75%	4.68%	0.52%	4.93%					
19	. Малышкин Олег Александрович	392	15	11	4	5	1	5	15	4	10	4	2	21	16	7	25	7	14	5	3	7	16	9	10	15	12	4	15	7	10	7	3	6	4	27	14	7	9	36					
		4.59%	4.87%	4.04%	4.12%	6.85%	1.15%	1.35%	9.15%	4.12%	5.92%	1.39%	2.22%	7.81%	3.49%	5.98%	5.00%	16.67%	4.79%	2.50%	1.46%	3.12%	5.59%	5.84%	6.29%	4.56%	11.11%	7.69%	4.95%	7.37%	3.07%	3.12%	3.06%	3.12%	3.96%	6.08%	6.19%	4.09%	4.69%	4.80%					
20	. Миронов Сергей Михайлович	59	2	2	2	1	0	2	1	1	2	2	1	2	5	0	3	0	2	1	1	2	2	0	2	3	0	0	1	1	2	0	0	2	0	6	1	1	1	5					
		0.69%	0.65%	0.74%	2.06%	1.37%	0.00%	0.54%	0.61%	1.03%	1.18%	0.70%	1.11%	0.74%	1.09%	0.00%	0.60%	0.00%	0.68%	0.50%	0.49%	0.89%	0.70%	0.00%	1.26%	0.91%	0.00%	0.00%	0.33%	1.05%	0.61%	0.00%	0.00%	1.04%	0.00%	1.35%	0.44%	0.58%	0.52%	0.67%					
21	. Путин Владимир Владимирович	5712	188	191	53	42	68	281	108	84	89	214	54	160	320	87	320	33	201	159	166	172	189	76	113	193	49	21	201	37	180	176	83	138	86	307	108	117	137	511					
		66.94%	61.04%	70.22%	54.64%	57.53%	78.16%	75.74%	65.85%	86.60%	52.66%	74.56%	60.00%	59.48%	69.87%	74.36%	64.00%	78.57%	68.84%	79.50%	80.58%	76.79%	66.08%	49.35%	71.07%	58.66%	45.37%	40.38%	66.34%	38.95%	55.21%	78.57%	84.69%	71.88%	85.15%	69.14%	47.79%	68.42%	71.35%	68.13%					
22	. Хакамада Ирина Муцуовна	236	5	14	5	4	0	17	2	1	4	10	3	3	7	5	14	0	6	6	1	5	9	8	6	14	8	4	8	0	5	7	3	3	1	7	9	3	2	27					
		2.77%	1.62%	5.15%	5.15%	5.48%	0.00%	4.58%	1.22%	1.03%	2.37%	3.48%	3.33%	1.12%	1.53%	4.27%	2.80%	0.00%	2.05%	3.00%	0.49%	2.23%	3.15%	5.19%	3.77%	4.26%	7.41%	7.69%	2.64%	0.00%	1.53%	3.12%	3.06%	1.56%	0.99%	1.58%	3.98%	1.75%	1.04%	3.60%					
23	. Харитонов Николай Михайлович	1565	83	33	21	17	16	52	30	2	52	45	24	61	83	11	107	0	56	23	23	34	37	37	16	79	35	20	55	39	107	16	5	25	4	78	77	32	36	94					
		18.34%	26.95%	12.13%	21.65%	23.29%	18.39%	14.02%	18.29%	2.06%	30.77%	15.68%	26.67%	22.68%	18.12%	9.40%	21.40%	0.00%	19.18%	11.50%	11.17%	15.18%	12.94%	24.03%	10.06%	24.01%	32.41%	38.46%	18.15%	41.05%	32.82%	7.14%	5.10%	13.02%	3.96%	17.57%	34.07%	18.71%	18.75%	12.53%					
																																													
24	Против всех	184	7	5	2	0	1	3	2	0	6	0	3	7	8	3	8	2	3	4	5	2	24	1	5	10	3	0	6	1	3	5	2	7	1	7	2	1	2	33					
		2.16%	2.27%	1.84%	2.06%	0.00%	1.15%	0.81%	1.22%	0.00%	3.55%	0.00%	3.33%	2.60%	1.75%	2.56%	1.60%	4.76%	1.03%	2.00%	2.43%	0.89%	8.39%	0.65%	3.14%	3.04%	2.78%	0.00%	1.98%	1.05%	0.92%	2.23%	2.04%	3.65%	0.99%	1.58%	0.88%	0.58%	1.04%	4.40%					
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
