Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Большеигнатовская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	6226	194	516	2557	219	205	156	323	134	192	162	201	158	120	353	247	126	180	183									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	6320	197	521	2580	220	208	158	329	136	223	164	203	154	120	360	249	133	182	183									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	5467	180	419	2231	189	187	136	294	117	159	139	183	145	105	329	220	116	162	156									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	304	8	37	96	12	11	11	14	9	33	13	5	3	8	6	13	5	9	11									
6	Число погашенных избирательных бюллетеней	549	9	65	253	19	10	11	21	10	31	12	15	6	7	25	16	12	11	16									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	304	8	37	96	12	11	11	14	9	33	13	5	3	8	6	13	5	9	11									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	5465	180	419	2229	189	187	136	294	117	159	139	183	145	105	329	220	116	162	156									
9	Число недействительных избирательных бюллетеней	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
10	Число действительных избирательных бюллетеней	5764	188	456	2320	201	198	147	308	126	192	152	188	148	113	335	233	121	171	167									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	190	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10									
