Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
"Наименование Избирательной комиссии:    Волгоград, Центральная"																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586					
1	"Число избирателей, внесенных в списки"	67386	1464	2093	2432	2738	2064	2513	1874	1813	1624	1668	1447	1850	1775	1999	2194	2484	1985	2935	2537	1458	2387	2754	1807	2415	2077	2480	2406	2048	1465	2224	2182	1166	1028					
2	"Число бюллетеней, полученных участковыми комиссиями"	60900	1200	1900	2200	2400	1900	2300	1700	1600	1500	1400	1300	1700	1600	1700	2000	2200	1800	2400	2300	1300	2200	2500	1600	2200	1900	2300	2200	1800	1400	2000	2000	1200	1200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	37098	491	1069	1295	1408	1067	1564	1183	1033	1046	1069	928	1015	1131	1289	1034	1246	1014	1223	1379	747	1230	1458	866	1435	1248	1411	1435	1120	780	1289	1071	496	1028					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1240	16	88	64	185	49	49	48	51	35	54	25	28	35	32	36	37	25	3	29	16	25	25	11	22	28	30	39	44	30	39	41	1	0					
6	Число погашенных бюллетеней	22561	693	743	841	807	784	687	469	516	419	277	347	657	434	379	930	917	761	1174	892	537	945	1017	723	743	624	858	726	636	590	672	888	703	172					
7	Число бюллетеней в переносных ящиках для голосования	1239	16	88	63	185	49	49	48	51	35	54	25	28	35	32	36	37	25	3	29	16	25	25	11	22	28	30	39	44	30	39	41	1	0					
8	Число бюллетеней в стационарных ящиках для голосования	37079	491	1069	1293	1407	1067	1561	1183	1032	1046	1069	924	1013	1131	1289	1033	1246	1014	1223	1379	747	1230	1458	866	1435	1248	1408	1435	1120	780	1289	1069	496	1028					
9	Число недействительных бюллетеней	388	6	16	14	12	5	3	8	5	17	16	10	6	7	13	12	23	11	0	29	9	17	15	10	8	21	15	12	22	10	15	17	3	1					
10	Число действительных бюллетеней	37930	501	1141	1342	1580	1111	1607	1223	1078	1064	1107	939	1035	1159	1308	1057	1260	1028	1226	1379	754	1238	1468	867	1449	1255	1423	1462	1142	800	1313	1093	494	1027					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	550	15	15	25	15	25	25	15	15	15	15	15	20	15	15	15	25	15	25	15	15	15	20	20	20	15	15	15	15	15	15	15	15	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	399	14	13	18	15	19	23	8	11	14	15	13	16	9	7	11	17	14	25	10	3	5	17	17	10	13	10	12	9	11	13	6	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	422	8	8	3	14	15	17	9	18	9	71	18	12	20	11	15	9	12	8	10	4	4	10	5	7	10	6	10	11	2	7	8	6	45					
14	Число погашенных открепительных удостоверений	151	1	2	7	0	6	2	7	4	1	0	2	4	6	8	4	8	1	0	5	12	10	3	3	10	2	5	3	6	4	2	9	14	0					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	255	9	12	13	8	5	12	5	5	5	4	6	6	3	4	4	5	14	3	14	12	6	9	4	9	16	4	19	9	4	11	12	3	0					
		0.66%	1.77%	1.03%	0.95%	0.50%	0.44%	0.74%	0.40%	0.46%	0.46%	0.35%	0.63%	0.57%	0.25%	0.30%	0.37%	0.38%	1.34%	0.24%	0.99%	1.57%	0.47%	0.60%	0.45%	0.61%	1.25%	0.27%	1.28%	0.77%	0.49%	0.82%	1.08%	0.60%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2871	32	75	77	132	100	131	102	103	92	95	96	105	117	137	79	83	89	98	84	62	78	86	77	107	102	90	86	103	40	87	71	46	9					
		7.49%	6.31%	6.48%	5.67%	8.29%	8.96%	8.13%	8.28%	9.51%	8.51%	8.45%	10.11%	10.08%	10.03%	10.37%	7.39%	6.46%	8.56%	7.99%	5.96%	8.12%	6.21%	5.79%	8.77%	7.34%	7.99%	6.25%	5.83%	8.84%	4.93%	6.55%	6.39%	9.25%	0.87%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	953	14	39	52	35	19	31	38	27	30	23	28	20	26	20	40	30	29	17	40	19	51	39	14	29	30	33	53	30	25	30	30	11	1					
		2.48%	2.76%	3.37%	3.83%	2.19%	1.70%	1.92%	3.08%	2.49%	2.77%	2.04%	2.95%	1.92%	2.22%	1.51%	3.74%	2.33%	2.79%	1.38%	2.84%	2.49%	4.06%	2.62%	1.59%	1.99%	2.35%	2.29%	3.59%	2.57%	3.08%	2.25%	2.70%	2.21%	0.09%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2913	29	85	82	107	111	167	83	108	105	74	100	100	147	114	94	91	67	71	88	45	66	129	55	127	99	105	120	70	40	97	92	41	4					
		7.60%	5.71%	7.34%	6.04%	6.72%	9.94%	10.37%	6.74%	9.97%	9.71%	6.58%	10.53%	9.60%	12.60%	8.62%	8.79%	7.09%	6.44%	5.79%	6.25%	5.89%	5.25%	8.69%	6.27%	8.71%	7.75%	7.30%	8.14%	6.01%	4.93%	7.30%	8.28%	8.24%	0.38%					
22	"5. ""За Русь Святую"""	146	1	8	2	8	3	11	3	3	4	7	2	5	5	7	5	3	1	3	5	2	9	6	1	9	3	6	8	5	1	6	3	0	1					
		0.38%	0.19%	0.69%	0.14%	0.50%	0.26%	0.68%	0.24%	0.27%	0.37%	0.62%	0.21%	0.48%	0.42%	0.52%	0.46%	0.23%	0.09%	0.24%	0.35%	0.26%	0.71%	0.40%	0.11%	0.61%	0.23%	0.41%	0.54%	0.42%	0.12%	0.45%	0.27%	0.0%	0.09%					
23	"6. ""Объединенная Российская партия ""Русь"""	70	2	3	3	4	1	3	3	5	3	4	0	2	1	2	1	2	2	0	2	0	1	3	1	3	2	2	3	1	0	6	3	1	1					
		0.18%	0.39%	0.25%	0.22%	0.25%	0.08%	0.18%	0.24%	0.46%	0.27%	0.35%	0.0%	0.19%	0.08%	0.15%	0.09%	0.15%	0.19%	0.0%	0.14%	0.0%	0.07%	0.20%	0.11%	0.20%	0.15%	0.13%	0.20%	0.08%	0.0%	0.45%	0.27%	0.20%	0.09%					
24	"7. ""Новый курс - Автомобильная Россия"""	248	2	8	16	7	3	8	5	2	6	10	4	4	5	11	9	6	3	11	14	2	7	11	7	10	5	10	17	4	12	14	11	3	1					
		0.64%	0.39%	0.69%	1.17%	0.43%	0.26%	0.49%	0.40%	0.18%	0.55%	0.89%	0.42%	0.38%	0.42%	0.83%	0.84%	0.46%	0.28%	0.89%	0.99%	0.26%	0.55%	0.74%	0.79%	0.68%	0.39%	0.69%	1.15%	0.34%	1.48%	1.05%	0.99%	0.60%	0.09%					
25	"8. ""Народно-республиканская партия России"""	23	0	0	0	2	0	0	2	1	0	0	1	0	0	0	2	0	1	2	0	1	0	0	1	1	1	1	4	0	0	2	0	1	0					
		0.06%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.16%	0.09%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.18%	0.0%	0.09%	0.16%	0.0%	0.13%	0.0%	0.0%	0.11%	0.06%	0.07%	0.06%	0.27%	0.0%	0.0%	0.15%	0.0%	0.20%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	190	3	3	8	7	3	13	5	9	3	7	7	0	8	4	6	3	3	11	10	7	8	7	3	3	9	9	11	7	4	5	3	1	0					
		0.49%	0.59%	0.25%	0.58%	0.43%	0.26%	0.80%	0.40%	0.83%	0.27%	0.62%	0.73%	0.0%	0.68%	0.30%	0.56%	0.23%	0.28%	0.89%	0.71%	0.91%	0.63%	0.47%	0.34%	0.20%	0.70%	0.62%	0.74%	0.60%	0.49%	0.37%	0.27%	0.20%	0.0%					
27	"10. ""Аграрная партия России"""	552	11	13	15	31	21	13	17	11	17	10	10	19	9	14	14	22	15	14	15	10	29	24	20	14	27	24	28	12	21	30	11	10	1					
		1.44%	2.16%	1.12%	1.10%	1.94%	1.88%	0.80%	1.38%	1.01%	1.57%	0.89%	1.05%	1.82%	0.77%	1.05%	1.30%	1.71%	1.44%	1.14%	1.06%	1.31%	2.31%	1.61%	2.28%	0.96%	2.11%	1.66%	1.89%	1.03%	2.59%	2.25%	0.99%	2.01%	0.09%					
28	"11. ""Истинные патриоты России"""	24	0	2	2	1	0	1	0	0	1	1	2	0	0	1	1	1	1	3	1	0	0	0	0	0	2	1	1	1	1	0	0	0	0					
		0.06%	0.0%	0.17%	0.14%	0.06%	0.0%	0.06%	0.0%	0.0%	0.09%	0.08%	0.21%	0.0%	0.0%	0.07%	0.09%	0.07%	0.09%	0.24%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.06%	0.06%	0.08%	0.12%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	258	1	12	6	13	5	9	9	9	7	5	4	5	16	10	3	6	8	6	14	9	6	11	12	10	6	13	13	6	5	9	7	2	1					
		0.67%	0.19%	1.03%	0.44%	0.81%	0.44%	0.55%	0.73%	0.83%	0.64%	0.44%	0.42%	0.48%	1.37%	0.75%	0.28%	0.46%	0.76%	0.48%	0.99%	1.17%	0.47%	0.74%	1.36%	0.68%	0.47%	0.90%	0.88%	0.51%	0.61%	0.67%	0.63%	0.40%	0.09%					
30	"13. ""Демократическая партия России"""	53	0	3	0	4	0	1	4	1	3	5	1	2	2	0	2	0	1	1	5	1	1	3	1	2	1	1	4	1	0	1	0	1	1					
		0.13%	0.0%	0.25%	0.0%	0.25%	0.0%	0.06%	0.32%	0.09%	0.27%	0.44%	0.10%	0.19%	0.17%	0.0%	0.18%	0.0%	0.09%	0.08%	0.35%	0.13%	0.07%	0.20%	0.11%	0.13%	0.07%	0.06%	0.27%	0.08%	0.0%	0.07%	0.0%	0.20%	0.09%					
31	"14. ""Великая Россия - Евразийский Союз"""	58	1	2	1	2	3	2	1	2	1	1	5	4	2	6	6	1	0	5	0	0	0	2	1	0	1	2	2	2	1	1	1	0	0					
		0.15%	0.19%	0.17%	0.07%	0.12%	0.26%	0.12%	0.08%	0.18%	0.09%	0.08%	0.52%	0.38%	0.17%	0.45%	0.56%	0.07%	0.0%	0.40%	0.0%	0.0%	0.0%	0.13%	0.11%	0.0%	0.07%	0.13%	0.13%	0.17%	0.12%	0.07%	0.09%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	114	2	3	1	3	7	7	2	2	7	5	2	5	4	4	2	3	3	9	1	0	4	2	6	8	3	2	6	2	0	7	2	0	0					
		0.29%	0.39%	0.25%	0.07%	0.18%	0.62%	0.43%	0.16%	0.18%	0.64%	0.44%	0.21%	0.48%	0.34%	0.30%	0.18%	0.23%	0.28%	0.73%	0.07%	0.0%	0.31%	0.13%	0.68%	0.54%	0.23%	0.13%	0.40%	0.17%	0.0%	0.52%	0.18%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	6185	58	171	214	234	167	309	248	186	202	140	173	189	229	195	167	208	174	126	210	136	200	242	135	272	229	278	247	213	126	257	166	80	4					
		16.14%	11.43%	14.77%	15.78%	14.69%	14.96%	19.19%	20.14%	17.17%	18.68%	12.46%	18.22%	18.15%	19.63%	14.76%	15.62%	16.21%	16.74%	10.27%	14.91%	17.82%	15.93%	16.31%	15.39%	18.66%	17.94%	19.33%	16.75%	18.29%	15.55%	19.35%	14.95%	16.09%	0.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	54	0	2	6	2	3	1	1	3	0	6	0	1	1	3	1	0	0	3	1	2	3	1	2	1	1	1	3	0	0	2	2	0	2					
		0.14%	0.0%	0.17%	0.44%	0.12%	0.26%	0.06%	0.08%	0.27%	0.0%	0.53%	0.0%	0.09%	0.08%	0.22%	0.09%	0.0%	0.0%	0.24%	0.07%	0.26%	0.23%	0.06%	0.22%	0.06%	0.07%	0.06%	0.20%	0.0%	0.0%	0.15%	0.18%	0.0%	0.19%					
35	"18. ""ЛДПР"""	3434	58	119	150	131	75	92	85	67	56	140	45	64	74	99	77	116	106	172	189	99	149	170	111	148	104	151	135	98	63	107	108	51	25					
		8.96%	11.43%	10.28%	11.06%	8.22%	6.72%	5.71%	6.90%	6.18%	5.18%	12.46%	4.74%	6.14%	6.34%	7.49%	7.20%	9.04%	10.20%	14.02%	13.42%	12.97%	11.87%	11.46%	12.65%	10.15%	8.15%	10.50%	9.15%	8.41%	7.77%	8.05%	9.72%	10.26%	2.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	462	5	9	15	24	16	25	8	20	10	11	10	10	15	12	15	14	13	25	21	9	15	15	12	16	18	20	21	16	11	9	14	7	1					
		1.20%	0.98%	0.77%	1.10%	1.50%	1.43%	1.55%	0.64%	1.84%	0.92%	0.97%	1.05%	0.96%	1.28%	0.90%	1.40%	1.09%	1.25%	2.03%	1.49%	1.17%	1.19%	1.01%	1.36%	1.09%	1.41%	1.39%	1.42%	1.37%	1.35%	0.67%	1.26%	1.40%	0.09%					
37	"20. ""Политическая партия ""Единая Россия"""	11380	193	351	411	418	331	427	326	297	294	333	239	299	277	427	262	358	317	442	384	212	352	376	255	380	336	384	389	339	250	336	304	144	937					
		29.69%	38.06%	30.33%	30.30%	26.25%	29.65%	26.52%	26.48%	27.42%	27.19%	29.65%	25.18%	28.72%	23.75%	32.32%	24.50%	27.90%	30.51%	36.05%	27.27%	27.78%	28.04%	25.35%	29.07%	26.08%	26.33%	26.70%	26.39%	29.12%	30.86%	25.30%	27.38%	28.97%	91.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	47	0	2	0	1	2	0	1	4	0	3	0	0	2	1	1	4	1	2	1	0	3	1	0	0	0	3	2	1	3	1	0	0	8					
		0.12%	0.0%	0.17%	0.0%	0.06%	0.17%	0.0%	0.08%	0.36%	0.0%	0.26%	0.0%	0.0%	0.17%	0.07%	0.09%	0.31%	0.09%	0.16%	0.07%	0.0%	0.23%	0.06%	0.0%	0.0%	0.0%	0.20%	0.13%	0.08%	0.37%	0.07%	0.0%	0.0%	0.77%					
39	"22. ""Развитие предпринимательства"""	85	5	2	4	1	3	5	1	2	1	3	5	3	0	3	7	0	4	4	5	3	1	0	0	3	3	2	0	1	4	7	2	1	0					
		0.22%	0.98%	0.17%	0.29%	0.06%	0.26%	0.31%	0.08%	0.18%	0.09%	0.26%	0.52%	0.28%	0.0%	0.22%	0.65%	0.0%	0.38%	0.32%	0.35%	0.39%	0.07%	0.0%	0.0%	0.20%	0.23%	0.13%	0.0%	0.08%	0.49%	0.52%	0.18%	0.20%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5823	51	170	205	336	181	283	227	178	183	159	162	154	169	173	206	246	128	118	207	97	185	252	111	230	198	204	221	173	161	211	185	57	2					
		15.19%	10.05%	14.69%	15.11%	21.10%	16.21%	17.57%	18.44%	16.43%	16.92%	14.15%	17.07%	14.79%	14.49%	13.09%	19.27%	19.17%	12.31%	9.62%	14.70%	12.71%	14.74%	16.99%	12.65%	15.78%	15.51%	14.18%	14.99%	14.86%	19.87%	15.88%	16.66%	11.46%	0.19%					
																																								
41	Против всех	1732	24	47	59	69	52	56	47	33	34	61	37	38	47	61	53	58	48	80	68	26	64	79	38	67	59	77	69	48	28	77	66	34	28					
		4.52%	4.73%	4.06%	4.35%	4.33%	4.65%	3.47%	3.81%	3.04%	3.14%	5.43%	3.89%	3.65%	4.03%	4.61%	4.95%	4.52%	4.61%	6.52%	4.82%	3.40%	5.09%	5.32%	4.33%	4.59%	4.62%	5.35%	4.68%	4.12%	3.45%	5.79%	5.94%	6.84%	2.72%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
