Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Белозерская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255					
1	"Число избирателей, внесенных в списки избирателей"	15588	250	101	1223	1253	1058	141	718	290	766	393	111	624	147	255	56	236	311	107	377	92	110	423	101	168	247	66	128	95	540	76	137	99	559	212	134	232	182	135	330	389	81	189	107	668	145	326	361	60	315	464					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15295	250	100	1200	1200	1050	130	720	280	790	400	100	620	140	250	50	230	295	100	390	80	100	370	90	160	230	60	120	100	550	70	150	100	550	200	130	230	180	140	330	400	80	180	100	670	140	320	350	50	310	460					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9380	191	66	654	593	584	93	405	173	419	221	76	340	101	174	47	143	171	68	217	65	53	278	76	104	163	51	100	70	339	46	85	65	328	115	96	176	120	80	200	274	56	115	47	396	91	222	228	47	229	329					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1195	11	16	79	67	33	11	43	12	81	48	3	38	10	23	3	32	51	20	49	13	26	14	2	11	18	6	10	15	29	6	10	9	35	27	16	16	11	22	24	31	0	16	7	37	11	42	28	1	30	42					
6	Число погашенных избирательных бюллетеней	4720	48	18	467	540	433	26	272	95	290	131	21	242	29	53	0	55	73	12	124	2	21	78	12	45	49	3	10	15	182	18	55	26	187	58	18	38	49	38	106	95	24	49	46	237	38	56	94	2	51	89					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1195	11	16	79	67	33	11	43	12	81	48	3	38	10	23	3	32	51	20	49	13	26	14	2	11	18	6	10	15	29	6	10	9	35	27	16	16	11	22	24	31	0	16	7	37	11	42	28	1	30	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9379	191	66	654	593	584	93	405	173	418	221	76	340	101	174	47	143	171	68	217	65	53	278	76	104	163	51	100	70	339	46	85	65	328	115	96	176	120	80	200	274	56	115	47	396	91	222	228	47	229	329					
9	Число недействительных избирательных бюллетеней	77	1	0	7	7	4	0	5	3	3	3	1	3	2	0	0	2	0	1	1	1	1	2	0	3	1	0	2	0	1	0	1	0	3	0	0	2	0	1	1	1	0	0	0	2	0	2	6	0	2	2					
10	Число действительных избирательных бюллетеней	10497	201	82	726	653	613	104	443	182	496	266	78	375	109	197	50	173	222	87	265	77	78	290	78	112	180	57	108	85	367	52	94	74	360	142	112	190	131	101	223	304	56	131	54	431	102	262	250	48	257	369					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	335	4	2	32	34	23	2	20	4	10	6	2	8	2	9	2	4	6	2	14	2	2	6	2	2	3	2	5	6	8	4	10	2	8	2	2	2	4	2	7	14	2	2	2	10	2	6	13	2	6	9					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	281	4	0	32	30	22	0	20	1	10	6	1	5	2	9	2	4	5	2	14	0	0	1	1	2	2	0	4	6	8	4	9	0	4	1	2	1	3	2	7	14	1	0	0	10	0	4	12	0	5	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	148	1	2	10	6	3	2	5	1	2	1	1	2	3	3	2	8	2	3	2	5	1	3	3	2	4	3	3	1	3	2	1	1	3	5	2	4	2	2	5	3	2	2	1	7	3	3	6	1	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	54	0	2	0	4	1	2	0	3	0	0	1	3	0	0	0	0	1	0	0	2	2	5	1	0	1	2	1	0	0	0	1	2	4	1	0	1	1	0	0	0	1	2	2	0	2	2	1	2	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	460	0	1	34	31	19	5	23	18	4	3	3	27	2	4	1	13	9	10	15	3	1	9	3	2	10	2	3	4	15	1	4	1	33	10	1	5	9	9	5	7	1	3	3	20	7	7	13	0	10	37					
		4.35%	0.00%	1.22%	4.64%	4.70%	3.08%	4.81%	5.13%	9.73%	0.80%	1.12%	3.80%	7.14%	1.80%	2.03%	2.00%	7.43%	4.05%	11.36%	5.64%	3.85%	1.27%	3.08%	3.85%	1.74%	5.52%	3.51%	2.73%	4.71%	4.08%	1.92%	4.21%	1.35%	9.09%	7.04%	0.89%	2.60%	6.87%	8.82%	2.23%	2.30%	1.79%	2.29%	5.56%	4.62%	6.86%	2.65%	5.08%	0.00%	3.86%	9.97%					
19	2.Всероссийская политическая партия «Гражданская Сила»	28	0	0	7	4	2	0	1	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0					
		0.26%	0.00%	0.00%	0.95%	0.61%	0.32%	0.00%	0.22%	0.54%	0.00%	0.74%	1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.55%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.78%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1					
		0.10%	0.00%	0.00%	0.14%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	1.92%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.45%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.27%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1071	11	9	73	56	49	5	56	22	65	20	4	39	27	12	6	27	13	15	20	12	6	30	3	24	30	10	25	4	39	8	0	7	27	21	2	8	14	10	23	16	8	27	6	62	3	25	19	3	34	36					
		10.13%	5.45%	10.98%	9.96%	8.48%	7.94%	4.81%	12.50%	11.89%	13.03%	7.43%	5.06%	10.32%	24.32%	6.09%	12.00%	15.43%	5.86%	17.05%	7.52%	15.38%	7.59%	10.27%	3.85%	20.87%	16.57%	17.54%	22.73%	4.71%	10.60%	15.38%	0.00%	9.46%	7.44%	14.79%	1.79%	4.17%	10.69%	9.80%	10.27%	5.25%	14.29%	20.61%	11.11%	14.32%	2.94%	9.47%	7.42%	6.25%	13.13%	9.70%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	41	1	0	1	2	3	0	1	0	2	1	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	3	1	2	0	0	0	4	0	0	1	0	2	8					
