Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Белозерская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №254	УИК №255					
1	"Число избирателей, внесенных в список избирателей"	14564	232	93	1162	1088	1215	113	715	244	693	371	79	563	126	248	46	214	268	100	345	99	109	381	100	229	65	277	85	521	61	122	615	188	114	220	169	123	309	381	63	174	73	604	128	302	344	347	446					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	14950	250	100	1200	1100	1300	120	700	250	700	350	80	550	130	250	50	230	290	100	350	100	100	400	100	250	70	300	100	550	60	130	650	200	100	200	180	130	300	400	70	180	90	600	140	300	350	350	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7329	149	44	539	464	471	63	333	129	279	166	37	257	79	161	31	130	117	54	201	61	71	208	55	115	35	110	60	274	33	65	335	104	50	132	105	73	186	196	50	91	37	312	61	174	169	213	250					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1333	20	21	39	75	38	4	32	15	84	50	1	50	6	30	7	42	34	24	34	11	25	39	10	31	5	54	8	46	10	12	55	23	16	16	18	20	27	103	0	11	3	35	15	44	22	29	39					
6	Число погашенных избирательных бюллетеней	6288	81	35	622	561	791	53	335	106	337	134	42	243	45	59	12	58	139	22	115	28	4	153	35	104	30	136	32	230	17	53	260	73	34	52	57	37	87	101	20	78	50	253	64	82	159	108	161					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1333	20	21	39	75	38	4	32	15	84	50	1	50	6	30	7	42	34	24	34	11	25	39	10	31	5	54	8	46	10	12	55	23	16	16	18	20	27	103	0	11	3	35	15	44	22	29	39					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7327	149	44	539	464	469	63	333	129	279	166	37	257	79	161	31	130	117	54	201	61	71	208	55	115	35	110	60	274	33	65	335	104	50	132	105	73	186	196	50	91	37	312	61	174	169	213	250					
9	Число недействительных избирательных бюллетеней	133	3	3	10	9	10	1	12	3	2	2	1	3	1	4	0	2	4	0	3	1	0	6	1	6	0	1	0	5	0	1	4	0	0	4	3	0	0	2	2	0	0	3	1	3	6	9	2					
10	Число действительных избирательных бюллетеней	8527	166	62	568	530	497	66	353	141	361	214	37	304	84	187	38	170	147	78	232	71	96	241	64	140	40	163	68	315	43	76	386	127	66	144	120	93	213	297	48	102	40	344	75	215	185	233	287					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	480	15	2	22	30	36	6	15	6	22	12	2	17	12	11	7	14	18	4	15	2	2	12	2	6	2	8	6	21	2	7	10	6	2	6	4	4	10	27	2	4	12	13	2	8	15	4	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	469	15	2	15	27	36	6	15	6	22	12	2	17	12	11	7	14	18	4	15	2	2	12	2	6	2	8	6	21	2	7	10	6	2	6	4	4	10	27	2	3	12	13	2	8	15	4	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	133	2	2	9	4	7	2	9	3	3	4	1	4	3	2	2	3	5	4	3	1	1	3	4	0	3	1	2	3	0	2	3	3	1	5	1	2	2	8	0	3	1	4	1	2	1	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	11	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	20	0	0	9	7	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	969	9	1	96	83	56	9	42	22	36	30	8	27	6	8	3	7	18	9	18	7	25	35	5	10	3	13	8	55	4	8	49	13	3	15	12	8	24	26	7	6	1	40	3	21	28	18	34					
		11.19%	5.33%	1.54%	16.61%	15.40%	11.05%	13.43%	11.51%	15.28%	9.92%	13.89%	21.05%	8.79%	7.06%	4.19%	7.89%	4.07%	11.92%	11.54%	7.66%	9.72%	26.04%	14.17%	7.69%	6.85%	7.50%	7.93%	11.76%	17.19%	9.30%	10.39%	12.56%	10.24%	4.55%	10.14%	9.76%	8.60%	11.27%	8.70%	14.00%	5.88%	2.50%	11.53%	3.95%	9.63%	14.66%	7.44%	11.76%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1483	21	14	99	103	94	12	76	43	75	27	8	37	17	16	5	29	19	9	47	12	21	37	7	13	7	23	12	49	3	26	63	20	17	18	30	15	47	55	7	11	6	56	10	36	34	54	43					
		17.12%	12.43%	21.54%	17.13%	19.11%	18.54%	17.91%	20.82%	29.86%	20.66%	12.50%	21.05%	12.05%	20.00%	8.38%	13.16%	16.86%	12.58%	11.54%	20.00%	16.67%	21.88%	14.98%	10.77%	8.90%	17.50%	14.02%	17.65%	15.31%	6.98%	33.77%	16.15%	15.75%	25.76%	12.16%	24.39%	16.13%	22.07%	18.39%	14.00%	10.78%	15.00%	16.14%	13.16%	16.51%	17.80%	22.31%	14.88%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	87	0	0	10	7	3	1	2	3	1	3	0	4	1	1	0	0	3	0	3	2	0	1	1	2	0	2	0	1	1	0	3	3	1	1	3	0	0	5	0	1	1	7	0	1	3	2	4					
		1.00%	0.00%	0.00%	1.73%	1.30%	0.59%	1.49%	0.55%	2.08%	0.28%	1.39%	0.00%	1.30%	1.18%	0.52%	0.00%	0.00%	1.99%	0.00%	1.28%	2.78%	0.00%	0.40%	1.54%	1.37%	0.00%	1.22%	0.00%	0.31%	2.33%	0.00%	0.77%	2.36%	1.52%	0.68%	2.44%	0.00%	0.00%	1.67%	0.00%	0.98%	2.50%	2.02%	0.00%	0.46%	1.57%	0.83%	1.38%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1710	37	13	112	110	97	7	73	25	61	33	7	48	19	23	3	39	20	24	56	15	15	47	7	40	13	52	9	57	4	11	69	34	9	29	15	27	32	37	14	23	8	93	10	33	32	63	105					
		19.75%	21.89%	20.00%	19.38%	20.41%	19.13%	10.45%	20.00%	17.36%	16.80%	15.28%	18.42%	15.64%	22.35%	12.04%	7.89%	22.67%	13.25%	30.77%	23.83%	20.83%	15.63%	19.03%	10.77%	27.40%	32.50%	31.71%	13.24%	17.81%	9.30%	14.29%	17.69%	26.77%	13.64%	19.59%	12.20%	29.03%	15.02%	12.37%	28.00%	22.55%	20.00%	26.80%	13.16%	15.14%	16.75%	26.03%	36.33%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	110	4	1	9	6	5	0	7	1	5	11	1	4	1	1	1	0	2	0	3	3	0	2	0	2	1	3	0	5	2	0	1	1	1	1	0	0	4	4	0	0	0	7	1	3	1	2	4					
		1.27%	2.37%	1.54%	1.56%	1.11%	0.99%	0.00%	1.92%	0.69%	1.38%	5.09%	2.63%	1.30%	1.18%	0.52%	2.63%	0.00%	1.32%	0.00%	1.28%	4.17%	0.00%	0.81%	0.00%	1.37%	2.50%	1.83%	0.00%	1.56%	4.65%	0.00%	0.26%	0.79%	1.52%	0.68%	0.00%	0.00%	1.88%	1.34%	0.00%	0.00%	0.00%	2.02%	1.32%	1.38%	0.52%	0.83%	1.38%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4136	94	33	240	221	240	37	151	47	181	110	13	181	40	138	26	95	85	36	104	32	35	119	44	73	15	69	39	147	28	31	199	56	35	80	59	42	106	165	19	61	24	139	51	121	86	93	96					
		47.76%	55.62%	50.77%	41.52%	41.00%	47.34%	55.22%	41.37%	32.64%	49.86%	50.93%	34.21%	58.96%	47.06%	72.25%	68.42%	55.23%	56.29%	46.15%	44.26%	44.44%	36.46%	48.18%	67.69%	50.00%	37.50%	42.07%	57.35%	45.94%	65.12%	40.26%	51.03%	44.09%	53.03%	54.05%	47.97%	45.16%	49.77%	55.18%	38.00%	59.80%	60.00%	40.06%	67.11%	55.50%	45.03%	38.43%	33.22%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	1	0	2	0	2	0	2	0	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	2	0	0	0	1	1	0	5	1	0	0	2	0	0	1	1	1					
		0.37%	0.59%	0.00%	0.35%	0.00%	0.39%	0.00%	0.55%	0.00%	0.55%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	2.50%	0.61%	0.00%	0.31%	2.33%	0.00%	0.51%	0.00%	0.00%	0.00%	0.81%	1.08%	0.00%	1.67%	2.00%	0.00%	0.00%	0.58%	0.00%	0.00%	0.52%	0.41%	0.35%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
