Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Селтинская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816					
1	"Число избирателей, внесенных в списки"	10018	239	726	556	794	350	256	600	409	360	2380	2279	208	177	84	402	198					
2	"Число бюллетеней, полученных участковыми комиссиями"	9630	290	700	550	750	300	250	600	400	350	2200	2200	200	170	80	400	190					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6192	185	413	299	424	243	191	406	289	213	1478	1336	106	117	50	344	98					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	688	54	93	113	73	38	11	30	30	64	30	43	15	8	12	28	46					
6	Число погашенных бюллетеней	2750	51	194	138	253	19	48	164	81	73	692	821	79	45	18	28	46					
7	Число бюллетеней в переносных ящиках для голосования	688	54	93	113	73	38	11	30	30	64	30	43	15	8	12	28	46					
8	Число бюллетеней в стационарных ящиках для голосования	6186	185	413	299	424	243	191	406	289	213	1478	1330	106	117	50	344	98					
9	Число недействительных бюллетеней	121	1	4	8	12	6	3	4	9	4	27	21	3	5	1	8	5					
10	Число действительных бюллетеней	6753	238	502	404	485	275	199	432	310	273	1481	1352	118	120	61	364	139					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	143	12	10	8	5	12	10	12	8	8	15	14	0	0	5	19	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	119	12	10	8	2	10	10	12	8	8	13	7	0	0	0	19	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	41	1	0	1	5	4	1	1	5	1	9	6	0	0	3	3	1					
14	Число погашенных открепительных удостоверений	24	0	0	0	3	2	0	0	0	0	2	7	0	0	5	0	5					
15	Число открепительных удостоверений выданных ТИК	7	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																							
18	"1. ""ЕДИНЕНИЕ"""	143	3	7	9	9	4	1	13	9	10	25	28	2	8	1	12	2					
		2.08%	1.25%	1.38%	2.18%	1.81%	1.42%	0.49%	2.98%	2.82%	3.61%	1.65%	2.03%	1.65%	6.4%	1.61%	3.22%	1.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	104	1	7	4	4	3	3	2	2	5	37	23	1	3	1	7	1					
		1.51%	0.41%	1.38%	0.97%	0.80%	1.06%	1.48%	0.45%	0.62%	1.80%	2.45%	1.67%	0.82%	2.4%	1.61%	1.88%	0.69%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	63	5	2	5	9	3	2	2	1	0	18	11	1	1	2	1	0					
		0.91%	2.09%	0.39%	1.21%	1.81%	1.06%	0.99%	0.45%	0.31%	0.0%	1.19%	0.80%	0.82%	0.8%	3.22%	0.26%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	46	3	1	2	0	2	0	5	2	2	14	11	1	0	2	1	0					
		0.66%	1.25%	0.19%	0.48%	0.0%	0.71%	0.0%	1.14%	0.62%	0.72%	0.92%	0.80%	0.82%	0.0%	3.22%	0.26%	0.0%					
22	"5. ""За Русь Святую"""	23	5	1	3	0	0	1	3	2	1	0	2	3	1	0	0	1					
		0.33%	2.09%	0.19%	0.72%	0.0%	0.0%	0.49%	0.68%	0.62%	0.36%	0.0%	0.14%	2.47%	0.8%	0.0%	0.0%	0.69%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	0	0	4	0	0	0	0	1	2	3	2	0	4	1	0	0					
		0.24%	0.0%	0.0%	0.97%	0.0%	0.0%	0.0%	0.0%	0.31%	0.72%	0.19%	0.14%	0.0%	3.2%	1.61%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	0	1	0	1	0	0	0	0	1	6	4	0	0	1	0	0					
		0.20%	0.0%	0.19%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.36%	0.39%	0.29%	0.0%	0.0%	1.61%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	10	0	1	2	1	1	0	0	0	0	1	3	0	0	1	0	0					
		0.14%	0.0%	0.19%	0.48%	0.20%	0.35%	0.0%	0.0%	0.0%	0.0%	0.06%	0.21%	0.0%	0.0%	1.61%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	7	0	0	0	0	0	0	0	1	0	1	2	0	2	0	1	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.06%	0.14%	0.0%	1.6%	0.0%	0.26%	0.0%					
27	"10. ""Аграрная партия России"""	669	44	45	70	67	23	8	43	29	38	105	116	28	5	7	14	27					
		9.73%	18.41%	8.89%	16.99%	13.48%	8.18%	3.96%	9.86%	9.09%	13.71%	6.96%	8.44%	23.14%	4.0%	11.29%	3.76%	18.75%					
28	"11. ""Истинные патриоты России"""	7	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0					
		0.10%	0.41%	0.19%	0.0%	0.0%	0.35%	0.0%	0.22%	0.0%	0.36%	0.0%	0.07%	0.0%	0.8%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	37	1	1	2	1	3	2	2	1	1	12	9	0	2	0	0	0					
		0.53%	0.41%	0.19%	0.48%	0.20%	1.06%	0.99%	0.45%	0.31%	0.36%	0.79%	0.65%	0.0%	1.6%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	10	1	3	1	2	1	0	0	0	0	0	2	0	0	0	0	0					
