Выборы Президента Российской Федерации																																																													
Дата голосования: 02.03.2008																																																													
																																																													
Наименование Избирательной комиссии:    Караидельская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
	Число участковых избирательных комиссий	54																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	54																																																											
																																																													
		Сумма	УИК №2275	УИК №2276	УИК №2277	УИК №2278	УИК №2279	УИК №2280	УИК №2281	УИК №2282	УИК №2283	УИК №2284	УИК №2285	УИК №2286	УИК №2287	УИК №2288	УИК №2289	УИК №2290	УИК №2291	УИК №2292	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328					
1	"Число избирателей, включенных в списки избирателей"	19037	300	199	272	361	204	1046	738	122	184	429	286	2220	1279	469	155	555	437	404	54	84	335	141	270	161	122	1133	116	500	235	394	211	405	467	366	138	89	119	349	107	203	427	385	268	332	440	167	165	79	71	75	226	100	278	365					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20090	300	200	280	390	220	1050	810	130	230	440	300	2370	1290	480	160	570	460	410	60	85	370	150	280	170	130	1200	120	500	245	410	220	420	500	390	150	110	130	390	115	215	440	390	280	350	470	170	170	80	170	90	230	110	300	390					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	17980	286	199	270	322	201	1010	630	120	161	428	271	2023	1275	441	146	552	432	347	54	84	335	131	270	161	122	1093	111	487	208	374	191	363	410	361	131	85	113	293	97	177	426	368	266	310	392	158	163	78	71	69	219	100	269	326					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	890	12	0	0	38	3	20	96	0	21	0	15	163	4	22	9	0	0	53	0	0	0	10	0	0	0	18	4	13	24	20	20	37	48	5	7	3	4	56	10	26	0	0	0	19	40	9	2	0	0	6	7	0	7	39					
6	Число погашенных избирательных бюллетеней	1220	2	1	10	30	16	20	84	10	48	12	14	184	11	17	5	18	28	10	6	1	35	9	10	9	8	89	5	0	13	16	9	20	42	24	12	22	13	41	8	12	14	22	14	21	38	3	5	2	99	15	4	10	24	25					
7	Число избирательных бюллетеней в переносных ящиках для голосования	890	12	0	0	38	3	20	96	0	21	0	15	163	4	22	9	0	0	53	0	0	0	10	0	0	0	18	4	13	24	20	20	37	48	5	7	3	4	56	10	26	0	0	0	19	40	9	2	0	0	6	7	0	7	39					
8	Число бюллетеней в стационарных ящиках для голосования	17980	286	199	270	322	201	1010	630	120	161	428	271	2023	1275	441	146	552	432	347	54	84	335	131	270	161	122	1093	111	487	208	374	191	363	410	361	131	85	113	293	97	177	426	368	266	310	392	158	163	78	71	69	219	100	269	326					
9	Число недействительных избирательных бюллетеней	56	1	0	0	2	0	1	2	0	0	1	25	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	18814	297	199	270	358	204	1029	724	120	182	427	261	2184	1279	462	155	552	430	400	54	84	335	141	270	161	122	1111	115	500	232	394	197	398	458	364	138	87	117	349	107	203	426	368	266	329	432	167	165	78	71	75	226	100	276	365					
11	Число полученных открепительных  удостоверений	972	8	8	8	28	17	28	75	2	40	5	10	102	45	20	15	15	10	10	0	5	43	18	3	3	2	50	8	5	5	1	8	8	50	20	15	13	8	40	7	15	8	8	8	5	50	5	8	5	5	10	5	5	39	38					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	972	8	8	8	28	17	28	75	2	40	5	10	102	45	20	15	15	10	10	0	5	43	18	3	3	2	50	8	5	5	1	8	8	50	20	15	13	8	40	7	15	8	8	8	5	50	5	8	5	5	10	5	5	39	38					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	175	0	1	1	5	0	2	12	0	5	1	1	35	24	4	1	6	0	1	1	11	3	0	0	0	0	4	0	0	2	1	2	5	4	2	1	1	1	11	4	1	4	0	2	1	1	2	4	1	1	0	2	0	3	1					
