Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Сосновская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2498	УИК №2499					
1	"Число избирателей, внесенных в списки избирателей"	16317	1020	675	1223	1282	921	976	697	355	697	347	79	797	265	187	122	351	1043	202	169	451	199	339	134	337	175	320	169	328	118	414	88	629	229	318	112	399	150					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14500	950	600	950	950	750	850	600	300	600	300	80	750	250	200	120	300	950	200	170	400	200	300	135	310	170	300	175	310	115	400	90	600	220	300	115	350	140					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10303	644	466	798	765	554	545	412	216	443	231	44	544	202	159	78	215	689	154	54	257	150	270	69	206	98	229	116	241	79	261	49	337	114	211	44	243	116					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1846	36	47	13	140	66	45	100	50	145	66	23	73	30	18	25	67	106	6	62	50	10	24	50	25	18	41	18	24	13	66	20	88	90	49	41	95	6					
6	Число погашенных избирательных бюллетеней	2351	270	87	139	45	130	260	88	34	12	3	13	133	18	23	17	18	155	40	54	93	40	6	16	79	54	30	41	45	23	73	21	175	16	40	30	12	18					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1846	36	47	13	140	66	45	100	50	145	66	23	73	30	18	25	67	106	6	62	50	10	24	50	25	18	41	18	24	13	66	20	88	90	49	41	95	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10302	644	466	798	765	554	545	412	216	443	230	44	544	202	159	78	215	689	154	54	257	150	270	69	206	98	229	116	241	79	261	49	337	114	211	44	243	116					
9	Число недействительных избирательных бюллетеней	69	4	3	2	7	3	3	1	0	11	4	0	4	0	0	0	1	3	1	1	3	2	0	1	0	0	3	1	1	2	3	0	1	1	1	0	1	1					
10	Число действительных избирательных бюллетеней	12079	676	510	809	898	617	587	511	266	577	292	67	613	232	177	103	281	792	159	115	304	158	294	118	231	116	267	133	264	90	324	69	424	203	259	85	337	121					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	450	15	15	15	15	15	15	15	15	15	10	10	15	10	10	10	10	15	10	10	10	10	10	10	10	10	10	10	10	10	15	10	15	15	15	10	15	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	137	10	5	6	13	4	4	12	9	8	2	0	2	0	0	0	0	13	0	3	4	2	0	0	1	0	6	0	0	0	11	0	1	1	3	2	15	0					
