Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Сосновская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245	УИК №2246	УИК №2247	УИК №2248	УИК №2249	УИК №2250	УИК №2251	УИК №2252	УИК №2253	УИК №2254	УИК №2255	УИК №2256	УИК №2257	УИК №2258	УИК №2259	УИК №2260	УИК №2261	УИК №2262	УИК №2263	УИК №2498					
1	"Число избирателей, внесенных в список избирателей"	15895	752	816	1602	740	850	603	765	448	641	366	767	429	232	176	111	322	490	179	154	443	186	340	120	319	153	283	282	308	228	377	341	630	214	396	452	380					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15700	750	800	1600	700	850	600	750	400	650	350	700	400	220	180	110	330	510	180	150	450	180	340	120	320	150	290	280	310	230	370	340	630	210	400	450	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8336	379	454	795	367	342	309	335	189	288	178	398	278	146	113	57	186	363	139	27	222	155	248	52	195	117	211	156	191	85	190	177	300	62	181	254	197					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2323	46	128	46	127	75	36	163	59	96	120	55	28	51	33	30	40	63	5	69	50	7	14	46	34	31	52	49	45	68	83	67	114	75	96	116	106					
6	Число погашенных избирательных бюллетеней	5041	325	218	759	206	433	255	252	152	266	52	247	94	23	34	23	104	84	36	54	178	18	78	22	91	2	27	75	74	77	97	96	216	73	123	80	97					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2323	46	128	46	127	75	36	163	59	96	120	55	28	51	33	30	40	63	5	69	50	7	14	46	34	31	52	49	45	68	83	67	114	75	96	116	106					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8335	378	454	795	367	342	309	335	189	288	178	398	278	146	113	57	186	363	139	27	222	155	248	52	195	117	211	156	191	85	190	177	300	62	181	254	197					
9	Число недействительных избирательных бюллетеней	90	1	4	12	5	3	2	3	1	6	6	1	2	0	0	2	0	0	0	0	5	1	4	1	6	0	2	0	5	1	0	4	5	1	2	4	1					
10	Число действительных избирательных бюллетеней	10568	423	578	829	489	414	343	495	247	378	292	452	304	197	146	85	226	426	144	96	267	161	258	97	223	148	261	205	231	152	273	240	409	136	275	366	302					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	480	15	15	30	15	15	15	15	15	15	10	15	15	10	10	10	10	25	10	10	10	10	10	10	10	10	10	10	10	10	15	10	15	15	15	20	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	200	13	10	30	1	13	12	6	4	12	1	8	0	0	1	1	4	25	2	2	1	1	3	0	8	2	8	1	0	0	0	6	2	0	2	20	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	128	11	7	8	7	1	3	3	5	6	6	8	0	1	1	0	4	0	1	5	3	3	4	5	4	1	5	2	2	2	4	5	3	3	2	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	280	2	5	0	14	2	3	9	11	3	9	7	15	10	9	9	6	0	8	8	9	9	7	10	2	8	2	9	10	10	15	4	13	15	13	0	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1051	39	53	118	65	62	41	52	42	41	19	66	32	16	15	9	28	32	3	4	29	21	19	7	25	9	9	25	17	4	28	18	38	12	26	16	11					
		9.86%	9.20%	9.11%	14.03%	13.16%	14.87%	11.88%	10.44%	16.94%	10.68%	6.38%	14.57%	10.46%	8.12%	10.27%	10.34%	12.39%	7.51%	2.08%	4.17%	10.66%	12.96%	7.25%	7.14%	10.92%	6.08%	3.42%	12.20%	7.20%	2.61%	10.26%	7.38%	9.18%	8.76%	9.39%	4.32%	3.63%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1210	66	68	134	47	57	38	55	37	37	25	82	30	6	9	8	20	37	17	7	38	19	27	5	24	15	21	24	18	21	28	21	39	12	38	42	38					
		11.35%	15.57%	11.68%	15.93%	9.51%	13.67%	11.01%	11.04%	14.92%	9.64%	8.39%	18.10%	9.80%	3.05%	6.16%	9.20%	8.85%	8.69%	11.81%	7.29%	13.97%	11.73%	10.31%	5.10%	10.48%	10.14%	7.98%	11.71%	7.63%	13.73%	10.26%	8.61%	9.42%	8.76%	13.72%	11.35%	12.54%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	1	3	8	5	3	3	5	1	1	1	4	0	1	2	0	1	2	0	0	1	2	4	1	2	3	1	2	0	0	2	1	2	0	1	0	0					
		0.59%	0.24%	0.52%	0.95%	1.01%	0.72%	0.87%	1.00%	0.40%	0.26%	0.34%	0.88%	0.00%	0.51%	1.37%	0.00%	0.44%	0.47%	0.00%	0.00%	0.37%	1.23%	1.53%	1.02%	0.87%	2.03%	0.38%	0.98%	0.00%	0.00%	0.73%	0.41%	0.48%	0.00%	0.36%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2123	96	127	235	90	84	80	103	54	81	35	102	57	26	37	5	65	77	23	23	53	29	63	12	65	12	43	46	27	14	62	50	56	23	59	64	45					
		19.92%	22.64%	21.82%	27.94%	18.22%	20.14%	23.19%	20.68%	21.77%	21.09%	11.74%	22.52%	18.63%	13.20%	25.34%	5.75%	28.76%	18.08%	15.97%	23.96%	19.49%	17.90%	24.05%	12.24%	28.38%	8.11%	16.35%	22.44%	11.44%	9.15%	22.71%	20.49%	13.53%	16.79%	21.30%	17.30%	14.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	1	10	11	3	7	2	3	1	2	1	5	2	1	0	1	1	1	2	2	1	0	1	1	0	0	1	1	3	2	1	0	3	0	3	2	1					
		0.71%	0.24%	1.72%	1.31%	0.61%	1.68%	0.58%	0.60%	0.40%	0.52%	0.34%	1.10%	0.65%	0.51%	0.00%	1.15%	0.44%	0.23%	1.39%	2.08%	0.37%	0.00%	0.38%	1.02%	0.00%	0.00%	0.38%	0.49%	1.27%	1.31%	0.37%	0.00%	0.72%	0.00%	1.08%	0.54%	0.33%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5998	219	314	320	277	200	175	274	110	216	209	190	179	147	81	59	110	277	99	60	144	90	141	71	105	107	186	106	166	111	152	149	271	89	146	241	207					
