Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Омутинская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523					
1	"Число избирателей, внесенных в список избирателей"	15414	766	855	844	942	245	193	425	546	1010	531	977	1066	713	961	637	477	919	455	559	510	320	161	217	681	404					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15536	796	870	846	960	247	197	426	572	1004	547	933	1011	750	1020	658	451	908	457	576	516	313	163	214	695	406					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	213	93	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12184	545	700	571	768	179	163	340	455	793	441	785	931	469	831	556	316	684	310	496	459	307	61	195	508	321					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1232	55	67	189	78	51	15	29	62	66	25	36	80	40	38	19	21	152	42	18	14	5	18	5	80	27					
6	Число погашенных избирательных бюллетеней	1907	103	103	86	114	17	19	12	55	145	81	112	0	241	151	83	114	72	105	62	43	1	9	14	107	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1445	148	67	189	78	51	15	74	62	66	25	36	80	40	38	19	21	152	42	18	14	5	93	5	80	27					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12184	545	700	571	768	179	163	340	455	793	441	785	931	469	831	556	316	684	310	496	459	307	61	195	508	321					
9	Число недействительных избирательных бюллетеней	42	0	0	1	0	0	0	0	3	5	5	0	0	1	0	0	7	8	5	0	5	0	0	0	0	2					
10	Число действительных избирательных бюллетеней	13587	693	767	759	846	230	178	414	514	854	461	821	1011	508	869	575	330	828	347	514	468	312	154	200	588	346					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	316	15	15	15	15	10	10	10	15	21	10	20	20	10	20	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	174	8	12	11	14	1	1	3	14	20	7	19	14	7	13	6	4	3	0	4	5	4	0	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	93	3	4	9	3	1	2	0	2	7	5	8	4	9	6	0	10	4	4	2	3	0	1	1	3	2					
14	Число погашенных неиспользованных открепительных удостоверений	142	7	3	4	1	9	9	7	1	1	3	1	6	3	7	4	6	7	10	6	5	6	10	10	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	285	5	9	18	3	6	3	13	13	5	3	25	3	45	13	14	23	6	32	10	6	1	2	2	11	14					
