Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Тверской район 																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033					
1	"Число избирателей, внесенных в списки"	53902	2248	2544	1249	2306	2730	2377	1277	1946	1984	2155	1300	1915	1565	2558	1721	2015	1865	2011	2579	2736	1270	2128	1905	1576	2665	805	1260	119	232	174	73	158	456					
2	"Число бюллетеней, полученных участковыми комиссиями"	51423	2100	2200	1150	2100	2400	2200	1100	1800	1800	2000	1200	1700	1400	2300	1600	1900	1700	1800	2250	2500	1950	1950	1700	2300	2300	1002	1321	250	260	300	80	210	600					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	33234	1875	1376	708	1247	1427	1262	731	1135	1077	1075	687	970	875	1528	985	1144	1103	1253	1489	1656	1222	1215	1124	1528	1502	782	1242	109	227	122	73	59	426					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	944	40	48	22	57	36	43	15	31	36	25	36	15	30	60	20	51	46	38	22	31	48	36	39	48	32	0	0	0	0	0	0	39	0					
6	Число погашенных бюллетеней	17233	185	776	420	796	937	895	354	634	687	900	477	715	495	712	595	705	551	509	739	813	680	699	537	712	766	220	79	141	33	178	7	112	174					
7	Число бюллетеней в переносных ящиках для голосования	944	40	48	22	57	36	43	15	31	36	25	36	15	30	60	20	51	46	38	22	31	48	36	39	48	32	0	0	0	0	0	0	39	0					
8	Число бюллетеней в стационарных ящиках для голосования	33119	1875	1375	705	1243	1424	1245	716	1134	1075	1075	687	970	875	1525	942	1141	1103	1253	1485	1654	1222	1211	1124	1521	1502	781	1240	109	227	122	73	59	426					
9	Число недействительных бюллетеней	260	13	6	2	9	5	7	7	6	17	7	3	9	4	6	6	6	7	6	4	13	5	10	4	12	7	28	34	6	0	0	0	3	8					
10	Число действительных бюллетеней	33803	1902	1417	725	1291	1455	1281	724	1159	1094	1093	720	976	901	1579	956	1186	1142	1285	1503	1672	1265	1237	1159	1557	1527	753	1206	103	227	122	73	95	418					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1250	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	609	14	32	11	14	28	35	10	29	20	18	12	23	9	33	18	42	15	25	34	33	24	37	30	33	30	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1345	375	0	39	109	56	28	43	33	23	87	33	46	25	24	36	34	13	33	36	32	36	41	26	19	22	0	0	28	2	12	26	7	21					
14	Число погашенных открепительных удостоверений	641	36	18	39	36	22	15	40	21	30	32	38	27	41	17	32	8	35	25	16	17	26	13	20	17	20	0	0	0	0	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	21	0	1	0	1	0	5	0	0	1	0	0	0	0	2	1	0	1	2	3	1	0	0	1	2	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	221	27	10	1	9	8	6	2	5	6	5	4	10	2	5	3	10	4	4	8	10	6	7	11	11	11	10	17	3	2	1	0	0	3					
		0.64%	1.40%	0.70%	0.13%	0.69%	0.54%	0.46%	0.27%	0.42%	0.54%	0.45%	0.55%	1.01%	0.22%	0.31%	0.31%	0.83%	0.34%	0.30%	0.53%	0.59%	0.47%	0.56%	0.94%	0.70%	0.71%	1.28%	1.37%	2.75%	0.88%	0.81%	0.0%	0.0%	0.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	4463	183	285	102	201	274	210	141	162	126	190	130	160	173	226	139	116	139	138	203	187	139	101	183	208	181	64	46	8	9	8	9	5	17					
		13.10%	9.55%	20.02%	14.03%	15.46%	18.76%	16.30%	19.28%	13.90%	11.34%	17.27%	17.98%	16.24%	19.11%	14.25%	14.44%	9.73%	12.09%	10.68%	13.47%	11.09%	10.94%	8.09%	15.73%	13.25%	11.79%	8.19%	3.70%	7.33%	3.96%	6.55%	12.32%	5.10%	3.99%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	603	20	36	5	18	19	21	16	11	29	19	8	16	16	29	19	32	22	15	26	39	30	28	17	43	28	9	12	0	5	1	1	1	12					
		1.77%	1.04%	2.52%	0.68%	1.38%	1.30%	1.63%	2.18%	0.94%	2.61%	1.72%	1.10%	1.62%	1.76%	1.82%	1.97%	2.68%	1.91%	1.16%	1.72%	2.31%	2.36%	2.24%	1.46%	2.74%	1.82%	1.15%	0.96%	0.0%	2.20%	0.81%	1.36%	1.02%	2.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	4732	137	267	114	235	247	217	122	154	185	183	131	169	180	254	158	170	147	131	189	228	177	166	175	261	185	40	42	4	15	8	4	8	29					
