Выборы Президента Российской Федерации																																												
Дата голосования: 04.03.2012																																												
																																												
Наименование Избирательной комиссии:    Белоярская																																												
																																												
Сводная таблица итогов голосования																																												
																																												
	Число участковых избирательных комиссий	33																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	33																																										
																																												
		Сумма	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №241	УИК №242	УИК №243									
1	Число избирателей, включенных в список избирателей	28178	2162	1817	1018	1440	1714	657	637	314	276	106	1169	331	568	1922	553	341	342	285	193	1080	1440	1353	697	153	233	1014	527	1085	292	736	1882	282	1559									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	27100	2050	1750	1000	1300	1650	600	600	300	250	100	1200	350	550	1750	500	300	300	250	200	1050	1550	1300	700	150	200	1000	500	1050	250	700	1850	250	1550									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	14845	1309	926	423	655	959	295	299	133	131	47	619	163	323	1138	281	147	170	141	80	531	837	626	316	61	94	626	262	475	148	423	1058	168	981									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1254	138	50	24	62	41	44	30	97	30	7	60	37	21	40	22	21	9	19	22	42	11	51	40	20	8	33	7	84	47	37	64	6	30									
6	Число погашенных избирательных бюллетеней	11001	603	774	553	583	650	261	271	70	89	46	521	150	206	572	197	132	121	90	98	477	702	623	344	69	98	341	231	491	55	240	728	76	539									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1254	138	50	24	62	41	44	30	97	30	7	60	37	21	40	22	21	9	19	22	42	11	51	40	20	8	33	7	84	47	37	64	6	30									
8	Число бюллетеней в стационарных ящиках для голосования	14845	1309	926	423	655	959	295	299	133	131	47	619	163	323	1138	281	147	170	141	80	531	837	626	316	61	94	626	262	475	148	423	1058	168	981									
9	Число недействительных избирательных бюллетеней	194	27	8	6	10	1	2	4	0	1	1	5	0	4	13	5	3	2	1	1	6	17	4	4	4	0	8	5	8	3	7	21	1	12									
10	Число действительных избирательных бюллетеней	15905	1420	968	441	707	999	337	325	230	160	53	674	200	340	1165	298	165	177	159	101	567	831	673	352	77	102	651	264	551	192	453	1101	173	999									
11	Число полученных открепительных  удостоверений	341	26	14	12	15	10	5	5	2	10	7	15	10	10	23	5	5	2	1	5	20	14	13	15	5	1	15	5	15	5	10	25	5	11									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	305	25	14	11	14	10	5	5	1	8	6	15	8	9	19	5	5	2	1	0	20	13	8	15	1	0	15	5	14	3	9	25	3	11									
13	Число избирателей, проголосовавших по открепительным удостоверениям	376	13	28	4	11	9	18	4	4	9	0	9	7	9	26	5	7	10	11	2	10	38	21	10	13	5	9	2	13	4	31	20	6	8									
14	Число неиспользованных открепительных удостоверений	36	1	0	1	1	0	0	0	1	2	1	0	2	1	4	0	0	0	0	5	0	1	5	0	4	1	0	0	1	2	1	0	2	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	9	2	1	0	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
