Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																															
Дата голосования: 07.12.2003 0:00:00																																															
																																															
Наименование Избирательной комиссии:    Лесозаводская городская																																															
																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																															
																																															
		Сумма	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557					
1	"Число избирателей, внесенных в списки"	40033	952	934	1718	988	1182	1337	2027	2023	1634	1905	1713	1622	1911	1307	1027	736	1859	190	1688	1154	757	2303	1828	667	203	120	501	121	239	131	1047	383	528	300	596	793	620	217	464	308					
2	"Число бюллетеней, полученных участковыми комиссиями"	37259	880	870	1570	910	1090	1235	1850	1880	1550	1790	1600	1520	1790	1170	960	670	1700	192	1570	1060	690	2170	1710	620	196	122	480	123	220	130	1010	360	495	260	560	740	586	210	430	290					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	297	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	28	26	0	0	28	0	0	66	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	18161	367	315	595	352	451	521	797	940	777	894	823	752	824	415	382	251	1165	66	731	486	229	986	774	307	139	97	403	94	205	88	592	191	287	218	299	458	271	141	307	171					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1100	36	42	77	19	23	15	61	62	26	11	23	19	22	54	43	21	2	17	47	19	72	36	47	54	13	9	0	14	0	0	46	23	16	29	40	15	14	3	10	20					
6	Число погашенных бюллетеней	17701	477	513	898	539	616	649	992	878	747	885	754	749	944	701	535	398	533	109	792	555	389	1148	889	259	44	16	77	15	15	42	273	118	166	13	221	239	301	66	47	99					
7	Число бюллетеней в переносных ящиках для голосования	1396	36	42	77	19	23	65	61	62	26	11	23	19	22	54	43	21	2	17	47	19	72	36	47	54	13	9	0	14	0	0	144	51	42	29	40	43	14	3	76	20					
8	Число бюллетеней в стационарных ящиках для голосования	18152	367	315	595	352	450	521	795	940	777	894	822	752	824	415	382	250	1162	66	731	486	228	986	774	307	139	97	403	94	205	88	592	191	287	218	299	458	271	141	307	171					
9	Число недействительных бюллетеней	208	4	3	7	6	6	8	8	12	8	4	4	6	4	6	5	4	12	0	5	8	1	16	13	4	0	0	5	0	2	0	15	4	5	11	0	0	4	2	1	5					
10	Число действительных бюллетеней	19340	399	354	665	365	467	578	848	990	795	901	841	765	842	463	420	267	1152	83	773	497	299	1006	808	357	152	106	398	108	203	88	721	238	324	236	339	501	281	142	382	186					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	600	11	15	22	15	20	20	30	30	20	28	25	25	10	15	10	8	42	4	25	15	10	40	35	13	4	3	10	3	5	3	15	8	10	6	10	10	8	4	9	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	132	1	4	1	3	0	8	10	3	10	7	4	6	7	2	0	1	31	0	2	1	0	2	5	0	2	0	0	0	2	0	5	0	1	1	0	0	8	0	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	3	4	0	2	1	2	2	2	2	2	6	6	1	1	2	3	2	0	2	2	2	2	1	1	1	0	1	0	3	1	2	4	4	0	4	0	4	1	1	0					
