Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																															
Дата голосования: 07.12.2003 0:00:00																															
																															
Наименование Избирательной комиссии:    Подосиновская																															
																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																															
																															
		Сумма	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992					
1	"Число избирателей, внесенных в списки"	16507	189	531	361	488	382	1472	1721	1122	1003	2620	2600	431	288	325	414	423	90	65	327	88	429	381	501	256					
2	"Число бюллетеней, полученных участковыми комиссиями"	17600	201	600	400	493	400	1700	1812	1400	1200	2499	2498	500	300	350	450	450	99	101	400	100	450	400	507	290					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8397	95	250	163	301	163	804	951	574	525	1166	1411	201	128	114	211	247	55	40	192	57	193	177	244	135					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1415	29	87	87	43	61	132	80	70	54	63	79	84	87	104	73	91	18	19	40	14	22	22	24	32					
6	Число погашенных бюллетеней	7788	77	263	150	149	176	764	781	756	621	1270	1008	215	85	132	166	112	26	42	168	29	235	201	239	123					
7	Число бюллетеней в переносных ящиках для голосования	1415	29	87	87	43	61	132	80	70	54	63	79	84	87	104	73	91	18	19	40	14	22	22	24	32					
8	Число бюллетеней в стационарных ящиках для голосования	8397	95	250	163	301	163	804	951	574	525	1166	1411	201	128	114	211	247	55	40	192	57	193	177	244	135					
9	Число недействительных бюллетеней	154	2	1	7	1	9	12	8	9	15	27	29	3	3	3	4	3	0	0	0	0	3	5	4	6					
10	Число действительных бюллетеней	9658	122	336	243	343	215	924	1023	635	564	1202	1461	282	212	215	280	335	73	59	232	71	212	194	264	161					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	229	5	10	5	10	5	10	25	10	10	24	25	10	5	5	5	5	5	5	5	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	74	1	1	1	5	0	10	7	0	6	16	15	2	2	1	2	0	3	0	0	0	0	1	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	0	3	1	3	2	6	4	0	3	2	4	0	0	3	0	0	0	0	1	0	0	0	0	3					
14	Число погашенных открепительных удостоверений	155	4	9	4	5	5	0	18	10	4	8	10	8	3	4	3	5	2	5	5	5	10	9	9	10					
15	Число открепительных удостоверений выданных ТИК	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
