Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																												
Дата голосования: 07.12.2003 0:00:00																																																												
																																																												
"Наименование Избирательной комиссии:    Новороссийск, Центральная"																																																												
																																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																												
																																																												
		Сумма	УИК №3701	УИК №3702	УИК №3703	УИК №3704	УИК №3705	УИК №3706	УИК №3707	УИК №3708	УИК №3709	УИК №3710	УИК №3711	УИК №3712	УИК №3713	УИК №3714	УИК №3715	УИК №3716	УИК №3717	УИК №3718	УИК №3719	УИК №3720	УИК №3721	УИК №3722	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727	УИК №3728	УИК №3729	УИК №3730	УИК №3731	УИК №3732	УИК №3733	УИК №3734	УИК №3735	УИК №3736	УИК №3737	УИК №3738	УИК №3739	УИК №3740	УИК №3741	УИК №3742	УИК №3743	УИК №3744	УИК №3745	УИК №3746	УИК №3747	УИК №3748	УИК №3749	УИК №3750	УИК №3797	УИК №3798	УИК №3799					
1	"Число избирателей, внесенных в списки"	97925	1898	1771	2668	1285	1602	1561	1523	1328	1507	2015	1344	1593	1679	2184	2135	2250	2476	2217	2115	2233	2290	2419	2080	1862	1783	1838	2294	1295	2072	1637	1687	2196	1818	2039	2842	2346	1963	2064	2228	1992	1787	1743	1777	1758	280	2692	2243	2144	1707	2821	534	104	206					
2	"Число бюллетеней, полученных участковыми комиссиями"	93770	2000	1700	2500	1200	1500	1500	1400	1200	1400	1900	1200	1500	1600	2100	2000	2100	2400	2100	2000	2200	2200	2300	2000	1800	1700	1800	2200	1200	2000	1500	1600	2100	1700	2000	2700	2300	1900	2000	2200	1900	1700	1700	1700	1900	270	2400	2100	2100	1700	2500	600	200	300					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	46734	1104	765	961	697	761	750	636	700	696	928	598	721	706	1172	1111	910	872	1067	974	1043	1118	1173	919	700	835	958	1050	673	1058	876	815	1014	856	1037	1301	1074	898	867	1122	981	811	924	662	1017	177	1428	1249	1052	648	1474	534	104	157					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	986	26	36	31	18	40	18	14	21	42	22	32	33	22	34	26	29	58	34	7	19	27	31	11	7	9	22	10	7	25	18	25	18	5	6	8	8	10	7	8	18	14	11	2	1	70	5	8	27	1	5	0	0	0					
6	Число погашенных бюллетеней	46050	870	899	1508	485	699	732	750	479	662	950	570	746	872	894	863	1161	1470	999	1019	1138	1055	1096	1070	1093	856	820	1140	520	917	606	760	1068	839	957	1391	1218	992	1126	1070	901	875	765	1036	882	23	967	843	1021	1051	1021	66	96	143					
7	Число бюллетеней в переносных ящиках для голосования	986	26	36	31	18	40	18	14	21	42	22	32	33	22	34	26	29	58	34	7	19	27	31	11	7	9	22	10	7	25	18	25	18	5	6	8	8	10	7	8	18	14	11	2	1	70	5	8	27	1	5	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	46716	1104	764	958	696	761	750	635	699	692	906	598	754	706	1171	1111	910	872	1067	974	1043	1118	1173	919	700	835	958	1044	673	1058	876	815	1014	856	1037	1293	1074	898	867	1122	981	811	924	662	1017	176	1428	1249	1050	648	1474	534	104	157					
9	Число недействительных бюллетеней	620	0	9	17	5	7	11	14	3	0	8	8	51	9	10	9	15	14	31	8	17	19	16	19	7	9	25	20	12	12	22	17	17	6	9	7	9	9	12	6	13	10	11	12	1	17	14	8	16	12	4	1	2	0					
10	Число действительных бюллетеней	47082	1130	791	972	709	794	757	635	717	734	920	622	736	719	1195	1128	924	916	1070	973	1045	1126	1188	911	700	835	955	1034	668	1071	872	823	1015	855	1034	1294	1073	899	862	1124	986	815	924	652	1017	229	1419	1249	1061	637	1475	533	102	157					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	970	195	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	0	65	15	15	15	20	0	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	476	109	4	7	4	7	5	2	9	5	11	9	10	7	13	4	14	3	5	8	8	8	6	4	4	3	5	1	4	9	9	6	8	5	12	15	13	3	7	2	7	4	6	2	9	0	50	8	5	4	13	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	515	6	7	5	7	8	1	2	13	6	6	75	0	2	4	11	5	2	3	3	4	2	4	0	5	3	2	2	2	3	0	4	7	1	2	5	1	5	2	1	4	1	1	3	4	1	8	6	2	0	5	114	104	41					
14	Число погашенных открепительных удостоверений	494	86	11	8	11	8	10	13	6	10	4	6	5	8	2	11	1	12	10	7	7	7	9	11	11	12	10	14	11	6	6	9	7	10	3	0	2	12	8	13	8	11	9	13	6	0	15	7	10	11	7	0	0	0					
15	Число открепительных удостоверений выданных ТИК	204	0	1	1	1	0	1	0	0	0	15	1	0	1	1	2	2	7	2	1	0	1	15	0	1	1	0	0	0	2	15	1	2	3	0	1	1	2	1	2	0	1	0	1	0	0	1	0	0	1	2	114	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																												
18	"1. ""ЕДИНЕНИЕ"""	417	16	10	14	6	8	5	9	9	4	1	7	4	8	11	7	11	8	11	9	4	9	9	11	10	4	7	6	5	10	10	8	10	5	6	8	8	7	9	13	9	6	3	5	10	2	11	7	8	9	19	4	1	6					
		0.87%	1.41%	1.25%	1.41%	0.84%	0.99%	0.65%	1.38%	1.25%	0.54%	0.10%	1.11%	0.50%	1.09%	0.91%	0.61%	1.17%	0.86%	0.99%	0.91%	0.37%	0.78%	0.74%	1.18%	1.41%	0.47%	0.71%	0.56%	0.73%	0.92%	1.11%	0.95%	0.96%	0.58%	0.57%	0.61%	0.73%	0.77%	1.02%	1.15%	0.90%	0.72%	0.32%	0.75%	0.98%	0.81%	0.76%	0.55%	0.74%	1.38%	1.28%	0.74%	0.96%	3.82%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1645	52	27	24	28	34	19	16	41	27	45	17	29	16	48	39	34	26	26	21	38	39	40	35	19	25	35	52	35	41	27	24	35	24	40	64	48	24	29	47	28	34	19	19	33	1	69	39	33	14	48	9	1	8					
		3.44%	4.60%	3.37%	2.42%	3.92%	4.24%	2.47%	2.46%	5.69%	3.67%	4.84%	2.69%	3.68%	2.19%	3.98%	3.43%	3.62%	2.79%	2.36%	2.14%	3.57%	3.40%	3.32%	3.76%	2.68%	2.96%	3.57%	4.93%	5.14%	3.78%	3.02%	2.85%	3.39%	2.78%	3.83%	4.91%	4.43%	2.64%	3.31%	4.15%	2.80%	4.12%	2.03%	2.86%	3.24%	0.40%	4.81%	3.10%	3.06%	2.15%	3.24%	1.68%	0.96%	5.09%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1172	23	28	28	9	19	15	13	21	23	26	8	23	15	19	28	31	19	23	30	31	33	42	29	20	19	31	22	25	31	25	25	36	24	27	24	21	28	24	20	19	19	19	13	10	1	31	46	22	9	28	2	4	11					
		2.45%	2.03%	3.5%	2.83%	1.26%	2.37%	1.95%	2.00%	2.91%	3.13%	2.80%	1.26%	2.92%	2.06%	1.57%	2.46%	3.30%	2.04%	2.08%	3.05%	2.91%	2.88%	3.48%	3.11%	2.82%	2.25%	3.16%	2.08%	3.67%	2.86%	2.79%	2.97%	3.48%	2.78%	2.58%	1.84%	1.94%	3.08%	2.74%	1.76%	1.90%	2.30%	2.03%	1.95%	0.98%	0.40%	2.16%	3.65%	2.04%	1.38%	1.89%	0.37%	3.84%	7.00%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2483	44	41	48	58	47	41	23	51	39	55	33	37	41	73	62	55	54	52	54	35	48	56	44	52	47	52	44	43	52	53	41	48	52	70	79	69	44	35	94	40	53	54	20	53	3	84	80	30	16	70	7	2	5					
		5.20%	3.89%	5.12%	4.85%	8.12%	5.86%	5.33%	3.54%	7.08%	5.31%	5.92%	5.23%	4.70%	5.63%	6.05%	5.45%	5.85%	5.80%	4.72%	5.50%	3.29%	4.19%	4.65%	4.73%	7.35%	5.56%	5.30%	4.17%	6.32%	4.80%	5.92%	4.88%	4.65%	6.03%	6.71%	6.07%	6.37%	4.84%	4.00%	8.31%	4.00%	6.42%	5.77%	3.01%	5.20%	1.21%	5.86%	6.36%	2.78%	2.46%	4.73%	1.31%	1.92%	3.18%					
22	"5. ""За Русь Святую"""	259	7	9	6	2	5	5	0	3	2	5	11	6	1	4	3	5	8	13	2	9	6	2	2	4	1	4	7	9	8	7	2	10	5	2	8	1	5	7	9	3	4	8	1	2	1	11	6	5	2	6	3	0	2					
		0.54%	0.61%	1.12%	0.60%	0.28%	0.62%	0.65%	0.0%	0.41%	0.27%	0.53%	1.74%	0.76%	0.13%	0.33%	0.26%	0.53%	0.86%	1.18%	0.20%	0.84%	0.52%	0.16%	0.21%	0.56%	0.11%	0.40%	0.66%	1.32%	0.73%	0.78%	0.23%	0.96%	0.58%	0.19%	0.61%	0.09%	0.55%	0.80%	0.79%	0.30%	0.48%	0.85%	0.15%	0.19%	0.40%	0.76%	0.47%	0.46%	0.30%	0.40%	0.56%	0.0%	1.27%					
23	"6. ""Объединенная Российская партия ""Русь"""	97	4	2	8	2	1	3	2	1	2	3	1	2	4	0	4	0	5	2	0	4	3	0	4	1	0	0	2	1	2	0	1	0	2	3	1	3	3	1	0	1	0	2	3	1	2	1	2	0	2	4	1	0	1					
		0.20%	0.35%	0.25%	0.80%	0.28%	0.12%	0.39%	0.30%	0.13%	0.27%	0.32%	0.15%	0.25%	0.54%	0.0%	0.35%	0.0%	0.53%	0.18%	0.0%	0.37%	0.26%	0.0%	0.43%	0.14%	0.0%	0.0%	0.18%	0.14%	0.18%	0.0%	0.11%	0.0%	0.23%	0.28%	0.07%	0.27%	0.33%	0.11%	0.0%	0.10%	0.0%	0.21%	0.45%	0.09%	0.81%	0.06%	0.15%	0.0%	0.30%	0.27%	0.18%	0.0%	0.63%					
24	"7. ""Новый курс - Автомобильная Россия"""	422	11	8	10	4	9	11	7	0	5	3	6	8	9	8	11	10	14	8	7	14	4	9	4	5	11	6	10	9	10	4	4	10	9	11	15	6	6	8	13	8	6	3	6	7	1	29	13	10	2	19	0	0	1					
		0.88%	0.97%	1.0%	1.01%	0.56%	1.12%	1.43%	1.07%	0.0%	0.68%	0.32%	0.95%	1.01%	1.23%	0.66%	0.96%	1.06%	1.50%	0.72%	0.71%	1.31%	0.34%	0.74%	0.43%	0.70%	1.30%	0.61%	0.94%	1.32%	0.92%	0.44%	0.47%	0.96%	1.04%	1.05%	1.15%	0.55%	0.66%	0.91%	1.15%	0.80%	0.72%	0.32%	0.90%	0.68%	0.40%	2.02%	1.03%	0.92%	0.30%	1.28%	0.0%	0.0%	0.63%					
25	"8. ""Народно-республиканская партия России"""	76	1	2	3	0	0	1	1	1	3	0	1	3	1	1	2	0	7	1	1	2	1	3	3	0	1	3	0	0	3	1	0	0	2	4	2	0	1	0	1	0	0	2	1	0	2	5	3	2	0	4	1	0	0					
		0.15%	0.08%	0.25%	0.30%	0.0%	0.0%	0.13%	0.15%	0.13%	0.40%	0.0%	0.15%	0.38%	0.13%	0.08%	0.17%	0.0%	0.75%	0.09%	0.10%	0.18%	0.08%	0.24%	0.32%	0.0%	0.11%	0.30%	0.0%	0.0%	0.27%	0.11%	0.0%	0.0%	0.23%	0.38%	0.15%	0.0%	0.11%	0.0%	0.08%	0.0%	0.0%	0.21%	0.15%	0.0%	0.81%	0.34%	0.23%	0.18%	0.0%	0.27%	0.18%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	250	7	2	0	4	7	2	3	4	5	5	0	5	1	6	6	4	0	3	6	6	6	3	7	1	7	3	5	1	4	4	2	6	3	4	11	7	7	4	9	4	3	5	6	15	2	10	12	10	4	8	0	0	1					
		0.52%	0.61%	0.25%	0.0%	0.56%	0.87%	0.26%	0.46%	0.55%	0.68%	0.53%	0.0%	0.63%	0.13%	0.49%	0.52%	0.42%	0.0%	0.27%	0.61%	0.56%	0.52%	0.24%	0.75%	0.14%	0.82%	0.30%	0.47%	0.14%	0.36%	0.44%	0.23%	0.58%	0.34%	0.38%	0.84%	0.64%	0.77%	0.45%	0.79%	0.40%	0.36%	0.53%	0.90%	1.47%	0.81%	0.69%	0.95%	0.92%	0.61%	0.54%	0.0%	0.0%	0.63%					
27	"10. ""Аграрная партия России"""	979	13	9	30	11	13	20	11	17	16	15	5	17	8	26	27	17	30	27	25	23	30	23	21	21	21	24	24	11	28	23	22	14	16	37	25	32	21	24	16	15	11	8	13	14	1	30	18	22	11	31	6	2	4					
		2.05%	1.15%	1.12%	3.03%	1.54%	1.62%	2.60%	1.69%	2.36%	2.17%	1.61%	0.79%	2.16%	1.09%	2.15%	2.37%	1.81%	3.22%	2.45%	2.54%	2.16%	2.62%	1.91%	2.25%	2.97%	2.48%	2.44%	2.27%	1.61%	2.58%	2.57%	2.61%	1.35%	1.85%	3.54%	1.92%	2.95%	2.31%	2.74%	1.41%	1.50%	1.33%	0.85%	1.95%	1.37%	0.40%	2.09%	1.43%	2.04%	1.69%	2.09%	1.12%	1.92%	2.54%					
28	"11. ""Истинные патриоты России"""	36	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	3	0	1	0	0	3	1	2	0	1	0	0	0	1	0	2	0	1	0	1	1	2	2	1	0	0	3	0	0	1	2	0	0	0					
