Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Судогодская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	31738	1658	1895	1717	1951	1640	1528	1082	1807	602	770	470	256	520	258	193	1342	692	610	321	967	1143	298	456	435	133	1013	722	1484	988	389	373	267	74	1298	1164	124	86	786	226									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29470	1600	1700	1600	1700	1600	1500	1000	1700	500	700	400	230	500	230	180	1300	600	550	300	900	1100	250	400	400	120	1000	700	1400	900	350	350	250	70	1200	1100	110	80	700	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11177	510	613	561	657	605	454	382	514	208	281	104	51	176	106	81	603	234	157	87	368	416	35	176	185	41	405	305	719	393	147	179	94	34	481	371	27	18	332	67									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1659	45	23	39	28	21	5	50	43	53	30	15	32	16	14	15	24	60	92	30	106	32	92	64	49	40	49	89	90	58	38	32	21	22	49	67	15	34	34	43									
6	Число погашенных избирательных бюллетеней	16634	1045	1064	1000	1015	974	1041	568	1143	239	389	281	147	308	110	84	673	306	301	183	426	652	123	160	166	39	546	306	591	449	165	139	135	14	670	662	68	28	334	90									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1659	45	23	39	28	21	5	50	43	53	30	15	32	16	14	15	24	60	92	30	106	32	92	64	49	40	49	89	90	58	38	32	21	22	49	67	15	34	34	43									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11176	510	613	560	657	605	454	382	514	208	281	104	51	176	106	81	603	234	157	87	368	416	35	176	185	41	405	305	719	393	147	179	94	34	481	371	27	18	332	67									
9	Число недействительных избирательных бюллетеней	239	15	8	10	22	2	6	0	6	8	12	2	1	3	1	2	17	4	5	1	16	6	2	12	2	1	11	13	4	7	1	5	6	0	9	11	0	1	5	2									
10	Число действительных избирательных бюллетеней	12596	540	628	589	663	624	453	432	551	253	299	117	82	189	119	94	610	290	244	116	458	442	125	228	232	80	443	381	805	444	184	206	109	56	521	427	42	51	361	108									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	340	23	25	20	23	23	18	11	11	3	2	3	2	5	2	2	15	9	19	3	4	9	3	5	5	2	11	8	8	9	4	2	2	4	22	9	2	2	8	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	150	5	8	6	9	10	12	2	11	2	1	0	0	1	0	0	5	1	19	0	1	4	1	0	4	0	8	8	3	5	0	2	1	0	6	9	1	0	3	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	107	9	3	3	7	4	1	3	4	1	2	2	2	1	1	0	5	2	5	4	2	6	1	5	5	1	1	2	1	4	4	1	1	3	2	1	0	4	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	190	18	17	14	14	13	6	9	0	1	1	3	2	4	2	2	10	8	0	3	3	5	2	5	1	2	3	0	5	4	4	0	1	4	16	0	1	2	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	42	5	6	0	6	5	1	1	1	1	1	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2	1	0	0	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
