Выборы Президента Российской Федерации																																																																					
Дата голосования: 02.03.2008																																																																					
																																																																					
Наименование Избирательной комиссии:    Моршанская																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
	Число участковых избирательных комиссий	62																																																																			
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	62																																																																			
																																																																					
		Сумма	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404					
1	"Число избирателей, включенных в списки избирателей"	27249	957	795	90	395	275	336	263	306	284	116	591	283	334	531	748	286	113	222	112	356	109	197	617	476	1056	1189	1430	207	347	976	383	377	600	385	58	101	392	88	158	104	60	164	62	732	516	371	302	450	603	102	257	1289	1294	566	1041	1033	376	86	503	381	140	278					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26000	940	690	92	380	280	320	250	300	270	120	550	280	340	530	750	280	115	220	115	350	106	200	600	490	1000	1080	1290	200	350	950	390	370	600	390	55	95	380	90	150	102	60	160	65	660	500	370	290	430	530	105	260	1140	1220	510	940	940	380	90	500	360	150	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	18012	726	526	47	257	200	320	192	204	197	76	443	181	191	378	571	241	60	97	58	222	60	119	409	290	850	839	971	155	218	716	250	239	349	212	31	55	329	36	90	61	45	116	61	409	262	296	203	256	400	60	170	844	720	481	671	528	232	63	294	299	35	101					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	5659	117	164	34	113	66	0	58	78	73	39	107	62	137	77	177	39	33	103	34	111	46	76	122	102	131	130	216	40	91	94	101	91	225	151	22	29	51	51	60	38	14	38	0	185	161	62	59	118	130	41	79	189	99	24	165	300	69	10	171	34	92	130					
6	Число погашенных избирательных бюллетеней	2329	97	0	11	10	14	0	0	18	0	5	0	37	12	75	2	0	22	20	23	17	0	5	69	98	19	111	103	5	41	140	39	40	26	27	2	11	0	3	0	3	1	6	4	66	77	12	28	56	0	4	11	107	401	5	104	112	79	17	35	27	23	49					
7	Число избирательных бюллетеней в переносных ящиках для голосования	5659	117	164	34	113	66	0	58	78	73	39	107	62	137	77	177	39	33	103	34	111	46	76	122	102	131	130	216	40	91	94	101	91	225	151	22	29	51	51	60	38	14	38	0	185	161	62	59	118	130	41	79	189	99	24	165	300	69	10	171	34	92	130					
8	Число бюллетеней в стационарных ящиках для голосования	18000	726	526	47	257	200	320	192	204	197	76	443	181	191	378	571	241	60	97	58	222	60	119	409	280	850	837	971	155	218	716	250	239	349	212	31	55	329	36	90	61	45	116	61	409	262	296	203	256	400	60	170	844	720	481	671	528	232	63	294	299	35	101					
9	Число недействительных избирательных бюллетеней	723	21	35	5	1	11	0	30	5	0	5	2	7	21	12	25	6	0	4	10	4	0	15	36	16	32	6	123	10	0	60	6	42	6	5	0	2	5	0	3	0	3	7	6	26	12	25	24	2	7	2	3	1	8	0	8	1	0	0	12	3	0	2					
10	Число действительных избирательных бюллетеней	22936	822	655	76	369	255	320	220	277	270	110	548	236	307	443	723	274	93	196	82	329	106	180	495	366	949	961	1064	185	309	750	345	288	568	358	53	82	375	87	147	99	56	147	55	568	411	333	238	372	523	99	246	1032	811	505	828	827	301	73	453	330	127	229					
11	Число полученных открепительных  удостоверений	370	7	7	3	3	3	3	3	2	5	4	7	3	5	11	7	3	3	3	3	5	4	4	18	8	15	15	15	5	3	6	6	5	8	8	3	0	5	4	4	4	3	3	3	11	5	4	3	6	0	3	3	16	14	7	12	6	4	4	7	10	8	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	249	4	7	0	2	0	3	2	0	1	0	0	2	0	11	7	2	0	3	0	1	0	4	18	8	15	8	5	5	3	6	6	5	8	8	3	0	5	0	0	0	0	0	0	11	3	0	3	4	0	0	2	16	14	1	7	6	0	0	4	10	8	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	202	7	2	2	3	2	5	4	1	2	0	2	1	2	5	2	2	2	2	2	1	5	3	6	2	13	3	9	3	1	2	6	0	1	3	7	3	7	0	1	0	1	2	1	2	5	1	2	4	4	0	4	9	2	5	5	6	2	2	13	3	2	3					
