Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Скопинская городская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350					
1	"Число избирателей, внесенных в списки"	26866	2028	1348	968	1153	1096	1128	965	1729	2206	1611	2733	2200	1638	2280	389	639	2755					
2	"Число бюллетеней, полученных участковыми комиссиями"	22800	1800	1100	800	1000	900	800	800	1500	1900	1200	2500	1900	1400	2000	300	500	2400					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11389	761	502	428	433	565	520	406	715	873	715	1140	934	775	924	194	272	1232					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	821	63	50	52	98	40	36	38	153	56	35	25	23	8	32	21	32	59					
6	Число погашенных бюллетеней	10590	976	548	320	469	295	244	356	632	971	450	1335	943	617	1044	85	196	1109					
7	Число бюллетеней в переносных ящиках для голосования	821	63	50	52	98	40	36	38	153	56	35	25	23	8	32	21	32	59					
8	Число бюллетеней в стационарных ящиках для голосования	11389	761	502	428	433	565	520	406	715	873	715	1140	934	775	924	194	272	1232					
9	Число недействительных бюллетеней	167	8	8	6	1	11	7	7	15	16	9	12	7	10	21	5	9	15					
10	Число действительных бюллетеней	12043	816	544	474	530	594	549	437	853	913	741	1153	950	773	935	210	295	1276					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	286	17	20	20	20	15	15	15	15	24	20	25	20	20	15	10	5	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	100	7	6	5	3	6	2	3	5	11	15	9	10	3	8	2	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	3	1	2	6	3	3	1	1	2	5	2	0	1	2	4	0	6					
14	Число погашенных открепительных удостоверений	186	10	14	15	17	9	13	12	10	13	5	16	10	17	7	8	3	7					
15	Число открепительных удостоверений выданных ТИК	14	0	0	3	2	1	0	0	1	1	1	3	0	0	1	1	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	134	10	1	1	2	4	12	11	12	5	3	10	12	11	14	2	5	19					
		1.09%	1.21%	0.18%	0.20%	0.37%	0.66%	2.15%	2.47%	1.38%	0.53%	0.4%	0.85%	1.25%	1.40%	1.46%	0.93%	1.64%	1.47%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	231	14	17	11	19	15	7	6	13	17	17	27	17	17	3	1	5	25					
		1.89%	1.69%	3.07%	2.29%	3.57%	2.47%	1.25%	1.35%	1.49%	1.82%	2.26%	2.31%	1.77%	2.17%	0.31%	0.46%	1.64%	1.93%					
