Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Каширская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	19869	1574	1460	767	142	1430	623	552	719	598	309	1854	1365	1380	636	459	166	1131	621	908	410	572	251	375	440	183	184	760									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20600	1611	1517	809	142	1481	631	553	757	646	328	1883	1410	1395	646	502	167	1157	676	918	469	598	258	400	463	201	193	789									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12217	1254	1303	567	85	472	258	231	353	300	161	1624	1051	1046	449	218	68	484	387	403	193	292	165	255	210	105	84	199									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3290	169	127	162	36	193	150	222	111	159	45	89	114	56	113	132	64	228	103	140	136	195	43	67	201	59	17	159									
6	Число погашенных избирательных бюллетеней	5093	188	87	80	21	816	223	100	293	187	122	170	245	293	84	152	35	445	186	375	140	111	50	78	52	37	92	431									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3290	169	127	162	36	193	150	222	111	159	45	89	114	56	113	132	64	228	103	140	136	195	43	67	201	59	17	159									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12216	1254	1303	567	85	472	258	231	353	300	161	1624	1051	1046	449	218	68	484	387	403	193	292	165	255	210	105	84	198									
9	Число недействительных избирательных бюллетеней	167	15	3	16	0	18	2	2	8	3	2	0	0	3	3	21	4	4	11	8	7	23	1	1	0	3	1	8									
10	Число действительных избирательных бюллетеней	15339	1408	1427	713	121	647	406	451	456	456	204	1713	1165	1099	559	329	128	708	479	535	322	464	207	321	411	161	100	349									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	680	44	45	35	5	40	15	5	30	45	15	20	35	35	8	35	5	17	50	5	60	20	10	30	22	19	5	25									
