Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Кильмезская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298					
1	"Число избирателей, внесенных в список избирателей"	11179	835	319	467	230	464	82	607	119	280	299	365	507	2146	364	203	144	167	300	208	1882	394	410	69	103	215					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11970	880	350	500	260	500	90	660	140	310	300	380	530	2260	380	220	160	180	330	220	2000	440	450	80	120	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	5322	384	164	182	127	173	48	300	28	148	201	145	208	930	194	118	81	106	139	145	821	196	233	49	66	136					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1259	22	38	86	21	96	18	60	43	48	28	95	102	179	40	17	10	9	62	16	143	60	32	4	16	14					
6	Число погашенных избирательных бюллетеней	5389	474	148	232	112	231	24	300	69	114	71	140	220	1151	146	85	69	65	129	59	1036	184	185	27	38	80					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1259	22	38	86	21	96	18	60	43	48	28	95	102	179	40	17	10	9	62	16	143	60	32	4	16	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5322	384	164	182	127	173	48	300	28	148	201	145	208	930	194	118	81	106	139	145	821	196	233	49	66	136					
9	Число недействительных избирательных бюллетеней	54	6	0	0	0	2	0	2	0	2	0	1	3	12	1	5	0	1	2	1	12	2	1	0	0	1					
10	Число действительных избирательных бюллетеней	6527	400	202	268	148	267	66	358	71	194	229	239	307	1097	233	130	91	114	199	160	952	254	264	53	82	149					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	498	30	20	20	20	20	5	20	10	15	10	20	20	50	20	10	10	10	20	10	98	25	20	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	370	15	20	20	20	13	5	15	10	15	0	4	13	50	11	10	9	1	20	4	55	25	20	5	5	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	6	1	4	2	3	1	1	0	3	1	1	2	17	4	1	0	1	1	1	10	4	8	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	128	15	0	0	0	7	0	5	0	0	10	16	7	0	9	0	1	9	0	6	43	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	52	1	0	0	0	0	0	11	0	6	0	1	0	6	0	0	0	0	2	1	2	11	10	0	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1083	75	66	24	18	27	9	65	3	48	36	37	44	187	38	10	11	16	36	18	164	43	71	8	6	23					
		16.46%	18.47%	32.67%	8.96%	12.16%	10.04%	13.64%	18.06%	4.23%	24.49%	15.72%	15.42%	14.19%	16.86%	16.24%	7.41%	12.09%	13.91%	17.91%	11.18%	17.01%	16.80%	26.79%	15.09%	7.32%	15.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	982	88	32	34	27	49	8	55	10	42	34	25	39	180	26	10	11	18	30	8	139	43	38	5	10	21					
		14.92%	21.67%	15.84%	12.69%	18.24%	18.22%	12.12%	15.28%	14.08%	21.43%	14.85%	10.42%	12.58%	16.23%	11.11%	7.41%	12.09%	15.65%	14.93%	4.97%	14.42%	16.80%	14.34%	9.43%	12.20%	14.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	2	2	2	1	1	0	5	0	1	2	0	5	10	2	1	1	0	0	1	7	2	2	0	0	2					
		0.74%	0.49%	0.99%	0.75%	0.68%	0.37%	0.00%	1.39%	0.00%	0.51%	0.87%	0.00%	1.61%	0.90%	0.85%	0.74%	1.10%	0.00%	0.00%	0.62%	0.73%	0.78%	0.75%	0.00%	0.00%	1.33%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1797	96	49	77	31	59	10	84	15	23	44	51	79	302	119	56	45	23	38	77	291	58	94	13	33	30					
		27.31%	23.65%	24.26%	28.73%	20.95%	21.93%	15.15%	23.33%	21.13%	11.73%	19.21%	21.25%	25.48%	27.23%	50.85%	41.48%	49.45%	20.00%	18.91%	47.83%	30.19%	22.66%	35.47%	24.53%	40.24%	20.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	88	7	1	4	0	1	0	0	1	0	5	5	1	25	1	3	0	0	0	2	26	2	3	0	0	1					
		1.34%	1.72%	0.50%	1.49%	0.00%	0.37%	0.00%	0.00%	1.41%	0.00%	2.18%	2.08%	0.32%	2.25%	0.43%	2.22%	0.00%	0.00%	0.00%	1.24%	2.70%	0.78%	1.13%	0.00%	0.00%	0.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2500	131	52	126	68	127	39	146	42	78	107	118	139	389	47	48	23	56	94	54	323	106	56	27	33	71					
		37.99%	32.27%	25.74%	47.01%	45.95%	47.21%	59.09%	40.56%	59.15%	39.80%	46.72%	49.17%	44.84%	35.08%	20.09%	35.56%	25.27%	48.70%	46.77%	33.54%	33.51%	41.41%	21.13%	50.94%	40.24%	47.33%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	28	1	0	1	3	3	0	3	0	2	1	3	0	4	0	2	0	1	1	0	2	0	0	0	0	1					
		0.43%	0.25%	0.00%	0.37%	2.03%	1.12%	0.00%	0.83%	0.00%	1.02%	0.44%	1.25%	0.00%	0.36%	0.00%	1.48%	0.00%	0.87%	0.50%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.67%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
