Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Бондарская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
1	"Число избирателей, внесенных в списки избирателей"	11368	1534	1559	688	388	607	525	195	333	174	436	350	341	341	468	295	456	97	345	524	507	392	547	266					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	11270	1500	1500	680	390	620	530	190	330	170	440	350	340	350	470	300	460	100	350	500	500	390	550	260					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5833	813	884	386	268	298	245	86	172	42	171	209	114	173	238	123	221	31	186	254	248	195	316	160					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1583	105	76	59	12	88	87	51	98	71	150	36	103	70	94	71	63	53	21	47	60	96	31	41					
6	Число погашенных избирательных бюллетеней	3854	582	540	235	110	234	198	53	60	57	119	105	123	107	138	106	176	16	143	199	192	99	203	59					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1583	105	76	59	12	88	87	51	98	71	150	36	103	70	94	71	63	53	21	47	60	96	31	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5833	813	884	386	268	298	245	86	172	42	171	209	114	173	238	123	221	31	186	254	248	195	316	160					
9	Число недействительных избирательных бюллетеней	51	7	7	4	0	6	4	0	2	1	0	0	1	1	2	0	2	1	3	3	3	2	0	2					
10	Число действительных избирательных бюллетеней	7365	911	953	441	280	380	328	137	268	112	321	245	216	242	330	194	282	83	204	298	305	289	347	199					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	163	38	18	15	10	7	8	2	3	2	3	8	3	10	3	6	3	2	3	6	3	3	5	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	130	29	17	11	6	7	8	0	2	0	3	7	3	10	3	4	0	1	3	6	2	2	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	35	3	10	2	1	0	5	2	0	0	0	0	0	0	1	3	0	0	0	0	2	3	0	3					
14	Число погашенных неиспользованных открепительных удостоверений	33	9	1	4	4	0	0	2	1	2	0	1	0	0	0	2	3	1	0	0	1	1	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	235	31	29	25	5	14	10	4	8	1	12	11	6	13	3	5	5	0	3	10	11	12	15	2					
		3.17%	3.38%	3.02%	5.62%	1.79%	3.63%	3.01%	2.92%	2.96%	0.88%	3.74%	4.49%	2.76%	5.35%	0.90%	2.58%	1.76%	0.00%	1.45%	3.32%	3.57%	4.12%	4.32%	0.99%					
19	2.Всероссийская политическая партия «Гражданская Сила»	11	2	3	2	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0					
		0.15%	0.22%	0.31%	0.45%	0.00%	0.00%	0.30%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	9	0	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3					
		0.12%	0.00%	0.10%	0.45%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	1.49%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1279	174	172	64	57	68	47	11	23	12	59	36	42	37	58	25	57	21	38	57	45	36	113	27					
		17.25%	18.95%	17.92%	14.38%	20.36%	17.62%	14.16%	8.03%	8.52%	10.62%	18.38%	14.69%	19.35%	15.23%	17.47%	12.89%	20.07%	25.00%	18.36%	18.94%	14.61%	12.37%	32.56%	13.43%					
