Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:     Ленская																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №1086	УИК №1087					
1	"Число избирателей, внесенных в списки"	11974	1760	1673	250	352	325	469	468	206	502	310	71	602	499	147	143	243	1578	1723	282	220	151					
2	"Число бюллетеней, полученных участковыми комиссиями"	12485	1660	1560	250	380	350	500	490	220	530	350	80	600	540	170	145	270	1800	1800	290	250	250					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6778	1001	971	105	208	167	267	268	149	307	186	43	330	264	95	93	154	878	882	173	108	129					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	523	97	28	29	2	6	29	39	15	46	0	17	26	20	0	35	0	44	55	0	13	22					
6	Число погашенных бюллетеней	5185	563	561	116	170	177	204	183	56	177	164	20	244	256	75	17	116	878	863	117	129	99					
7	Число бюллетеней в переносных ящиках для голосования	523	97	28	29	2	6	29	39	15	46	0	17	26	20	0	35	0	44	55	0	13	22					
8	Число бюллетеней в стационарных ящиках для голосования	6777	1001	970	105	208	167	267	268	149	307	186	43	330	264	95	93	154	878	882	173	108	129					
9	Число недействительных бюллетеней	99	9	6	4	3	4	9	5	1	5	1	0	5	5	2	4	1	11	19	1	3	1					
10	Число действительных бюллетеней	7201	1089	992	130	207	169	287	302	163	348	185	60	351	279	93	124	153	911	918	172	118	150					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	449	50	49	10	15	15	20	20	10	20	15	5	20	20	10	10	10	60	60	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	42	14	6	0	5	0	1	2	1	0	2	0	2	1	0	0	0	4	4	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	27	6	1	0	0	4	2	3	1	0	1	0	0	1	0	0	0	3	3	0	0	2					
14	Число погашенных открепительных удостоверений	407	36	43	10	10	15	19	18	9	20	13	5	18	19	10	10	10	56	56	10	10	10					
15	Число открепительных удостоверений выданных ТИК	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	85	11	8	5	0	4	7	4	3	3	2	1	3	4	0	3	0	8	16	0	2	1					
		1.16%	1.00%	0.80%	3.73%	0.0%	2.31%	2.36%	1.30%	1.82%	0.84%	1.07%	1.66%	0.84%	1.40%	0.0%	2.34%	0.0%	0.86%	1.70%	0.0%	1.65%	0.66%					
