Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																									
Дата голосования: 04.12.2011																									
																									
Наименование Избирательной комиссии:    Ермишинская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18					
1	"Число избирателей, внесенных в список избирателей"	7587	558	195	188	198	1308	1385	1096	412	87	235	386	262	362	90	148	200	245	232					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7800	590	200	200	200	1350	1360	1150	430	90	240	400	280	380	90	150	200	250	240					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3787	289	102	104	69	659	696	549	196	47	104	237	121	169	19	81	119	110	116					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	812	66	41	36	25	68	55	77	42	27	62	55	24	75	31	14	18	51	45					
6	Число погашенных избирательных бюллетеней	3201	235	57	60	106	623	609	524	192	16	74	108	135	136	40	55	63	89	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	812	66	41	36	25	68	55	77	42	27	62	55	24	75	31	14	18	51	45					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3787	289	102	104	69	659	696	549	196	47	104	237	121	169	19	81	119	110	116					
9	Число недействительных избирательных бюллетеней	60	10	0	0	1	8	10	6	5	0	3	3	6	0	1	1	3	0	3					
10	Число действительных избирательных бюллетеней	4539	345	143	140	93	719	741	620	233	74	163	289	139	244	49	94	134	161	158					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	175	15	6	6	6	22	22	20	12	3	8	10	8	10	3	6	6	6	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	85	13	2	2	4	18	14	16	2	0	0	6	3	0	0	0	0	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	61	3	3	1	2	13	9	2	3	3	3	3	1	3	2	1	3	4	2					
14	Число погашенных неиспользованных открепительных удостоверений	90	2	4	4	2	4	8	4	10	3	8	4	5	10	3	6	6	4	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	719	42	22	8	20	136	119	105	50	2	34	49	33	36	4	15	14	16	14					
		15.63%	11.83%	15.38%	5.71%	21.28%	18.71%	15.85%	16.77%	21.01%	2.70%	20.48%	16.78%	22.76%	14.75%	8.00%	15.79%	10.22%	9.94%	8.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	626	37	20	13	6	106	130	93	40	19	12	37	10	26	8	11	20	16	22					
		13.61%	10.42%	13.99%	9.29%	6.38%	14.58%	17.31%	14.86%	16.81%	25.68%	7.23%	12.67%	6.90%	10.66%	16.00%	11.58%	14.60%	9.94%	13.66%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	49	5	0	2	0	12	6	5	3	0	1	3	0	2	0	1	2	3	4					
		1.07%	1.41%	0.00%	1.43%	0.00%	1.65%	0.80%	0.80%	1.26%	0.00%	0.60%	1.03%	0.00%	0.82%	0.00%	1.05%	1.46%	1.86%	2.48%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	888	54	19	24	16	151	142	128	74	20	37	53	24	27	11	21	25	40	22					
		19.31%	15.21%	13.29%	17.14%	17.02%	20.77%	18.91%	20.45%	31.09%	27.03%	22.29%	18.15%	16.55%	11.07%	22.00%	22.11%	18.25%	24.84%	13.66%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	2	1	0	0	10	17	4	0	0	1	0	5	1	1	0	0	1	0					
		0.93%	0.56%	0.70%	0.00%	0.00%	1.38%	2.26%	0.64%	0.00%	0.00%	0.60%	0.00%	3.45%	0.41%	2.00%	0.00%	0.00%	0.62%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2197	204	81	93	51	296	326	284	64	33	78	147	66	151	24	46	72	85	96					
		47.77%	57.46%	56.64%	66.43%	54.26%	40.72%	43.41%	45.37%	26.89%	44.59%	46.99%	50.34%	45.52%	61.89%	48.00%	48.42%	52.55%	52.80%	59.63%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	17	1	0	0	0	8	1	1	2	0	0	0	1	1	1	0	1	0	0					
		0.37%	0.28%	0.00%	0.00%	0.00%	1.10%	0.13%	0.16%	0.84%	0.00%	0.00%	0.00%	0.69%	0.41%	2.00%	0.00%	0.73%	0.00%	0.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
