Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Ермишинская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19					
1	"Число избирателей, внесенных в списки избирателей"	7590	584	214	206	212	1162	1668	660	418	109	298	475	294	394	115	162	189	46	189	195					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7500	595	210	205	210	1130	1630	647	430	110	290	470	300	390	113	160	180	50	185	195					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	4087	328	119	112	87	656	938	382	183	59	134	237	153	202	40	96	130	23	70	138					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	899	64	43	40	38	44	49	41	65	25	86	125	29	84	42	17	26	14	57	10					
6	Число погашенных избирательных бюллетеней	2514	203	48	53	85	430	643	224	182	26	70	108	118	104	31	47	24	13	58	47					
7	Число избирательных бюллетеней в переносных ящиках для голосования	899	64	43	40	38	44	49	41	65	25	86	125	29	84	42	17	26	14	57	10					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4087	328	119	112	87	656	938	382	183	59	134	237	153	202	40	96	130	23	70	138					
9	Число недействительных избирательных бюллетеней	43	8	0	1	0	5	8	0	4	0	0	3	3	3	0	0	1	1	1	5					
10	Число действительных избирательных бюллетеней	4943	384	162	151	125	695	979	423	244	84	220	359	179	283	82	113	155	36	126	143					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	194	11	5	5	5	30	40	20	10	3	10	10	10	10	3	5	5	2	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	47	1	0	3	0	5	8	7	8	0	1	6	2	2	1	1	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	48	2	1	3	2	7	5	6	2	0	2	5	1	3	1	0	2	0	3	3					
14	Число погашенных неиспользованных открепительных удостоверений	147	10	5	2	5	25	32	13	2	3	9	4	8	8	2	4	5	2	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	288	48	5	9	4	37	79	22	10	8	5	22	6	6	2	3	9	1	7	5					
		5.78%	12.24%	3.09%	5.92%	3.20%	5.29%	8.00%	5.20%	4.03%	9.52%	2.27%	6.08%	3.30%	2.10%	2.44%	2.65%	5.77%	2.70%	5.51%	3.38%					
19	2.Всероссийская политическая партия «Гражданская Сила»	15	1	1	0	0	4	3	3	0	0	2	0	0	0	1	0	0	0	0	0					
		0.30%	0.26%	0.62%	0.00%	0.00%	0.57%	0.30%	0.71%	0.00%	0.00%	0.91%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	6	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1					
		0.12%	0.00%	0.00%	0.00%	0.80%	0.00%	0.10%	0.00%	0.40%	0.00%	0.45%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	666	30	13	20	11	104	122	62	45	19	34	54	27	39	3	18	19	4	24	18					
		13.36%	7.65%	8.02%	13.16%	8.80%	14.86%	12.36%	14.66%	18.15%	22.62%	15.45%	14.92%	14.84%	13.64%	3.66%	15.93%	12.18%	10.81%	18.90%	12.16%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	23	1	0	0	0	3	6	3	0	1	6	2	0	0	1	0	0	0	0	0					
