Выборы Президента Российской Федерации																																																														
Дата голосования: 02.03.2008																																																														
																																																														
Наименование Избирательной комиссии:    Промышленновская																																																														
																																																														
Сводная таблица результатов выборов																																																														
																																																														
	Число участковых избирательных комиссий	55																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	55																																																												
																																																														
		Сумма	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395					
1	"Число избирателей, включенных в списки избирателей"	35423	1715	1694	1671	1789	1631	1602	1694	1710	1065	267	746	476	134	152	171	592	545	563	696	399	77	691	844	444	285	558	385	80	503	94	534	781	487	1281	1257	649	162	935	138	166	599	210	82	319	352	320	337	290	1013	337	71	286	681	406	457					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34694	1550	1600	1600	1550	1800	1450	1500	1600	1070	281	756	495	141	157	175	602	550	543	706	400	80	690	843	460	290	580	403	87	515	102	535	800	480	1200	1200	655	163	930	140	169	600	217	88	325	350	320	345	302	990	340	79	302	710	410	468					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	29367	1077	1445	1479	1382	1368	1311	1284	1319	961	243	690	439	123	143	155	572	488	423	605	346	77	643	690	376	245	423	364	80	420	64	405	557	443	1076	1046	558	128	708	132	163	510	194	76	284	306	308	292	267	828	329	69	240	601	267	345					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2869	309	116	120	127	130	119	114	231	83	19	43	24	7	5	9	16	40	36	44	38	0	44	68	66	23	64	19	0	37	24	35	88	17	60	25	24	30	81	0	0	41	9	6	24	33	7	34	13	162	8	2	39	34	87	35					
6	Число погашенных избирательных бюллетеней	2458	164	39	1	41	302	20	102	50	26	19	23	32	11	9	11	14	22	84	57	16	3	3	85	18	22	93	20	7	58	14	95	155	20	64	129	73	5	141	8	6	49	14	6	17	11	5	19	22	0	3	8	23	75	56	88					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2869	309	116	120	127	130	119	114	231	83	19	43	24	7	5	9	16	40	36	44	38	0	44	68	66	23	64	19	0	37	24	35	88	17	60	25	24	30	81	0	0	41	9	6	24	33	7	34	13	162	8	2	39	34	87	35					
8	Число бюллетеней в стационарных ящиках для голосования	29364	1077	1445	1479	1382	1368	1311	1284	1319	961	243	690	439	123	143	155	572	488	423	605	346	77	643	690	376	245	423	364	80	420	64	405	557	443	1076	1046	558	128	708	132	163	510	194	76	284	306	308	292	267	828	326	69	240	601	267	345					
9	Число недействительных избирательных бюллетеней	952	47	49	137	17	49	46	44	38	31	16	21	3	2	4	1	14	16	14	20	6	0	22	24	13	6	7	12	3	14	2	6	19	12	35	26	11	2	15	4	5	1	7	0	9	10	9	9	7	29	7	2	8	19	11	11					
10	Число действительных избирательных бюллетеней	31281	1339	1512	1462	1492	1449	1384	1354	1512	1013	246	712	460	128	144	163	574	512	445	629	378	77	665	734	429	262	480	371	77	443	86	434	626	448	1101	1045	571	156	774	128	158	550	196	82	299	329	306	317	273	961	327	69	271	616	343	369					
11	Число полученных открепительных  удостоверений	856	52	36	40	40	38	31	40	51	20	9	15	13	5	5	5	10	10	10	10	5	0	3	10	26	5	20	25	10	12	5	5	20	5	20	25	8	5	35	2	5	10	5	5	10	10	5	10	5	20	12	5	20	22	15	11					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	856	52	36	40	40	38	31	40	51	20	9	15	13	5	5	5	10	10	10	10	5	0	3	10	26	5	20	25	10	12	5	5	20	5	20	25	8	5	35	2	5	10	5	5	10	10	5	10	5	20	12	5	20	22	15	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	469	10	23	23	19	68	20	15	36	10	3	7	3	1	2	3	6	4	14	7	3	2	8	10	2	1	5	4	3	6	3	5	11	4	23	8	3	1	8	3	6	4	3	3	4	6	9	6	4	9	11	0	6	5	5	1					
14	Число неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	144	12	14	10	11	11	19	18	34	1	0	0	0	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																														
18	Богданов Андрей Владимирович	625	12	84	66	17	74	45	20	50	20	0	14	10	2	0	1	11	5	0	8	6	0	6	7	44	1	0	1	0	3	0	4	4	3	8	20	15	2	7	0	0	5	0	0	5	5	4	0	1	16	6	0	2	6	3	2					
