Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Промышленновская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450	УИК №1451	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467					
1	"Число избирателей, внесенных в список"	33890	1677	1629	1631	1603	1582	1458	1620	1652	494	103	1032	255	769	290	466	122	148	637	578	308	275	199	581	447	1017	651	1221	1352	465	771	446	541	781	463	267	547	498	904	131	163	924	357	683	381	340	296	90	332	535	178					
2	Число полученных избирательных бюллетеней	31457	1515	1475	1430	1450	1390	1340	1460	1460	495	111	970	260	700	290	480	126	150	645	530	300	270	205	545	430	915	635	1105	1235	450	725	420	505	725	425	245	495	495	840	136	170	860	360	635	350	330	285	100	305	500	184					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	23412	1100	887	812	850	953	859	946	1003	447	78	820	226	640	245	404	105	137	551	426	251	252	178	470	337	593	456	819	904	380	424	382	402	508	311	215	404	494	693	127	153	640	299	526	221	258	250	88	282	479	127					
5	"Число избирательных бюллетеней, выданных вне помещения"	3451	109	103	147	89	105	61	106	120	34	23	121	29	57	36	31	17	10	86	103	49	16	21	62	79	192	135	142	122	42	111	28	85	130	87	24	76	0	79	4	9	152	48	105	100	57	27	2	20	9	51					
6	Число погашенных избирательных бюллетеней	4592	306	485	471	511	332	420	408	337	14	10	29	5	3	9	45	4	3	8	1	0	2	6	13	14	130	44	144	209	28	190	10	18	87	27	6	15	1	66	5	8	68	13	4	29	15	8	10	3	12	6					
7	Число избирательных бюллетеней в переносных ящиках	3451	109	103	147	89	105	61	106	120	34	23	121	29	57	36	31	17	10	86	103	49	16	21	62	79	192	135	142	122	42	111	28	85	130	87	24	76	0	79	4	9	152	48	105	100	57	27	2	20	9	51					
8	Число бюллетеней в стационарных ящиках для голосования	23300	991	887	812	850	953	859	946	1003	445	78	820	226	640	245	404	105	137	551	426	251	252	178	470	337	593	456	819	904	380	424	382	401	508	311	215	404	494	693	127	153	640	299	526	221	258	250	88	282	479	127					
9	Число недействительных избирательных бюллетеней	390	7	5	9	6	18	14	7	16	39	5	9	2	3	5	6	0	1	14	0	2	3	7	7	5	10	3	9	7	7	4	0	6	5	3	1	7	21	50	1	0	8	3	1	3	13	4	8	22	4	0					
10	Число действительных избирательных бюллетеней	26361	1093	985	950	933	1040	906	1045	1107	440	96	932	253	694	276	429	122	146	623	529	298	265	192	525	411	775	588	952	1019	415	531	410	480	633	395	238	473	473	722	130	162	784	344	630	318	302	273	82	280	484	178					
