Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Ардатовская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38					
1	"Число избирателей, внесенных в списки"	22707	994	1001	947	1567	633	1797	613	293	341	1282	1338	1640	121	205	935	120	476	402	762	501	399	604	372	758	146	334	434	285	535	409	290	379	463	287	172	222	491	159					
2	"Число бюллетеней, полученных участковыми комиссиями"	20901	930	900	890	1420	590	1690	572	270	320	1160	1213	1490	110	200	873	111	450	372	697	460	367	560	341	690	130	263	400	270	491	376	270	360	408	270	160	204	473	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11803	500	532	509	980	338	1002	333	186	136	645	626	845	57	88	544	68	222	245	372	242	194	240	124	375	89	152	246	159	182	265	216	228	190	162	60	128	237	86					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1422	43	26	38	40	29	25	4	17	30	30	91	34	5	14	53	14	43	40	41	61	6	101	77	54	10	29	11	14	135	18	7	38	80	9	55	16	49	35					
6	Число погашенных бюллетеней	7676	387	342	343	400	223	663	235	67	154	485	496	611	48	98	276	29	185	87	284	157	167	219	140	261	31	82	143	97	174	93	47	94	138	99	45	60	187	29					
7	Число бюллетеней в переносных ящиках для голосования	1422	43	26	38	40	29	25	4	17	30	30	91	34	5	14	53	14	43	40	41	61	6	101	77	54	10	29	11	14	135	18	7	38	80	9	55	16	49	35					
8	Число бюллетеней в стационарных ящиках для голосования	11803	500	532	509	980	338	1002	333	186	136	645	626	845	57	88	544	68	222	245	372	242	194	240	124	375	89	152	246	159	182	265	216	228	190	162	60	128	237	86					
9	Число недействительных бюллетеней	395	9	28	9	9	9	17	3	0	4	28	18	11	3	9	4	3	9	0	17	12	4	12	10	20	10	12	7	9	18	12	12	11	9	12	5	6	15	9					
10	Число действительных бюллетеней	12830	534	530	538	1011	358	1010	334	203	162	647	699	868	59	93	593	79	256	285	396	291	196	329	191	409	89	169	250	164	299	271	211	255	261	159	110	138	271	112					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	390	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	98	1	0	4	10	3	19	4	4	1	3	4	1	0	2	2	0	4	1	2	3	1	1	1	4	0	2	2	2	0	3	2	2	2	4	0	0	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	94	1	0	2	33	1	4	1	1	0	2	3	3	1	2	2	0	1	0	3	2	1	4	1	3	4	1	2	3	2	3	3	0	0	0	0	2	0	3					
14	Число погашенных открепительных удостоверений	292	9	10	6	0	7	1	6	6	9	7	6	9	10	8	8	10	6	9	8	7	9	9	9	6	10	8	8	8	10	7	8	8	8	6	10	10	6	10					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	247	8	7	9	18	5	13	2	3	12	2	14	19	0	0	6	1	6	8	11	8	9	9	7	11	1	1	8	6	5	3	6	5	3	2	4	5	5	5					
		1.86%	1.47%	1.25%	1.64%	1.76%	1.36%	1.26%	0.59%	1.47%	7.22%	0.29%	1.95%	2.16%	0.0%	0.0%	1.00%	1.21%	2.26%	2.80%	2.66%	2.64%	4.5%	2.63%	3.48%	2.56%	1.01%	0.55%	3.11%	3.46%	1.57%	1.06%	2.69%	1.87%	1.11%	1.16%	3.47%	3.47%	1.74%	4.13%					
