Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																					
Дата голосования: 18.09.2016																																					
																																					
Наименование Избирательной комиссии:    Приволжская																																					
																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																					
																																					
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	36311	1595	1075	1761	2463	195	625	1064	769	338	245	2804	2997	833	442	2281	890	2048	2709	1931	774	944	2518	1246	1371	1459	934									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35795	1600	1000	1700	2500	195	600	1000	750	300	200	2850	3000	800	400	2300	900	2000	2700	1950	750	900	2500	1200	1350	1450	900									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	11811	814	454	493	818	71	224	355	251	98	59	880	767	235	138	706	350	515	631	1015	215	235	613	412	709	485	268									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	952	25	9	44	55	6	27	38	7	8	21	17	8	8	1	137	20	55	107	79	40	39	24	61	47	7	62									
6	Число погашенных избирательных бюллетеней	23032	761	537	1163	1627	118	349	607	492	194	120	1953	2225	557	261	1457	530	1430	1962	856	495	626	1863	727	594	958	570									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	952	25	9	44	55	6	27	38	7	8	21	17	8	8	1	137	20	55	107	79	40	39	24	61	47	7	62									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	11769	814	454	493	818	71	224	317	251	98	59	878	766	235	137	706	350	515	631	1015	215	235	613	412	709	485	268									
9	Число недействительных избирательных бюллетеней	258	41	1	0	2	1	4	11	24	4	6	29	30	1	5	29	0	11	7	0	0	2	30	0	0	16	4									
10	Число действительных избирательных бюллетеней	12463	798	462	537	871	76	247	344	234	102	74	866	744	242	133	814	370	559	731	1094	255	272	607	473	756	476	326									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	858	35	33	40	40	20	20	20	20	20	20	65	50	20	20	55	20	40	50	50	20	20	50	20	40	40	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	545	32	25	20	33	0	12	13	10	5	2	62	36	15	10	55	20	26	38	20	12	11	41	13	7	15	12									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	112	8	5	0	9	0	0	4	2	5	2	9	7	6	6	2	6	3	4	3	4	7	9	1	3	5	2									
14	Число погашенных неиспользованных открепительных удостоверений	313	3	8	20	7	20	8	7	10	15	18	3	14	5	10	0	0	14	12	30	8	9	9	7	33	25	18									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	157	5	1	0	4	0	0	3	3	1	0	26	10	8	1	5	2	16	9	23	5	4	9	3	7	3	9									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	48	7	0	0	3	1	0	0	2	0	0	8	10	2	0	1	0	2	6	0	0	0	0	0	3	1	2									
		0.38%	0.83%	0.00%	0.00%	0.34%	1.30%	0.00%	0.00%	0.78%	0.00%	0.00%	0.89%	1.29%	0.82%	0.00%	0.12%	0.00%	0.35%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.20%	0.61%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	318	31	12	0	3	5	19	0	13	3	4	33	22	2	6	2	0	9	30	25	1	5	32	4	24	14	19									
		2.50%	3.69%	2.59%	0.00%	0.34%	6.49%	7.57%	0.00%	5.04%	2.83%	5.00%	3.69%	2.84%	0.82%	4.35%	0.24%	0.00%	1.58%	4.07%	2.29%	0.39%	1.82%	5.02%	0.85%	3.17%	2.85%	5.76%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	89	15	4	0	0	0	4	0	3	1	1	18	13	2	0	1	0	6	11	0	0	1	0	0	3	5	1									
		0.70%	1.79%	0.86%	0.00%	0.00%	0.00%	1.59%	0.00%	1.16%	0.94%	1.25%	2.01%	1.68%	0.82%	0.00%	0.12%	0.00%	1.05%	1.49%	0.00%	0.00%	0.36%	0.00%	0.00%	0.40%	1.02%	0.30%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8367	343	411	471	742	33	141	210	106	64	43	316	308	160	43	627	300	430	358	995	196	218	446	446	532	209	219									
