Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																			
Дата голосования: 07.12.2003 0:00:00																																			
																																			
Наименование Избирательной комиссии:    Свободненская городская																																			
																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																			
																																			
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602					
1	"Число избирателей, внесенных в списки"	49631	240	393	1661	2391	1841	2749	1691	838	1836	1017	2269	2367	855	1634	2474	2312	2421	1203	1975	1360	2142	2371	1909	1269	2063	1220	2593	2537					
2	"Число бюллетеней, полученных участковыми комиссиями"	48515	240	355	1870	2300	1700	2700	1600	800	1800	1000	2200	2300	700	1600	2400	2300	2300	1200	2000	1350	2100	2400	1900	1200	2000	1200	2500	2500					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	23566	156	237	1152	958	729	1314	661	344	962	485	1323	1184	311	871	1240	1299	1143	474	979	521	977	1236	743	437	796	444	1429	1161					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1085	23	25	70	38	18	33	33	30	32	16	42	57	147	32	44	44	50	17	66	11	45	31	52	25	32	12	43	17					
6	Число погашенных бюллетеней	23864	61	93	648	1304	953	1353	906	426	806	499	835	1059	242	697	1116	957	1107	709	955	818	1078	1133	1105	738	1172	744	1028	1322					
7	Число бюллетеней в переносных ящиках для голосования	1085	23	25	70	38	18	33	33	30	32	16	42	57	147	32	44	44	50	17	66	11	45	31	52	25	32	12	43	17					
8	Число бюллетеней в стационарных ящиках для голосования	23549	156	237	1152	958	729	1314	661	344	960	485	1320	1184	311	871	1238	1299	1141	474	978	521	975	1235	742	438	796	444	1429	1157					
9	Число недействительных бюллетеней	331	3	8	10	4	7	18	13	12	7	2	8	14	3	15	15	42	14	24	10	3	16	18	7	9	14	9	9	17					
10	Число действительных бюллетеней	24303	176	254	1212	992	740	1329	681	362	985	499	1354	1227	455	888	1267	1301	1177	467	1034	529	1004	1248	787	454	814	447	1463	1157					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	206	3	3	0	3	3	8	3	3	6	3	12	6	3	4	16	11	43	3	9	21	10	14	3	1	3	3	6	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	149	2	0	0	3	0	3	1	2	4	1	11	6	0	2	10	9	43	1	7	21	8	8	0	0	0	1	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	52	1	0	0	3	0	4	1	0	0	1	5	0	0	3	2	6	8	0	1	1	2	6	0	1	3	1	3	0					
14	Число погашенных открепительных удостоверений	57	1	3	0	0	3	5	2	1	2	2	1	0	3	2	6	2	0	2	2	0	2	6	3	1	3	2	1	2					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
18	"1. ""ЕДИНЕНИЕ"""	281	2	2	53	8	8	19	10	7	12	4	10	4	6	8	8	8	5	11	18	9	11	10	5	4	12	7	14	6					
		1.14%	1.11%	0.76%	4.33%	0.80%	1.07%	1.41%	1.44%	1.87%	1.20%	0.79%	0.73%	0.32%	1.31%	0.88%	0.62%	0.59%	0.41%	2.24%	1.72%	1.69%	1.07%	0.78%	0.62%	0.86%	1.44%	1.53%	0.95%	0.51%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	552	5	3	45	19	16	19	13	12	20	5	30	31	7	24	33	30	31	9	37	13	24	18	14	21	9	4	30	30					
		2.24%	2.79%	1.14%	3.68%	1.90%	2.14%	1.41%	1.87%	3.20%	2.01%	0.99%	2.20%	2.49%	1.52%	2.65%	2.57%	2.23%	2.60%	1.83%	3.54%	2.44%	2.35%	1.42%	1.76%	4.53%	1.08%	0.87%	2.03%	2.55%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	714	11	10	20	33	15	41	24	9	28	13	27	30	11	28	40	38	19	9	36	14	40	32	41	8	28	18	52	39					
		2.89%	6.14%	3.81%	1.63%	3.31%	2.00%	3.04%	3.45%	2.40%	2.82%	2.59%	1.98%	2.41%	2.40%	3.10%	3.12%	2.82%	1.59%	1.83%	3.44%	2.63%	3.92%	2.52%	5.16%	1.72%	3.38%	3.94%	3.53%	3.32%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1468	3	5	29	35	22	68	34	18	62	36	142	91	34	54	85	110	121	21	88	33	63	72	32	14	49	8	77	62					
		5.95%	1.67%	1.90%	2.37%	3.51%	2.94%	5.04%	4.89%	4.81%	6.25%	7.18%	10.42%	7.33%	7.42%	5.98%	6.63%	8.19%	10.15%	4.27%	8.42%	6.20%	6.17%	5.68%	4.03%	3.02%	5.91%	1.75%	5.23%	5.28%					
22	"5. ""За Русь Святую"""	95	4	3	8	5	3	6	1	2	2	3	5	2	6	8	3	4	1	0	2	0	5	1	4	0	2	3	7	5					
		0.38%	2.23%	1.14%	0.65%	0.50%	0.40%	0.44%	0.14%	0.53%	0.20%	0.59%	0.36%	0.16%	1.31%	0.88%	0.23%	0.29%	0.08%	0.0%	0.19%	0.0%	0.49%	0.07%	0.50%	0.0%	0.24%	0.65%	0.47%	0.42%					
23	"6. ""Объединенная Российская партия ""Русь"""	59	2	0	8	2	1	6	1	1	1	1	0	2	2	3	3	2	6	4	0	3	1	3	1	1	1	2	0	2					
		0.23%	1.11%	0.0%	0.65%	0.20%	0.13%	0.44%	0.14%	0.26%	0.10%	0.19%	0.0%	0.16%	0.43%	0.33%	0.23%	0.14%	0.50%	0.81%	0.0%	0.56%	0.09%	0.23%	0.12%	0.21%	0.12%	0.43%	0.0%	0.17%					
24	"7. ""Новый курс - Автомобильная Россия"""	233	1	0	23	15	9	12	5	3	16	4	20	10	0	6	7	15	12	4	11	4	6	5	10	2	2	4	21	6					
		0.94%	0.55%	0.0%	1.88%	1.50%	1.20%	0.89%	0.72%	0.80%	1.61%	0.79%	1.46%	0.80%	0.0%	0.66%	0.54%	1.11%	1.00%	0.81%	1.05%	0.75%	0.58%	0.39%	1.25%	0.43%	0.24%	0.87%	1.42%	0.51%					
25	"8. ""Народно-республиканская партия России"""	27	0	2	2	1	1	1	0	1	1	0	3	3	0	0	1	1	2	0	1	0	1	1	1	1	1	1	0	1					
		0.10%	0.0%	0.76%	0.16%	0.10%	0.13%	0.07%	0.0%	0.26%	0.10%	0.0%	0.22%	0.24%	0.0%	0.0%	0.07%	0.07%	0.16%	0.0%	0.09%	0.0%	0.09%	0.07%	0.12%	0.21%	0.12%	0.21%	0.0%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	71	1	2	6	4	1	5	3	0	6	0	1	3	1	4	2	7	5	0	4	2	2	2	3	0	2	0	5	0					
		0.28%	0.55%	0.76%	0.49%	0.40%	0.13%	0.37%	0.43%	0.0%	0.60%	0.0%	0.07%	0.24%	0.21%	0.44%	0.15%	0.52%	0.41%	0.0%	0.38%	0.37%	0.19%	0.15%	0.37%	0.0%	0.24%	0.0%	0.33%	0.0%					
27	"10. ""Аграрная партия России"""	708	6	3	9	34	18	37	17	6	36	19	36	48	10	23	50	44	25	12	19	18	38	35	33	10	31	17	46	28					
		2.87%	3.35%	1.14%	0.73%	3.41%	2.40%	2.74%	2.44%	1.60%	3.62%	3.79%	2.64%	3.86%	2.18%	2.54%	3.90%	3.27%	2.09%	2.44%	1.81%	3.38%	3.72%	2.76%	4.15%	2.15%	3.74%	3.72%	3.12%	2.38%					
28	"11. ""Истинные патриоты России"""	136	0	0	115	1	1	1	1	0	0	0	1	0	3	3	3	0	1	1	1	0	2	0	0	0	0	1	0	1					
		0.55%	0.0%	0.0%	9.41%	0.10%	0.13%	0.07%	0.14%	0.0%	0.0%	0.0%	0.07%	0.0%	0.65%	0.33%	0.23%	0.0%	0.08%	0.20%	0.09%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.08%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	168	4	5	11	8	7	6	4	2	1	3	8	9	3	5	11	8	14	4	13	1	3	3	3	1	8	4	9	10					
		0.68%	2.23%	1.90%	0.90%	0.80%	0.93%	0.44%	0.57%	0.53%	0.10%	0.59%	0.58%	0.72%	0.65%	0.55%	0.85%	0.59%	1.17%	0.81%	1.24%	0.18%	0.29%	0.23%	0.37%	0.21%	0.96%	0.87%	0.61%	0.85%					
30	"13. ""Демократическая партия России"""	72	0	0	3	3	5	4	5	1	4	0	3	0	2	1	1	6	2	3	4	2	5	2	0	4	1	3	5	3					
		0.29%	0.0%	0.0%	0.24%	0.30%	0.66%	0.29%	0.72%	0.26%	0.40%	0.0%	0.22%	0.0%	0.43%	0.11%	0.07%	0.44%	0.16%	0.61%	0.38%	0.37%	0.49%	0.15%	0.0%	0.86%	0.12%	0.65%	0.33%	0.25%					
31	"14. ""Великая Россия - Евразийский Союз"""	62	2	1	7	0	1	5	0	5	2	0	4	2	2	1	1	1	3	1	3	1	1	3	2	1	1	0	7	5					
		0.25%	1.11%	0.38%	0.57%	0.0%	0.13%	0.37%	0.0%	1.33%	0.20%	0.0%	0.29%	0.16%	0.43%	0.11%	0.07%	0.07%	0.25%	0.20%	0.28%	0.18%	0.09%	0.23%	0.25%	0.21%	0.12%	0.0%	0.47%	0.42%					
32	"15. ""Партия СЛОН"""	33	1	0	7	1	0	2	1	0	0	0	1	0	1	1	1	1	1	0	3	1	3	1	0	0	3	0	3	1					
		0.13%	0.55%	0.0%	0.57%	0.10%	0.0%	0.14%	0.14%	0.0%	0.0%	0.0%	0.07%	0.0%	0.21%	0.11%	0.07%	0.07%	0.08%	0.0%	0.28%	0.18%	0.29%	0.07%	0.0%	0.0%	0.36%	0.0%	0.20%	0.08%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1781	9	10	11	51	40	101	40	12	60	35	108	111	36	64	139	114	123	23	101	31	98	110	49	27	63	39	102	74					
		7.22%	5.02%	3.81%	0.90%	5.12%	5.35%	7.49%	5.76%	3.20%	6.04%	6.98%	7.92%	8.94%	7.86%	7.08%	10.84%	8.48%	10.32%	4.68%	9.67%	5.82%	9.60%	8.68%	6.17%	5.83%	7.60%	8.55%	6.92%	6.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	56	0	0	6	4	0	4	0	0	3	0	2	1	2	1	1	1	5	0	2	1	1	2	2	1	6	1	4	6					
		0.22%	0.0%	0.0%	0.49%	0.40%	0.0%	0.29%	0.0%	0.0%	0.30%	0.0%	0.14%	0.08%	0.43%	0.11%	0.07%	0.07%	0.41%	0.0%	0.19%	0.18%	0.09%	0.15%	0.25%	0.21%	0.72%	0.21%	0.27%	0.51%					
35	"18. ""ЛДПР"""	4919	35	67	271	237	192	289	126	89	178	98	200	205	75	179	186	218	206	120	197	112	185	276	207	109	152	110	331	269					
		19.96%	19.55%	25.57%	22.17%	23.79%	25.70%	21.45%	18.15%	23.79%	17.94%	19.56%	14.68%	16.51%	16.37%	19.82%	14.50%	16.23%	17.29%	24.43%	18.86%	21.05%	18.13%	21.80%	26.07%	23.54%	18.35%	24.12%	22.48%	22.91%					
