Выборы Президента Российской Федерации																																																																																	
Дата голосования: 04.03.2012																																																																																	
																																																																																	
Наименование Избирательной комиссии:    Домодедовская																																																																																	
																																																																																	
Сводная таблица итогов голосования																																																																																	
																																																																																	
	Число участковых избирательных комиссий	70																																																																															
	Число участковых избирательных комиссий, приступивших к передаче сведений	70																																																																															
																																																																																	
		Сумма	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427									
1	Число избирателей, включенных в список избирателей	114443	1686	2320	2281	1786	2233	2478	1692	1963	2428	2609	2497	1873	2389	2415	1861	1946	1984	1726	2549	2661	2591	2447	2567	2173	2321	1622	2310	1434	1634	1765	2283	1344	971	924	1519	1305	1084	630	1450	1355	1571	237	193	2367	1306	1553	668	1389	3038	312	259	899	217	2626	1863	2180	1160	1079	1583	1892	957	1386	1002	1678	641	1696	1926	476	984	199									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	93820	1250	1850	1850	1350	1650	1950	1350	1550	1850	1820	1950	1450	1750	2000	1450	1500	1500	1350	2000	2150	2000	1850	1950	1750	1850	1250	1850	1150	1350	1450	1850	1000	850	800	1150	1000	850	600	1150	1000	1250	200	150	1850	1000	1250	700	1150	2000	300	250	800	150	2100	1450	1700	1000	800	1350	1500	900	1000	850	1250	600	1850	1650	500	2000	2000									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	66067	986	1160	1245	948	1349	1377	952	1070	1443	1690	1443	1004	1377	1250	1094	1154	1177	1102	1630	1423	1633	1346	1547	1151	1313	956	1315	801	876	999	1282	761	642	607	945	793	612	331	776	688	886	67	96	1492	719	843	284	838	1381	172	84	447	121	1429	1070	1376	589	686	879	1061	711	809	578	1017	404	963	1451	183	984	199									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2890	25	55	37	25	10	26	28	42	43	42	26	41	41	52	29	14	28	10	13	63	47	18	14	36	42	4	16	36	32	44	23	94	37	17	17	17	38	47	64	91	70	71	28	102	37	94	61	18	53	17	84	48	21	99	40	26	53	46	24	24	29	43	75	48	18	3	4	270	0	0									
6	Число погашенных избирательных бюллетеней	24858	239	635	568	377	291	547	370	438	364	88	481	405	332	698	327	332	295	238	357	664	320	486	389	563	495	290	519	313	442	407	545	145	171	176	188	190	200	222	310	221	293	62	26	254	244	313	355	294	566	111	81	305	8	572	340	298	358	68	447	415	159	148	197	185	178	884	195	47	1016	1801									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2890	25	55	37	25	10	26	28	42	43	42	26	41	41	52	29	14	28	10	13	63	47	18	14	36	42	4	16	36	32	44	23	94	37	17	17	17	38	47	64	91	70	71	28	102	37	94	61	18	53	17	84	48	21	99	40	26	53	46	24	24	29	43	75	48	18	3	4	270	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	65865	986	1160	1245	948	1328	1375	952	1070	1443	1690	1442	963	1377	1249	1094	1151	1177	1102	1590	1423	1633	1346	1465	1150	1313	952	1315	801	876	999	1282	761	642	607	945	793	612	331	776	688	886	67	96	1492	719	843	284	838	1381	172	84	447	121	1428	1070	1376	589	683	879	1061	711	809	578	1017	402	963	1451	183	984	199									
9	Число недействительных избирательных бюллетеней	1055	15	22	14	17	17	14	13	12	27	23	22	12	35	10	14	15	18	13	29	20	25	28	16	20	23	19	22	15	21	16	18	12	9	9	11	18	9	1	9	11	22	1	1	26	13	17	8	15	25	5	3	10	1	21	16	25	4	8	10	15	15	18	11	25	7	15	22	4	15	3									
10	Число действительных избирательных бюллетеней	67700	996	1193	1268	956	1321	1387	967	1100	1459	1709	1446	992	1383	1291	1109	1150	1187	1099	1574	1466	1655	1336	1463	1166	1332	937	1309	822	887	1027	1287	843	670	615	951	792	641	377	831	768	934	137	123	1568	743	920	337	841	1409	184	165	485	141	1506	1094	1377	638	721	893	1070	725	834	642	1040	413	951	1433	449	969	196									
11	Число полученных открепительных  удостоверений	1832	20	35	25	30	32	27	20	22	40	33	35	25	30	25	25	24	25	30	43	37	38	35	32	20	20	30	31	25	25	26	30	20	20	20	30	20	15	10	15	25	31	5	5	50	25	20	149	37	37	26	10	25	3	25	36	27	9	25	20	29	18	25	23	25	20	35	22	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	1792	19	34	25	28	31	27	20	21	38	32	35	25	26	24	24	24	23	30	43	37	38	35	31	20	20	30	29	25	23	25	29	20	20	18	30	20	10	9	15	20	31	5	5	50	25	20	149	37	37	26	10	25	3	25	36	27	9	25	20	29	18	25	23	25	18	35	21	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	4977	156	23	31	84	49	40	17	26	225	356	76	84	183	29	63	32	51	74	102	25	111	31	95	16	73	61	16	30	10	20	22	87	54	37	24	34	64	18	32	29	34	2	21	179	32	14	21	29	39	15	2	15	14	63	52	79	72	206	47	28	60	72	32	34	5	14	6	17	984	199									
14	Число неиспользованных открепительных удостоверений	39	1	1	0	2	1	0	0	0	2	1	0	0	4	1	1	0	2	0	0	0	0	0	1	0	0	0	2	0	2	1	1	0	0	2	0	0	5	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0									
