Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Исетская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353					
1	"Число избирателей, внесенных в списки"	18786	1545	1617	2126	503	229	562	71	88	408	217	87	1579	110	140	277	1084	361	421	369	637	589	805	986	864	342	148	113	160	549	138	127	332	820	143	161	78					
2	"Число бюллетеней, полученных участковыми комиссиями"	18881	1543	1607	2151	501	230	564	71	86	400	220	87	1586	105	139	270	1168	368	425	374	631	582	800	996	870	345	147	115	154	547	143	120	326	836	142	154	78					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11416	806	862	1096	345	157	389	54	67	237	110	66	807	81	95	183	809	222	261	243	451	469	482	528	528	200	107	66	113	342	89	116	226	547	83	105	74					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1330	40	85	68	40	20	64	10	5	17	38	7	131	12	3	17	76	58	55	14	14	58	28	111	79	56	0	13	17	55	25	0	12	64	20	18	0					
6	Число погашенных бюллетеней	6135	697	660	987	116	53	111	7	14	146	72	14	648	12	41	70	283	88	109	117	166	55	290	357	263	89	40	36	24	150	29	4	88	225	39	31	4					
7	Число бюллетеней в переносных ящиках для голосования	1330	40	85	68	40	20	64	10	5	17	38	7	131	12	3	17	76	58	55	14	14	58	28	111	79	56	0	13	17	55	25	0	12	64	20	18	0					
8	Число бюллетеней в стационарных ящиках для голосования	11416	806	862	1096	345	157	389	54	67	237	110	66	807	81	95	183	809	222	261	243	451	469	482	528	528	200	107	66	113	342	89	116	226	547	83	105	74					
9	Число недействительных бюллетеней	112	11	0	8	3	0	5	0	1	2	4	0	11	4	4	3	3	2	3	6	1	1	4	6	4	4	0	0	2	8	2	1	0	5	0	4	0					
10	Число действительных бюллетеней	12634	835	947	1156	382	177	448	64	71	252	144	73	927	89	94	197	882	278	313	251	464	526	506	633	603	252	107	79	128	389	112	115	238	606	103	119	74					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	291	20	25	25	9	5	6	2	2	10	5	2	17	0	3	3	19	8	9	8	9	4	10	30	12	6	2	4	2	10	2	2	4	12	0	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	189	17	25	21	3	0	3	0	0	0	2	0	17	0	0	1	19	4	3	7	9	4	10	13	9	6	0	3	0	0	1	0	0	12	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	101	7	28	6	2	0	1	1	2	2	0	1	1	3	3	2	3	2	1	3	2	1	3	4	6	0	2	2	0	1	1	2	2	2	1	4	0					
