Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																				
Дата голосования: 02.12.2007																																				
																																				
Наименование Избирательной комиссии:    ТИК Ленинского района г.Перми																																				
																																				
Сводная таблица результатов выборов																																				
																																				
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129					
1	"Число избирателей, внесенных в списки избирателей"	42759	1993	1771	959	1753	1676	1277	1608	1794	1283	1968	1548	1545	1452	1703	1843	1745	1766	2209	1755	1738	1571	1685	516	1331	1641	760	917	858	94					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35750	1540	1350	1230	1300	1290	1000	1220	2000	980	1510	1200	1200	1100	1200	1310	1350	1410	1690	1430	1370	1250	1300	1120	950	1250	1000	1000	1000	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	24621	821	762	919	936	854	699	759	1794	656	1226	909	680	629	780	891	964	952	1062	1014	946	774	1038	468	619	893	760	917	805	94					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	712	26	12	20	23	49	29	26	0	27	34	41	28	24	36	22	44	47	11	27	53	34	40	48	2	9	0	0	0	0					
6	Число погашенных избирательных бюллетеней	10417	693	576	291	341	387	272	435	206	297	250	250	492	447	384	397	342	411	617	389	371	442	222	604	329	348	240	83	195	106					
7	Число избирательных бюллетеней в переносных ящиках для голосования	712	26	12	20	23	49	29	26	0	27	34	41	28	24	36	22	44	47	11	27	53	34	40	48	2	9	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24612	819	762	919	935	853	699	759	1794	656	1226	909	679	628	779	891	963	952	1061	1014	946	774	1038	468	619	893	760	917	805	94					
9	Число недействительных избирательных бюллетеней	305	10	8	7	8	10	6	13	34	14	16	12	9	7	9	6	18	19	16	17	12	11	8	4	7	10	5	4	5	0					
10	Число действительных избирательных бюллетеней	25019	835	766	932	950	892	722	772	1760	669	1244	938	698	645	806	907	989	980	1056	1024	987	797	1070	512	614	892	755	913	800	94					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	860	30	60	30	30	40	30	30	0	30	40	30	30	30	30	40	30	60	50	50	30	30	40	30	30	30	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	682	16	58	28	30	35	24	19	0	23	31	25	24	26	28	30	21	49	43	44	23	25	30	25	12	13	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2834	27	80	12	26	10	44	17	1794	24	21	22	73	28	37	15	25	11	16	22	12	15	27	16	18	23	182	0	214	23					
14	Число погашенных неиспользованных открепительных удостоверений	178	14	2	2	0	5	6	11	0	7	9	5	6	4	2	10	9	11	7	6	7	5	10	5	18	17	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	1	0	0	1	0	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	1.Политическая партия «Аграрная партия России»	708	29	16	28	35	30	34	24	23	19	46	34	14	20	34	28	30	31	32	34	29	27	27	17	11	26	3	2	22	3					
		2.80%	3.43%	2.07%	2.98%	3.65%	3.33%	4.67%	3.06%	1.28%	2.78%	3.65%	3.58%	1.98%	3.07%	4.17%	3.07%	2.98%	3.10%	2.99%	3.27%	2.90%	3.34%	2.50%	3.29%	1.77%	2.88%	0.39%	0.22%	2.73%	3.19%					
19	2.Всероссийская политическая партия «Гражданская Сила»	670	27	23	24	35	43	23	18	19	27	37	36	18	20	13	22	25	27	22	43	26	31	33	9	27	26	0	0	16	0					
		2.65%	3.20%	2.97%	2.56%	3.65%	4.77%	3.16%	2.29%	1.06%	3.95%	2.94%	3.79%	2.55%	3.07%	1.60%	2.41%	2.48%	2.70%	2.05%	4.13%	2.60%	3.84%	3.06%	1.74%	4.35%	2.88%	0.00%	0.00%	1.99%	0.00%					
20	3.Политическая партия «Демократическая партия России»	61	1	1	3	3	3	3	1	2	1	4	2	2	0	1	7	5	3	3	0	3	1	2	0	4	3	1	0	1	1					
		0.24%	0.12%	0.13%	0.32%	0.31%	0.33%	0.41%	0.13%	0.11%	0.15%	0.32%	0.21%	0.28%	0.00%	0.12%	0.77%	0.50%	0.30%	0.28%	0.00%	0.30%	0.12%	0.19%	0.00%	0.64%	0.33%	0.13%	0.00%	0.12%	1.06%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2933	101	92	123	112	119	93	114	79	80	184	169	80	79	94	107	134	151	103	153	137	112	218	33	76	93	7	5	59	26					
		11.58%	11.95%	11.89%	13.10%	11.69%	13.19%	12.77%	14.52%	4.40%	11.71%	14.60%	17.79%	11.32%	12.12%	11.53%	11.72%	13.31%	15.12%	9.61%	14.70%	13.71%	13.86%	20.22%	6.40%	12.24%	10.31%	0.92%	0.55%	7.33%	27.66%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	1388	55	36	56	67	62	50	61	37	47	98	57	46	30	49	48	39	61	74	69	42	53	61	13	58	95	3	0	20	1					
		5.48%	6.51%	4.65%	5.96%	6.99%	6.87%	6.87%	7.77%	2.06%	6.88%	7.78%	6.00%	6.51%	4.60%	6.01%	5.26%	3.87%	6.11%	6.90%	6.63%	4.20%	6.56%	5.66%	2.52%	9.34%	10.53%	0.39%	0.00%	2.48%	1.06%					
23	6.Политическая партия «Партия социальной справедливости»	56	0	2	1	1	3	3	2	2	3	4	5	0	1	1	2	1	2	5	1	2	1	4	1	3	1	0	0	4	1					
		0.22%	0.00%	0.26%	0.11%	0.10%	0.33%	0.41%	0.25%	0.11%	0.44%	0.32%	0.53%	0.00%	0.15%	0.12%	0.22%	0.10%	0.20%	0.47%	0.10%	0.20%	0.12%	0.37%	0.19%	0.48%	0.11%	0.00%	0.00%	0.50%	1.06%					
24	7.Политическая партия «Либерально-демократическая партия России»	2500	82	95	96	96	71	70	81	199	86	112	83	67	76	86	84	104	93	159	79	94	96	86	61	81	101	53	27	78	4					
		9.87%	9.70%	12.27%	10.22%	10.02%	7.87%	9.62%	10.32%	11.09%	12.59%	8.89%	8.74%	9.48%	11.66%	10.55%	9.20%	10.33%	9.31%	14.83%	7.59%	9.41%	11.88%	7.98%	11.82%	13.04%	11.20%	6.97%	2.94%	9.69%	4.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1843	62	76	91	83	75	59	56	57	41	121	84	53	38	67	75	74	83	78	86	85	78	102	32	44	65	6	3	61	8					
		7.28%	7.34%	9.82%	9.69%	8.66%	8.31%	8.10%	7.13%	3.18%	6.00%	9.60%	8.84%	7.50%	5.83%	8.22%	8.21%	7.35%	8.31%	7.28%	8.26%	8.51%	9.65%	9.46%	6.20%	7.09%	7.21%	0.79%	0.33%	7.58%	8.51%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	302	9	12	8	10	14	12	13	18	9	20	7	8	7	12	12	18	10	15	18	12	6	14	14	1	9	3	0	9	2					
		1.19%	1.07%	1.55%	0.85%	1.04%	1.55%	1.65%	1.66%	1.00%	1.32%	1.59%	0.74%	1.13%	1.07%	1.47%	1.31%	1.79%	1.00%	1.40%	1.73%	1.20%	0.74%	1.30%	2.71%	0.16%	0.99%	0.39%	0.00%	1.12%	2.13%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	13489	421	372	446	445	404	341	374	1298	316	541	418	377	353	418	482	516	479	524	503	535	358	470	328	270	388	678	874	513	47					
		53.27%	49.82%	48.06%	47.50%	46.45%	44.79%	46.84%	47.64%	72.35%	46.27%	42.94%	44.00%	53.32%	54.14%	51.29%	52.79%	51.24%	47.95%	48.88%	48.32%	53.55%	44.31%	43.60%	63.57%	43.48%	43.02%	89.21%	95.31%	63.73%	50.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1069	48	41	56	63	68	34	28	26	40	77	43	33	21	31	40	43	40	41	38	22	34	53	4	39	85	1	2	17	1					
		4.22%	5.68%	5.30%	5.96%	6.58%	7.54%	4.67%	3.57%	1.45%	5.86%	6.11%	4.53%	4.67%	3.22%	3.80%	4.38%	4.27%	4.00%	3.82%	3.65%	2.20%	4.21%	4.92%	0.78%	6.28%	9.42%	0.13%	0.22%	2.11%	1.06%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
