Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Убинская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046					
1	"Число избирателей, внесенных в списки"	13862	1684	1497	1383	326	73	348	199	246	51	38	246	43	467	770	274	206	146	718	118	137	459	518	298	93	435	155	508	146	421	75	1079	379	133	60	133					
2	"Число бюллетеней, полученных участковыми комиссиями"	14000	1701	1531	1402	322	74	345	201	248	53	42	247	45	467	783	270	207	149	719	119	141	468	518	291	96	443	156	503	146	420	80	1098	380	135	65	135					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9066	970	834	760	162	50	246	142	198	45	36	195	30	288	553	230	151	94	425	101	101	314	281	258	88	308	88	408	118	323	68	668	268	96	55	114					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	311	48	41	61	28	3	18	0	0	0	0	6	0	0	0	0	0	0	6	0	0	15	6	0	0	15	37	0	0	0	0	23	0	4	0	0					
6	Число погашенных бюллетеней	4619	683	656	581	132	21	81	59	50	8	6	46	15	179	230	40	56	55	288	18	40	139	227	33	8	120	31	95	28	97	12	407	112	35	10	21					
7	Число бюллетеней в переносных ящиках для голосования	311	48	41	61	28	3	18	0	0	0	0	6	0	0	0	0	0	0	6	0	0	15	6	0	0	15	37	0	0	0	0	23	0	4	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	9065	970	833	760	162	50	246	142	198	45	36	195	30	288	553	230	151	94	425	101	101	314	281	258	88	308	88	408	118	323	68	668	268	96	55	114					
9	Число недействительных бюллетеней	178	16	25	12	4	1	2	1	0	0	0	14	0	8	6	2	0	2	9	0	6	3	8	1	2	15	0	7	10	5	3	5	10	0	1	0					
10	Число действительных бюллетеней	9198	1002	849	809	186	52	262	141	198	45	36	187	30	280	547	228	151	92	422	101	95	326	279	257	86	308	125	401	108	318	65	686	258	100	54	114					
