Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Черноярская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386					
1	"Число избирателей, внесенных в список избирателей"	14812	1496	1491	2206	1009	1243	986	807	804	516	324	771	746	1228	1185					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15198	1520	1570	2240	1010	1275	1000	825	825	523	340	805	750	1305	1210					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7198	725	586	1046	452	602	500	306	402	318	198	378	325	671	689					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	856	93	57	33	30	35	66	60	59	22	25	33	144	131	68					
6	Число погашенных избирательных бюллетеней	7144	702	927	1161	528	638	434	459	364	183	117	394	281	503	453					
7	Число избирательных бюллетеней в переносных ящиках для голосования	856	93	57	33	30	35	66	60	59	22	25	33	144	131	68					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7198	725	586	1046	452	602	500	306	402	318	198	378	325	671	689					
9	Число недействительных избирательных бюллетеней	105	2	4	20	12	9	3	6	11	12	4	5	6	7	4					
10	Число действительных избирательных бюллетеней	7949	816	639	1059	470	628	563	360	450	328	219	406	463	795	753					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	290	15	20	30	15	20	15	15	15	15	25	25	15	50	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	242	5	16	25	15	20	13	15	15	5	25	23	0	50	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	57	5	4	3	3	3	2	3	4	3	6	5	6	7	3					
14	Число погашенных неиспользованных открепительных удостоверений	48	10	4	5	0	0	2	0	0	10	0	2	15	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	1	2	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	796	35	3	206	75	79	68	43	43	21	17	60	33	45	68					
		9.88%	4.28%	0.47%	19.09%	15.56%	12.40%	12.01%	11.75%	9.33%	6.18%	7.62%	14.60%	7.04%	5.61%	8.98%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	817	35	62	150	79	81	64	46	68	23	30	27	43	43	66					
		10.14%	4.28%	9.64%	13.90%	16.39%	12.72%	11.31%	12.57%	14.75%	6.76%	13.45%	6.57%	9.17%	5.36%	8.72%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	0	2	6	5	6	6	1	2	2	2	6	6	3	4					
		0.63%	0.00%	0.31%	0.56%	1.04%	0.94%	1.06%	0.27%	0.43%	0.59%	0.90%	1.46%	1.28%	0.37%	0.53%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1739	154	160	285	113	183	126	100	92	55	23	72	142	124	110					
		21.59%	18.83%	24.88%	26.41%	23.44%	28.73%	22.26%	27.32%	19.96%	16.18%	10.31%	17.52%	30.28%	15.46%	14.53%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	2	5	17	8	15	5	6	2	2	1	0	1	13	4					
		1.01%	0.24%	0.78%	1.58%	1.66%	2.35%	0.88%	1.64%	0.43%	0.59%	0.45%	0.00%	0.21%	1.62%	0.53%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4430	588	407	390	188	263	294	161	238	219	144	240	236	566	496					
		55.00%	71.88%	63.30%	36.14%	39.00%	41.29%	51.94%	43.99%	51.63%	64.41%	64.57%	58.39%	50.32%	70.57%	65.52%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	35	2	0	5	2	1	0	3	5	6	2	1	2	1	5					
		0.43%	0.24%	0.00%	0.46%	0.41%	0.16%	0.00%	0.82%	1.08%	1.76%	0.90%	0.24%	0.43%	0.12%	0.66%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
