Выборы Президента Российской Федерации																																																																							
Дата голосования: 18.03.2018																																																																							
																																																																							
Наименование Избирательной комиссии:    Хайбуллинская																																																																							
																																																																							
Сводная таблица итогов голосования																																																																							
																																																																							
	Число участковых избирательных комиссий	60																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	60																																																																					
																																																																							
		Сумма	УИК №3192	УИК №3193	УИК №3194	УИК №3195	УИК №3196	УИК №3197	УИК №3198	УИК №3199	УИК №3200	УИК №3201	УИК №3202	УИК №3203	УИК №3204	УИК №3205	УИК №3206	УИК №3207	УИК №3208	УИК №3209	УИК №3210	УИК №3211	УИК №3212	УИК №3213	УИК №3214	УИК №3215	УИК №3216	УИК №3217	УИК №3218	УИК №3219	УИК №3220	УИК №3221	УИК №3222	УИК №3223	УИК №3224	УИК №3225	УИК №3226	УИК №3227	УИК №3228	УИК №3229	УИК №3230	УИК №3231	УИК №3232	УИК №3233	УИК №3234	УИК №3235	УИК №3236	УИК №3237	УИК №3238	УИК №3239	УИК №3240	УИК №3241	УИК №3242	УИК №3243	УИК №3244	УИК №3245	УИК №3246	УИК №3247	УИК №3248	УИК №3249	УИК №3250	УИК №3251									
1	"Число избирателей, включенных в список избирателей"	23456	283	238	93	90	100	316	121	63	123	931	791	610	981	1812	453	545	384	380	1177	418	634	942	550	74	73	84	192	354	849	208	416	259	606	248	147	226	756	240	101	248	125	131	407	809	194	387	582	198	104	218	206	126	585	369	404	710	167	201	322	95									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22487	280	224	82	83	94	313	109	57	108	888	744	568	973	1782	425	536	346	359	1177	386	583	949	533	69	67	81	180	351	804	199	395	237	579	231	133	207	731	225	89	234	117	120	390	760	177	385	564	189	99	208	189	132	605	338	379	690	161	189	297	87									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19221	191	168	74	69	68	238	104	50	80	764	626	509	814	1523	367	451	300	313	1018	360	521	817	484	52	59	71	138	332	676	168	368	213	495	212	111	201	582	184	75	180	95	86	308	679	149	310	441	122	80	157	173	118	585	320	343	594	140	183	236	76									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	623	13	11	4	0	3	0	0	0	0	34	46	9	17	23	7	13	9	11	45	11	19	21	12	3	7	2	12	0	15	1	14	7	39	0	6	6	22	5	0	1	4	11	5	25	11	18	24	10	6	5	3	5	0	0	5	24	4	0	11	4									
6	Число погашенных избирательных бюллетеней	2643	76	45	4	14	23	75	5	7	28	90	72	50	142	236	51	72	37	35	114	15	43	111	37	14	1	8	30	19	113	30	13	17	45	19	16	0	127	36	14	53	18	23	77	56	17	57	99	57	13	46	13	9	20	18	31	72	17	6	50	7									
