Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																											
Дата голосования: 04.12.2011																																											
																																											
Наименование Избирательной комиссии:    Тавдинская																																											
																																											
Сводная таблица результатов выборов																																											
																																											
		Сумма	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926					
1	"Число избирателей, внесенных в список избирателей"	34797	630	585	507	692	501	782	559	1947	1932	865	1596	1519	1269	1191	1940	1628	2134	1981	272	1668	724	1883	820	1398	186	50	157	702	373	435	205	282	809	480	311	1784					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34955	600	580	480	750	500	800	550	1950	1920	890	1650	1550	1260	1250	1930	1620	2135	1890	260	1685	710	1920	775	1390	200	55	155	720	370	445	200	295	815	500	320	1835					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	1	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	15811	285	208	216	347	216	331	189	858	868	387	797	687	587	546	1018	873	1045	921	107	704	353	821	288	611	99	27	76	257	153	166	84	118	265	247	177	879					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1939	133	67	24	28	19	42	41	63	65	18	52	45	19	29	49	100	80	111	30	40	15	78	90	146	2	0	4	107	66	109	16	19	110	37	37	48					
6	Число погашенных избирательных бюллетеней	17199	182	305	240	375	265	427	320	1029	987	485	801	818	654	675	863	647	1010	858	123	941	342	1021	397	633	99	28	75	354	151	168	99	157	440	216	106	908					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1945	133	67	24	28	19	42	41	63	65	18	52	45	19	29	49	100	80	111	30	40	15	78	90	146	2	0	4	109	66	111	17	20	110	37	37	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15811	285	208	216	347	216	331	189	858	868	387	797	687	587	546	1018	873	1045	921	107	704	353	821	288	611	99	27	76	257	153	166	84	118	265	247	177	879					
9	Число недействительных избирательных бюллетеней	247	0	1	4	9	1	4	0	16	11	8	10	17	8	7	21	24	13	13	0	5	4	15	7	12	1	1	0	2	4	2	1	3	0	3	4	16					
10	Число действительных избирательных бюллетеней	17509	418	274	236	366	234	369	230	905	922	397	839	715	598	568	1046	949	1112	1019	137	739	364	884	371	745	100	26	80	364	215	275	100	135	375	281	210	911					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1046	20	10	10	35	20	20	10	40	50	30	49	40	30	30	45	50	55	50	5	27	20	45	15	40	20	20	10	20	30	10	20	20	20	50	20	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	784	16	8	5	30	17	11	8	39	44	15	44	33	28	24	41	39	54	44	5	25	15	40	10	27	9	7	6	13	7	10	3	7	12	30	8	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	495	7	14	10	4	18	6	11	17	17	16	13	18	23	17	23	39	37	19	5	13	13	14	34	38	2	5	8	7	9	3	1	3	8	6	2	15					
14	Число погашенных неиспользованных открепительных удостоверений	262	4	2	5	5	3	9	2	1	6	15	5	7	2	6	4	11	1	6	0	2	5	5	5	13	11	13	4	7	23	0	17	13	8	20	12	10					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	73	2	1	4	2	2	1	0	3	5	2	4	3	3	4	9	2	4	2	0	5	0	3	0	0	0	0	0	1	0	1	0	0	1	1	1	7					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4713	125	74	56	86	59	82	50	204	223	121	273	208	207	160	331	295	332	297	25	171	128	255	102	176	14	2	11	51	38	65	23	18	80	42	24	305					
		26.54%	29.90%	26.91%	23.33%	22.93%	25.11%	21.98%	21.74%	22.15%	23.90%	29.88%	32.16%	28.42%	34.16%	27.83%	31.02%	30.32%	29.51%	28.78%	18.25%	22.98%	34.78%	28.36%	26.98%	23.25%	13.86%	7.41%	13.75%	13.93%	17.35%	23.47%	22.77%	13.04%	21.33%	14.79%	11.21%	32.90%					
