Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																												
Дата голосования: 02.12.2007																																												
																																												
Наименование Избирательной комиссии:    Тавдинская																																												
																																												
Сводная таблица результатов выборов																																												
																																												
		Сумма	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926					
1	"Число избирателей, внесенных в списки избирателей"	35818	137	678	612	534	791	526	796	576	1841	1888	880	1761	1467	1293	1249	2043	1759	2065	2083	287	1750	709	2102	691	1423	196	59	166	760	369	436	195	289	795	471	312	1829					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35045	150	650	600	500	750	500	750	550	1950	1900	850	1650	1250	1300	1200	2000	1600	2000	1850	250	1650	750	2050	850	1450	200	73	173	820	408	467	204	316	800	500	334	1750					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	4	4	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19525	121	328	271	272	435	266	425	295	971	1034	486	913	766	711	654	1217	995	1176	1030	124	904	410	1171	361	902	103	38	115	391	167	193	136	152	384	298	238	1072					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2398	16	100	121	38	53	29	48	24	88	46	32	90	54	24	41	67	115	88	167	47	61	66	141	17	135	12	0	0	74	143	144	11	46	144	40	10	66					
6	Число погашенных избирательных бюллетеней	13104	13	222	208	190	262	205	277	231	891	820	332	647	430	565	505	716	490	736	653	79	685	274	738	472	413	85	35	58	351	98	124	53	114	272	162	86	612					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2416	16	100	121	38	53	29	48	24	88	46	32	90	54	24	41	67	115	88	167	47	61	66	141	17	135	12	0	0	78	143	150	15	50	144	40	10	66					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19524	121	328	271	272	435	266	425	295	971	1034	486	913	766	711	654	1217	995	1175	1030	124	904	410	1171	361	902	103	38	115	391	167	193	136	152	384	298	238	1072					
9	Число недействительных избирательных бюллетеней	137	0	1	4	0	3	2	2	0	5	10	2	8	2	4	10	10	5	7	11	0	4	6	10	5	6	1	0	0	3	0	1	0	2	2	2	0	9					
10	Число действительных избирательных бюллетеней	21803	137	427	388	310	485	293	471	319	1054	1070	516	995	818	731	685	1274	1105	1256	1186	171	961	470	1302	373	1031	114	38	115	466	310	342	151	200	526	336	248	1129					
