Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																						
Дата голосования: 02.12.2007																																																						
																																																						
Наименование Избирательной комиссии:    Давлекановская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795					
1	"Число избирателей, внесенных в списки избирателей"	30155	1368	671	1155	1247	1571	1649	1383	1215	1164	990	1606	1328	1279	996	258	397	445	382	289	550	375	327	354	584	274	466	383	570	174	233	207	167	609	955	443	443	292	188	307	224	601	480	461	379	419	157	140					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	28927	1230	640	1080	1140	1470	1580	1332	1120	1070	980	1560	1303	1210	960	255	390	430	376	280	540	360	310	340	580	270	440	375	564	171	230	205	160	601	940	440	420	288	180	303	210	585	475	456	378	400	150	150					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26603	1182	569	1013	1098	1358	1509	1284	956	1054	892	1382	1231	1153	898	211	340	404	342	241	505	229	273	287	524	226	361	283	544	161	223	198	157	547	871	411	386	264	177	288	202	533	434	438	358	362	147	97					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1753	48	45	60	24	62	47	27	66	14	13	97	33	44	19	44	48	26	34	39	34	127	37	53	50	41	79	92	20	10	7	7	3	54	40	29	34	24	3	15	8	44	37	18	14	38	3	42					
6	Число погашенных избирательных бюллетеней	571	0	26	7	18	50	24	21	98	2	75	81	39	13	43	0	2	0	0	0	1	4	0	0	6	3	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	8	4	0	6	0	0	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1753	48	45	60	24	62	47	27	66	14	13	97	33	44	19	44	48	26	34	39	34	127	37	53	50	41	79	92	20	10	7	7	3	54	40	29	34	24	3	15	8	44	37	18	14	38	3	42					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26602	1182	569	1013	1098	1358	1509	1284	956	1054	892	1382	1231	1153	898	211	340	404	342	241	505	229	273	287	524	226	361	283	544	161	223	198	157	547	870	411	386	264	177	288	202	533	434	438	358	362	147	97					
9	Число недействительных избирательных бюллетеней	154	0	0	4	4	9	4	4	5	3	4	10	0	9	2	1	0	0	0	21	6	0	13	1	7	0	18	0	0	0	0	0	0	0	8	0	1	0	10	6	2	2	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	28201	1230	614	1069	1118	1411	1552	1307	1017	1065	901	1469	1264	1188	915	254	388	430	376	259	533	356	297	339	567	267	422	375	564	171	230	205	160	601	902	440	419	288	170	297	208	575	471	456	372	400	150	139					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	479	20	10	20	21	20	40	23	15	23	23	20	10	12	15	3	5	7	5	5	5	8	3	6	5	3	5	5	3	2	2	2	2	20	35	15	2	10	5	5	5	10	10	4	2	6	2	0					
