Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																		
Дата голосования: 04.12.2011																																																		
																																																		
Наименование Избирательной комиссии:    Давлекановская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №1734	УИК №1735	УИК №1736	УИК №1737	УИК №1738	УИК №1739	УИК №1740	УИК №1741	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776					
1	"Число избирателей, внесенных в список избирателей"	31248	1448	678	1218	1318	1636	1642	2045	1872	1303	1481	1266	1163	1192	430	257	418	460	333	578	411	332	371	667	288	472	376	607	178	440	147	601	1028	441	444	291	517	253	681	484	449	369	560	103					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31820	1445	680	1205	1320	1661	1635	2075	1896	1337	1489	1285	1180	1184	443	259	445	460	338	590	420	331	370	685	287	478	379	693	178	447	150	628	1046	453	461	306	520	255	690	493	472	378	593	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	22152	1272	322	515	901	985	741	1305	1181	1261	1052	959	634	913	313	223	366	411	265	505	383	272	296	397	241	305	225	581	168	353	134	340	548	371	385	261	429	224	393	442	407	353	433	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1729	35	26	49	22	59	44	40	34	12	91	54	35	17	53	29	38	42	61	53	0	39	39	71	41	44	26	18	8	59	6	67	57	62	55	21	68	19	82	33	28	7	71	14					
6	Число погашенных избирательных бюллетеней	7939	138	332	641	397	617	850	730	681	64	346	272	511	254	77	7	41	7	12	32	37	20	35	217	5	129	128	94	2	35	10	221	441	20	21	24	23	12	215	18	37	18	89	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1729	35	26	49	22	59	44	40	34	12	91	54	35	17	53	29	38	42	61	53	0	39	39	71	41	44	26	18	8	59	6	67	57	62	55	21	68	19	82	33	28	7	71	14					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22151	1272	322	515	901	985	740	1305	1181	1261	1052	959	634	913	313	223	366	411	265	505	383	272	296	397	241	305	225	581	168	353	134	340	548	371	385	261	429	224	393	442	407	353	433	87					
9	Число недействительных избирательных бюллетеней	200	0	3	11	19	14	11	0	17	4	8	8	7	0	3	2	0	0	2	2	0	1	0	5	2	19	9	2	0	0	5	3	8	0	2	2	14	3	3	1	2	0	2	6					
10	Число действительных избирательных бюллетеней	23680	1307	345	553	904	1030	773	1345	1198	1269	1135	1005	662	930	363	250	404	453	324	556	383	310	335	463	280	330	242	597	176	412	135	404	597	433	438	280	483	240	472	474	433	360	502	95					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	471	10	10	20	15	20	23	31	30	19	25	17	20	16	5	5	25	3	4	23	3	3	3	1	3	6	5	3	3	2	2	20	18	13	7	13	4	4	10	8	8	5	6	0					
