Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Тарасовская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1159	УИК №1160	УИК №1161	УИК №1163	УИК №1165	УИК №1166	УИК №1167	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173	УИК №1174	УИК №1175	УИК №1176	УИК №1177	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №2568					
1	"Число избирателей, внесенных в список избирателей"	23916	1136	266	437	792	120	779	407	447	124	283	374	230	272	96	401	528	336	1183	1800	1107	865	765	786	993	652	359	786	216	402	299	317	181	455	239	254	251	200	587	112	801	272	191	310	278	170	214	729	288	826					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	24270	1175	269	447	805	129	795	421	476	134	285	370	246	284	94	409	544	329	1219	1800	1139	817	754	800	1006	667	376	783	227	402	310	331	186	482	242	260	254	202	599	113	798	280	195	313	283	173	219	728	287	813					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	12116	594	172	134	435	79	368	188	226	73	180	234	143	182	62	150	303	147	658	946	489	540	387	396	527	263	154	379	119	263	147	212	87	263	135	127	138	103	266	35	403	105	76	139	114	76	124	319	74	382					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2342	64	26	121	79	13	40	67	41	10	22	40	11	24	14	61	30	36	60	75	77	99	43	42	63	139	46	79	9	21	19	31	23	37	56	60	40	24	42	36	61	47	56	26	40	20	6	103	72	91					
6	Число погашенных избирательных бюллетеней	9812	517	71	192	291	37	387	166	209	51	83	96	92	78	18	198	211	146	501	779	573	178	324	362	416	265	176	325	99	118	144	88	76	182	51	73	76	75	291	42	334	128	63	148	129	77	89	306	141	340					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2342	64	26	121	79	13	40	67	41	10	22	40	11	24	14	61	30	36	60	75	77	99	43	42	63	139	46	79	9	21	19	31	23	37	56	60	40	24	42	36	61	47	56	26	40	20	6	103	72	91					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12115	594	172	134	435	79	368	188	226	73	180	234	143	182	62	150	303	147	658	945	489	540	387	396	527	263	154	379	119	263	147	212	87	263	135	127	138	103	266	35	403	105	76	139	114	76	124	319	74	382					
9	Число недействительных избирательных бюллетеней	226	9	0	2	3	0	7	3	7	1	0	3	1	23	3	2	5	1	4	16	2	13	4	6	11	4	1	5	4	5	2	1	2	1	41	1	0	2	1	0	7	3	2	2	6	0	0	5	2	3					
10	Число действительных избирательных бюллетеней	14231	649	198	253	511	92	401	252	260	82	202	271	153	183	73	209	328	182	714	1004	564	626	426	432	579	398	199	453	124	279	164	242	108	299	150	186	178	125	307	71	457	149	130	163	148	96	130	417	144	470					
