Выборы Президента Российской Федерации																																																																																																									
Дата голосования: 18.03.2018																																																																																																									
																																																																																																									
Наименование Избирательной комиссии:    Белгородская районная																																																																																																									
																																																																																																									
Сводная таблица итогов голосования																																																																																																									
																																																																																																									
	Число участковых избирательных комиссий	94																																																																																																							
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	94																																																																																																							
																																																																																																									
		Сумма	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №519	УИК №738	УИК №794	УИК №924	УИК №1240	УИК №1241									
1	"Число избирателей, включенных в список избирателей"	111891	1071	1193	147	1428	1124	447	527	1159	1098	287	310	274	425	1014	1212	488	757	438	266	1765	1828	1567	1692	997	629	917	124	1211	1170	525	1386	566	1343	481	2471	1122	1650	621	1401	798	1782	1051	338	1611	2489	1655	2367	1979	1658	1224	883	1542	1890	1242	1719	2127	1653	1980	2434	667	324	707	1371	464	261	322	134	260	1234	1172	1655	1485	978	1507	1365	2010	1677	1612	2026	1188	1499	1518	676	1474	1658	1674	1888	1871	1113	1105	1319	1355	1175	1594									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	105116	1050	1150	154	1350	1050	440	480	1150	1100	265	310	270	450	1050	1150	480	740	390	260	1700	1800	1500	1600	1000	610	930	120	1050	1150	530	1350	600	1250	450	1920	1100	1500	600	1180	800	1600	1050	330	1500	2170	1500	2000	1750	1600	1150	830	1400	1750	1200	1600	2200	1500	1900	2200	600	325	700	1320	500	270	330	132	270	1200	1150	1500	1400	950	1450	1300	1850	1600	1500	1800	1100	1400	1500	660	1500	1650	1550	1800	1700	1050	1000	1200	1050	1050	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	72033	656	618	123	776	651	321	236	759	701	208	242	221	290	679	674	341	586	315	166	1321	1339	993	1272	719	492	720	89	827	856	351	912	293	780	265	1574	698	1035	453	1063	392	1148	606	216	1150	1382	1182	1545	1215	1122	660	561	935	1309	548	1267	1522	1019	1293	1515	431	263	600	984	389	186	232	102	204	559	754	1001	782	667	787	741	1184	1034	1047	1075	601	1030	915	559	954	1129	1065	1218	1211	597	859	824	1020	650	1177									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	7688	65	120	14	97	102	36	56	70	130	54	41	30	68	134	199	79	65	51	58	97	65	33	107	85	102	95	13	41	46	134	232	183	89	93	121	102	45	70	32	129	18	155	71	118	117	123	69	71	113	150	89	114	132	232	68	93	82	34	77	80	28	96	97	32	44	58	25	43	130	135	141	167	78	142	112	50	48	46	92	78	50	94	22	56	29	31	54	31	95	36	89	18	22	30									
6	Число погашенных избирательных бюллетеней	25395	329	412	17	477	297	83	188	321	269	3	27	19	92	237	277	60	89	24	36	282	396	474	221	196	16	115	18	182	248	45	206	124	381	92	225	300	420	77	85	279	434	289	43	232	671	195	386	464	365	340	180	351	309	420	265	585	399	573	608	89	34	4	239	79	40	40	5	23	511	261	358	451	205	521	447	616	518	407	633	421	320	491	79	490	492	454	528	458	358	105	287	12	378	293									
