Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Губахинская городская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №901	УИК №902	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926					
1	"Число избирателей, внесенных в списки"	33124	1478	1961	1396	234	1380	1604	1756	2162	1967	2124	2449	501	1551	2166	2437	836	967	2062	503	1171	350	262	566	803	346	92					
2	"Число бюллетеней, полученных участковыми комиссиями"	36000	1700	2100	1400	250	1350	1700	1900	2500	2300	2300	2500	500	1600	2100	2500	1100	1200	2100	700	1400	400	250	600	1000	400	150					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19389	862	1202	679	229	798	931	1072	1242	1240	1313	1436	252	943	1337	1545	389	463	1198	202	592	202	108	350	534	202	68					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1457	119	73	46	0	39	71	59	86	48	26	80	28	40	61	43	74	172	92	73	70	10	58	15	62	12	0					
6	Число погашенных бюллетеней	15143	719	825	675	21	513	698	769	1172	1012	961	984	220	617	702	912	637	565	810	425	727	188	84	235	404	186	82					
7	Число бюллетеней в переносных ящиках для голосования	1468	119	73	46	0	39	71	59	86	48	26	80	28	40	61	43	74	172	92	73	81	10	58	15	62	12	0					
8	Число бюллетеней в стационарных ящиках для голосования	19371	861	1202	679	229	798	931	1072	1242	1240	1313	1423	252	940	1337	1542	389	463	1198	202	592	204	108	350	534	202	68					
9	Число недействительных бюллетеней	264	6	22	8	0	18	12	16	24	13	17	18	13	2	16	11	15	10	9	1	8	2	7	3	8	4	1					
10	Число действительных бюллетеней	20575	974	1253	717	229	819	990	1115	1304	1275	1322	1485	267	978	1382	1574	448	625	1281	274	665	212	159	362	588	210	67					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	14	17	8	3	8	14	16	19	31	18	18	4	14	18	18	7	8	18	4	13	4	3	10	5	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	271	10	17	8	0	8	14	16	19	29	10	18	4	14	18	18	7	8	16	4	9	4	0	10	5	2	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	230	7	8	23	6	8	43	8	7	12	4	10	9	3	2	16	5	3	12	0	3	4	21	5	5	5	1					
14	Число погашенных открепительных удостоверений	27	4	0	0	3	0	0	0	0	2	8	0	0	0	0	0	0	0	2	0	4	0	3	0	0	1	0					
15	Число открепительных удостоверений выданных ТИК	96	14	4	6	0	3	1	4	5	2	3	4	0	0	9	8	0	2	8	4	2	1	1	1	9	2	3					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	282	14	15	14	1	10	14	15	10	11	19	22	3	2	15	27	8	9	23	5	11	2	3	11	14	1	3					
