Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Мегионская городская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	41280	1932	1962	2101	2243	2061	2075	2043	2150	2149	2180	2095	2007	1940	2014	2016	1980	1969	1184	932	767	1971	1509									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38900	1800	1900	2000	2000	2000	2000	1900	2000	2000	2100	2000	1900	1800	1900	1900	1900	1900	1100	800	700	1900	1400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12467	708	571	654	698	691	532	594	651	663	704	615	545	539	642	698	569	584	253	301	227	592	436									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	260	9	25	8	14	7	16	10	9	12	10	11	21	5	10	11	7	16	5	14	8	17	15									
6	Число погашенных избирательных бюллетеней	26173	1083	1304	1338	1288	1302	1452	1296	1340	1325	1386	1374	1334	1256	1248	1191	1324	1300	842	485	465	1291	949									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	260	9	25	8	14	7	16	10	9	12	10	11	21	5	10	11	7	16	5	14	8	17	15									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12452	707	570	654	697	690	529	593	651	662	704	615	545	537	642	696	568	584	252	301	227	592	436									
9	Число недействительных избирательных бюллетеней	477	45	27	21	11	29	16	13	18	15	21	25	39	27	16	26	23	24	9	9	17	25	21									
10	Число действительных избирательных бюллетеней	12235	671	568	641	700	668	529	590	642	659	693	601	527	515	636	681	552	576	248	306	218	584	430									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	700	33	33	35	35	35	36	35	36	36	37	36	36	33	34	34	34	34	20	15	15	33	25									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	203	14	9	13	7	15	5	15	16	5	11	11	4	7	7	11	10	6	3	2	1	24	7									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	162	8	11	7	7	3	2	6	6	4	5	6	8	5	17	9	5	13	12	8	6	6	8									
14	Число погашенных неиспользованных открепительных удостоверений	497	19	24	22	28	20	31	20	20	31	26	25	32	26	27	23	24	28	17	13	14	9	18									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	76	5	2	2	6	4	3	3	5	7	3	3	4	2	5	3	4	6	0	0	1	6	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	288	17	15	17	18	14	15	14	18	10	11	15	12	15	17	13	11	13	4	10	3	16	10									
		2.27%	2.37%	2.52%	2.57%	2.53%	2.01%	2.75%	2.32%	2.73%	1.48%	1.54%	2.40%	2.12%	2.77%	2.61%	1.84%	1.91%	2.17%	1.56%	3.17%	1.28%	2.63%	2.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	389	21	17	16	13	25	16	21	21	19	23	22	22	13	22	20	27	15	8	9	9	18	12									
		3.06%	2.93%	2.86%	2.42%	1.83%	3.59%	2.94%	3.48%	3.18%	2.82%	3.22%	3.51%	3.89%	2.40%	3.37%	2.83%	4.70%	2.50%	3.11%	2.86%	3.83%	2.96%	2.66%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	334	19	11	12	19	25	10	8	10	21	22	17	13	16	27	26	15	14	5	7	8	14	15									
		2.63%	2.65%	1.85%	1.81%	2.67%	3.59%	1.83%	1.33%	1.52%	3.12%	3.08%	2.72%	2.30%	2.95%	4.14%	3.68%	2.61%	2.33%	1.95%	2.22%	3.40%	2.30%	3.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4524	265	214	243	265	242	195	188	235	228	258	216	192	181	236	245	209	204	85	138	78	238	169									
		35.59%	37.01%	35.97%	36.71%	37.27%	34.72%	35.78%	31.18%	35.61%	33.83%	36.13%	34.50%	33.92%	33.39%	36.20%	34.65%	36.35%	34.00%	33.07%	43.81%	33.19%	39.08%	37.47%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	83	7	1	4	4	9	2	5	3	7	3	3	2	3	9	6	2	3	2	2	2	3	1									
		0.65%	0.98%	0.17%	0.60%	0.56%	1.29%	0.37%	0.83%	0.45%	1.04%	0.42%	0.48%	0.35%	0.55%	1.38%	0.85%	0.35%	0.50%	0.78%	0.63%	0.85%	0.49%	0.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	2	0	2	0	0	3	0	0	2	1	0	1	3	3	2	2	1	0	0	0	1	1									
		0.19%	0.28%	0.00%	0.30%	0.00%	0.00%	0.55%	0.00%	0.00%	0.30%	0.14%	0.00%	0.18%	0.55%	0.46%	0.28%	0.35%	0.17%	0.00%	0.00%	0.00%	0.16%	0.22%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3359	165	158	175	165	166	130	191	166	194	190	169	193	142	162	187	141	166	85	78	52	163	121									
		26.42%	23.04%	26.55%	26.44%	23.21%	23.82%	23.85%	31.67%	25.15%	28.78%	26.61%	26.99%	34.10%	26.20%	24.85%	26.45%	24.52%	27.67%	33.07%	24.76%	22.13%	26.77%	26.83%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	94	6	1	0	6	4	6	3	11	9	6	6	4	8	3	3	7	0	3	1	3	1	3									
		0.74%	0.84%	0.17%	0.00%	0.84%	0.57%	1.10%	0.50%	1.67%	1.34%	0.84%	0.96%	0.71%	1.48%	0.46%	0.42%	1.22%	0.00%	1.17%	0.32%	1.28%	0.16%	0.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	107	6	4	5	5	4	3	8	2	5	11	6	4	4	4	8	10	3	2	2	1	4	6									
		0.84%	0.84%	0.67%	0.76%	0.70%	0.57%	0.55%	1.33%	0.30%	0.74%	1.54%	0.96%	0.71%	0.74%	0.61%	1.13%	1.74%	0.50%	0.78%	0.63%	0.43%	0.66%	1.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	1	0	0	1	1	1	2	0	0	0	0	1	1	0	0	0	1	1	0	0	1									
		0.09%	0.00%	0.17%	0.00%	0.00%	0.14%	0.18%	0.17%	0.30%	0.00%	0.00%	0.00%	0.00%	0.18%	0.15%	0.00%	0.00%	0.00%	0.39%	0.32%	0.00%	0.00%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	130	8	11	4	2	5	8	11	5	5	8	4	2	9	9	12	5	8	2	5	4	1	2									
		1.02%	1.12%	1.85%	0.60%	0.28%	0.72%	1.47%	1.82%	0.76%	0.74%	1.12%	0.64%	0.35%	1.66%	1.38%	1.70%	0.87%	1.33%	0.78%	1.59%	1.70%	0.16%	0.44%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1732	103	85	89	128	97	87	95	94	91	92	86	45	77	85	93	71	81	34	39	33	73	54									
