Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																											
Дата голосования: 04.12.2011																																																											
																																																											
Наименование Избирательной комиссии:    Задонская																																																											
																																																											
Сводная таблица результатов выборов																																																											
																																																											
		Сумма	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553					
1	"Число избирателей, внесенных в список избирателей"	27949	2052	1692	1125	1166	2055	868	218	308	489	377	338	824	431	498	501	222	1225	240	374	357	786	1050	423	382	723	396	112	666	212	208	448	428	328	530	351	584	159	200	131	391	228	479	109	160	206	234	156	848	458	435	437	331					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27980	2070	1720	1140	1170	2080	880	220	310	490	380	330	830	430	500	490	220	1230	240	370	350	780	1050	420	380	730	400	110	670	210	200	450	430	330	530	340	590	150	190	130	390	220	480	100	150	200	230	150	850	450	440	440	340					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	14292	1062	761	609	546	962	436	175	202	217	182	144	308	184	226	237	115	709	118	201	165	420	515	243	231	375	274	72	367	104	126	259	270	177	224	116	317	70	99	58	207	122	278	30	61	116	121	86	554	246	206	257	132					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3182	84	30	18	53	58	100	15	28	84	57	93	133	61	115	99	58	47	54	83	120	141	59	72	63	133	35	9	86	28	28	22	36	13	115	91	81	53	30	31	34	37	61	39	48	51	54	32	75	59	45	62	69					
6	Число погашенных избирательных бюллетеней	10506	924	929	513	571	1060	344	30	80	189	141	93	389	185	159	154	47	474	68	86	65	219	476	105	86	222	91	29	217	78	46	169	124	140	191	133	192	27	61	41	149	61	141	31	41	33	55	32	221	145	189	121	139					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3182	84	30	18	53	58	100	15	28	84	57	93	133	61	115	99	58	47	54	83	120	141	59	72	63	133	35	9	86	28	28	22	36	13	115	91	81	53	30	31	34	37	61	39	48	51	54	32	75	59	45	62	69					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	14288	1061	760	609	546	962	436	175	202	217	182	144	308	184	226	237	115	709	118	201	165	420	515	243	231	375	274	72	367	104	126	259	270	177	224	114	317	70	99	58	207	122	278	30	61	116	121	86	554	246	206	257	132					
9	Число недействительных избирательных бюллетеней	280	28	18	16	11	21	10	1	7	2	1	0	2	4	8	4	2	6	1	5	11	4	7	1	8	13	2	1	0	2	2	12	8	4	7	3	3	0	2	1	9	3	5	0	2	1	3	1	5	2	4	4	3					
10	Число действительных избирательных бюллетеней	17190	1117	772	611	588	999	526	189	223	299	238	237	439	241	333	332	171	750	171	279	274	557	567	314	286	495	307	80	453	130	152	269	298	186	332	202	395	123	127	88	232	156	334	69	107	166	172	117	624	303	247	315	198					
