Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Шалинская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313					
1	"Число избирателей, внесенных в списки избирателей"	42543	2291	1476	2272	2055	2080	1614	1589	1051	610	1351	1568	1780	1788	900	2425	1402	1744	1550	1420	1520	1819	1998	1216	1070	1158	1476	1320					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42543	2291	1476	2272	2055	2080	1614	1589	1051	610	1351	1568	1780	1788	900	2425	1402	1744	1550	1420	1520	1819	1998	1216	1070	1158	1476	1320					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	402	0	0	0	0	0	0	0	0	0	0	0	0	0	90	312	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	41633	2264	1450	2253	2010	2052	1594	1542	1026	610	1346	1545	1762	1764	810	2113	1381	1728	1530	1401	1512	1811	1979	1192	1058	1143	1455	1302					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	253	15	11	3	26	15	13	6	14	0	1	12	16	7	0	0	17	5	11	11	3	4	12	13	9	10	12	7					
6	Число погашенных избирательных бюллетеней	255	12	15	16	19	13	7	41	11	0	4	11	2	17	0	0	4	11	9	8	5	4	7	11	3	5	9	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	655	15	11	3	26	15	13	6	14	0	1	12	16	7	90	312	17	5	11	11	3	4	12	13	9	10	12	7					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41602	2261	1445	2253	2006	2052	1591	1542	1026	610	1346	1545	1762	1764	810	2113	1381	1726	1527	1401	1508	1811	1978	1189	1058	1143	1455	1299					
9	Число недействительных избирательных бюллетеней	26	0	1	0	0	0	2	0	0	1	1	1	0	0	0	1	1	2	1	0	3	0	0	3	2	2	4	1					
10	Число действительных избирательных бюллетеней	42231	2276	1455	2256	2032	2067	1602	1548	1040	609	1346	1556	1778	1771	900	2424	1397	1729	1537	1412	1508	1815	1990	1199	1065	1151	1463	1305					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	500	6	12	12	40	40	12	12	12	10	12	6	30	30	10	10	30	40	12	12	40	12	12	12	12	12	40	12					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	499	6	12	12	40	40	12	12	12	10	12	6	30	30	10	10	30	39	12	12	40	12	12	12	12	12	40	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	19	0	0	2	2	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	2	2	1	1	0	1	0	2					
		0.04%	0.00%	0.00%	0.09%	0.10%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.13%	0.00%	0.13%	0.11%	0.05%	0.08%	0.00%	0.09%	0.00%	0.15%					
19	2.Всероссийская политическая партия «Гражданская Сила»	17	1	0	0	0	0	0	0	2	0	0	0	4	0	0	0	2	2	0	1	0	0	2	0	1	0	2	0					
		0.04%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.14%	0.12%	0.00%	0.07%	0.00%	0.00%	0.10%	0.00%	0.09%	0.00%	0.14%	0.00%					
20	3.Политическая партия «Демократическая партия России»	14	0	5	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0					
		0.03%	0.00%	0.34%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.07%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	55	7	0	4	0	3	3	3	0	0	2	0	0	4	0	0	3	3	1	2	2	2	5	2	3	2	2	2					
		0.13%	0.31%	0.00%	0.18%	0.00%	0.15%	0.19%	0.19%	0.00%	0.00%	0.15%	0.00%	0.00%	0.23%	0.00%	0.00%	0.21%	0.17%	0.07%	0.14%	0.13%	0.11%	0.25%	0.17%	0.28%	0.17%	0.14%	0.15%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	49	1	3	5	4	3	2	1	3	0	2	5	1	3	0	0	2	1	2	0	1	1	2	1	1	3	1	1					
		0.12%	0.04%	0.21%	0.22%	0.20%	0.15%	0.12%	0.06%	0.29%	0.00%	0.15%	0.32%	0.06%	0.17%	0.00%	0.00%	0.14%	0.06%	0.13%	0.00%	0.07%	0.06%	0.10%	0.08%	0.09%	0.26%	0.07%	0.08%					
23	6.Политическая партия «Партия социальной справедливости»	12	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	4	0	0	2	0	0	0					
		0.03%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.22%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	26	3	1	1	2	2	1	0	3	0	0	0	2	2	0	0	1	1	2	2	0	0	0	0	0	0	0	3					
		0.06%	0.13%	0.07%	0.04%	0.10%	0.10%	0.06%	0.00%	0.29%	0.00%	0.00%	0.00%	0.11%	0.11%	0.00%	0.00%	0.07%	0.06%	0.13%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	42	0	0	0	0	0	2	0	0	0	2	3	0	0	0	0	0	3	4	1	4	2	3	5	2	2	2	7					
