Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Вавожская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227					
1	"Число избирателей, внесенных в список избирателей"	13386	1859	931	1924	123	171	161	883	997	431	296	204	97	151	398	245	176	710	216	279	296	199	555	593	474	397	179	441					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13000	1800	900	1850	120	160	160	850	1000	410	300	200	90	140	375	240	165	700	210	280	290	180	530	570	460	410	180	430					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	7931	1095	523	1004	82	90	90	469	645	295	184	132	81	97	268	171	118	377	123	114	164	115	423	353	355	256	129	178					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	635	49	19	37	2	12	7	27	23	2	24	5	3	4	5	4	10	51	21	79	20	22	17	71	19	39	12	51					
6	Число погашенных избирательных бюллетеней	4434	656	358	809	36	58	63	354	332	113	92	63	6	39	102	65	37	272	66	87	106	43	90	146	86	115	39	201					
7	Число избирательных бюллетеней в переносных ящиках для голосования	635	49	19	37	2	12	7	27	23	2	24	5	3	4	5	4	10	51	21	79	20	22	17	71	19	39	12	51					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7919	1093	523	1004	82	90	90	469	635	295	184	132	81	97	268	171	118	377	123	114	164	115	423	353	355	256	129	178					
9	Число недействительных избирательных бюллетеней	133	10	6	25	4	1	3	8	0	3	0	7	0	0	12	4	2	4	2	2	8	0	5	7	2	5	6	7					
10	Число действительных избирательных бюллетеней	8421	1132	536	1016	80	101	94	488	658	294	208	130	84	101	261	171	126	424	142	191	176	137	435	417	372	290	135	222					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	246	29	20	30	5	5	5	10	20	7	7	5	5	5	7	5	5	10	5	7	7	5	5	5	5	12	5	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	112	19	8	10	0	1	0	8	15	6	5	1	2	0	0	0	0	7	0	2	1	1	1	3	5	12	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	56	5	6	3	0	0	1	3	7	2	2	2	1	2	3	2	1	2	1	1	2	0	2	3	2	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	134	10	12	20	5	4	5	2	5	1	2	4	3	5	7	5	5	3	5	5	6	4	4	2	0	0	2	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	408	81	31	59	5	3	7	27	38	10	4	3	4	5	16	9	6	21	6	13	4	3	23	12	4	6	2	6					
