Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																												
Дата голосования: 07.12.2003 0:00:00																												
																												
Наименование Избирательной комиссии:    Солигаличская 																												
																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																												
																												
		Сумма	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575					
1	"Число избирателей, внесенных в списки"	9564	290	247	149	305	130	131	117	187	163	313	79	265	296	387	72	358	109	116	316	2746	2788					
2	"Число бюллетеней, полученных участковыми комиссиями"	9540	290	250	160	300	130	130	120	180	160	300	80	270	300	390	70	350	100	120	320	2740	2780					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	5267	133	161	105	119	75	85	74	104	102	161	51	122	182	157	37	185	39	62	196	1611	1506					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1052	96	12	14	128	16	22	7	40	21	69	13	49	29	117	16	85	39	14	23	125	117					
6	Число погашенных бюллетеней	3221	61	77	41	53	39	23	39	36	37	70	16	99	89	116	17	80	22	44	101	1004	1157					
7	Число бюллетеней в переносных ящиках для голосования	1052	96	12	14	128	16	22	7	40	21	69	13	49	29	117	16	85	39	14	23	125	117					
8	Число бюллетеней в стационарных ящиках для голосования	5265	133	161	105	119	75	85	74	104	102	161	51	122	182	157	37	185	39	62	196	1609	1506					
9	Число недействительных бюллетеней	94	2	8	1	2	4	5	1	3	3	4	2	9	4	3	1	4	0	4	1	20	13					
10	Число действительных бюллетеней	6223	227	165	118	245	87	102	80	141	120	226	62	162	207	271	52	266	78	72	218	1714	1610					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	123	5	5	4	5	4	4	4	4	4	5	3	5	5	8	2	5	6	2	5	19	19					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	50	4	1	4	0	1	0	0	0	1	2	0	0	1	8	0	0	3	1	5	8	11					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	43	1	3	2	1	2	1	1	1	0	3	0	0	1	0	2	0	2	2	1	10	10					
14	Число погашенных открепительных удостоверений	73	1	4	0	5	3	4	4	4	3	3	3	5	4	0	2	5	3	1	0	11	8					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
18	"1. ""ЕДИНЕНИЕ"""	107	2	2	5	2	1	4	0	4	1	5	3	5	7	7	0	4	6	2	5	16	26					
