Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
Наименование Избирательной комиссии:    Прохладненская																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220					
1	"Число избирателей, внесенных в списки"	31236	668	336	1081	307	238	288	299	867	1608	1644	507	2089	1662	158	1198	132	1853	1473	367	234	786	338	688	590	1629	2624	1299	2035	1808	813	855	426	336					
2	"Число бюллетеней, полученных участковыми комиссиями"	31428	678	343	1081	358	238	291	304	864	1615	1648	516	2090	1670	158	1198	139	1867	1470	376	235	794	343	691	618	1626	2647	1292	2022	1814	810	862	431	339					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26480	534	246	971	287	178	192	203	745	1405	1514	482	1802	1418	152	812	114	1518	1233	298	188	620	297	587	568	1482	2203	1099	1555	1679	667	686	409	336					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	910	24	30	15	20	12	16	13	38	0	0	15	0	2	6	74	5	57	17	14	20	35	24	18	22	60	94	37	126	36	29	51	0	0					
6	Число погашенных бюллетеней	4038	120	67	95	51	48	83	88	81	210	134	19	288	250	0	312	20	292	220	64	27	139	22	86	28	84	350	156	341	99	114	125	22	3					
7	Число бюллетеней в переносных ящиках для голосования	910	24	30	15	20	12	16	13	38	0	0	15	0	2	6	74	5	57	17	14	20	35	24	18	22	60	94	37	126	36	29	51	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	26459	534	246	971	287	178	192	203	745	1405	1514	467	1802	1418	152	812	109	1518	1233	298	188	620	297	586	568	1482	2203	1099	1555	1679	667	686	409	336					
9	Число недействительных бюллетеней	318	2	0	10	12	0	0	12	5	22	9	16	32	26	0	16	4	0	0	3	0	19	0	0	6	18	0	0	27	51	10	11	4	3					
10	Число действительных бюллетеней	27051	556	276	976	295	190	208	204	778	1383	1505	466	1770	1394	158	870	110	1575	1250	309	208	636	321	604	584	1524	2297	1136	1654	1664	686	726	405	333					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	180	4	2	6	2	2	2	2	5	10	9	3	11	10	1	7	1	10	9	2	2	4	2	4	4	9	15	8	10	10	5	5	3	1					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	39	0	0	0	0	0	0	0	1	3	1	0	0	0	0	7	1	6	3	0	1	0	0	3	0	1	0	7	3	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	29	0	0	2	0	0	0	0	3	2	0	0	2	0	1	3	0	0	1	1	3	1	2	1	0	1	0	2	1	2	1	0	0	0					
14	Число погашенных открепительных удостоверений	141	4	2	6	2	2	2	2	4	7	8	3	11	10	1	0	0	4	6	2	1	4	2	1	4	8	15	1	7	8	5	5	3	1					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	72	0	0	0	2	0	0	0	0	0	0	4	0	17	0	4	0	0	20	2	3	0	1	0	2	0	0	0	11	6	0	0	0	0					
		0.26%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	1.19%	0.0%	0.45%	0.0%	0.0%	1.6%	0.64%	1.44%	0.0%	0.31%	0.0%	0.33%	0.0%	0.0%	0.0%	0.65%	0.34%	0.0%	0.0%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	169	4	2	10	0	0	0	0	7	10	0	8	8	3	0	7	2	57	0	4	3	1	1	3	2	0	18	1	12	0	6	0	0	0					
		0.61%	0.71%	0.72%	1.01%	0.0%	0.0%	0.0%	0.0%	0.89%	0.71%	0.0%	1.65%	0.44%	0.21%	0.0%	0.79%	1.75%	3.61%	0.0%	1.28%	1.44%	0.15%	0.31%	0.49%	0.33%	0.0%	0.78%	0.08%	0.71%	0.0%	0.86%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	84	0	0	0	1	0	0	3	3	0	0	2	0	11	0	0	0	0	0	2	0	0	4	2	0	28	0	1	27	0	0	0	0	0					
		0.30%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	1.38%	0.38%	0.0%	0.0%	0.41%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	1.24%	0.33%	0.0%	1.81%	0.0%	0.08%	1.60%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	56	0	0	0	2	0	0	0	0	0	0	5	0	2	0	7	0	0	0	2	0	0	2	0	0	7	0	2	27	0	0	0	0	0					
		0.20%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.14%	0.0%	0.79%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.62%	0.0%	0.0%	0.45%	0.0%	0.17%	1.60%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	14	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.21%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.22%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.08%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	0	0	0	0	0	0	0	0	0	0	2	0	6	0	7	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.42%	0.0%	0.79%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0					
		0.04%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.13%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	794	21	13	20	12	6	7	18	8	71	68	7	52	45	0	47	6	0	20	17	3	32	10	6	7	73	81	14	36	45	13	30	6	0					
		2.90%	3.76%	4.71%	2.02%	3.90%	3.15%	3.36%	8.33%	1.02%	5.05%	4.49%	1.45%	2.88%	3.16%	0.0%	5.30%	5.26%	0.0%	1.6%	5.44%	1.44%	4.88%	3.11%	0.99%	1.18%	4.73%	3.52%	1.23%	2.14%	2.62%	1.86%	4.07%	1.46%	0.0%					
28	"11. ""Истинные патриоты России"""	52	0	0	0	0	0	0	0	0	0	0	0	37	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.05%	1.05%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	17	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	0	0	0	1	0	0	0	0	0	0	0	2	7	0	0	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.07%	0.0%	0.45%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	4	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	163	0	0	0	6	0	0	0	0	0	0	19	45	17	0	7	0	0	0	1	2	0	13	6	0	10	0	27	0	10	0	0	0	0					
		0.59%	0.0%	0.0%	0.0%	1.95%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.94%	2.49%	1.19%	0.0%	0.79%	0.0%	0.0%	0.0%	0.32%	0.96%	0.0%	4.04%	0.99%	0.0%	0.64%	0.0%	2.37%	0.0%	0.58%	0.0%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.22%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	790	0	0	20	17	16	2	2	15	131	110	69	0	5	1	2	6	0	0	10	11	0	27	27	5	109	56	32	0	71	31	15	0	0					
		2.88%	0.0%	0.0%	2.02%	5.53%	8.42%	0.96%	0.92%	1.91%	9.32%	7.26%	14.31%	0.0%	0.35%	0.63%	0.22%	5.26%	0.0%	0.0%	3.20%	5.28%	0.0%	8.41%	4.47%	0.84%	7.06%	2.43%	2.81%	0.0%	4.13%	4.45%	2.03%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	69	0	0	0	2	0	0	0	0	0	0	8	0	14	0	10	0	0	0	3	4	0	1	4	0	0	0	1	22	0	0	0	0	0					
		0.25%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.65%	0.0%	0.98%	0.0%	1.12%	0.0%	0.0%	0.0%	0.96%	1.92%	0.0%	0.31%	0.66%	0.0%	0.0%	0.0%	0.08%	1.30%	0.0%	0.0%	0.0%	0.0%	0.0%					
37	"20. ""Политическая партия ""Единая Россия"""	22671	434	240	817	221	140	162	156	705	1063	1227	287	1541	1143	155	608	86	1494	1194	234	162	550	228	503	548	1160	1957	978	1332	1427	584	635	384	316					
		82.83%	77.77%	86.95%	82.86%	71.98%	73.68%	77.88%	72.22%	90.03%	75.65%	81.04%	59.54%	85.51%	80.49%	98.10%	68.62%	75.43%	94.85%	95.52%	75.0%	77.88%	83.96%	71.02%	83.27%	92.88%	75.22%	85.19%	86.09%	79.23%	83.20%	83.90%	86.16%	93.88%	94.04%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	0	0	0	1	0	0	0	0	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.21%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	16	0	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.0%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1675	88	9	89	23	23	35	19	38	102	58	32	56	95	0	139	6	24	16	19	20	36	13	53	16	115	175	65	107	98	48	46	12	0					
		6.12%	15.77%	3.26%	9.02%	7.49%	12.10%	16.82%	8.79%	4.85%	7.25%	3.83%	6.63%	3.10%	6.69%	0.0%	15.68%	5.26%	1.52%	1.28%	6.08%	9.61%	5.49%	4.04%	8.77%	2.71%	7.45%	7.61%	5.72%	6.36%	5.71%	6.89%	6.24%	2.93%	0.0%					
																																								
41	Против всех	327	9	12	20	7	5	2	6	2	6	42	12	30	9	2	9	4	0	0	10	0	17	14	0	4	22	7	11	34	7	4	0	3	17					
		1.19%	1.61%	4.34%	2.02%	2.28%	2.63%	0.96%	2.77%	0.25%	0.42%	2.77%	2.48%	1.66%	0.63%	1.26%	1.01%	3.50%	0.0%	0.0%	3.20%	0.0%	2.59%	4.36%	0.0%	0.67%	1.42%	0.30%	0.96%	2.02%	0.40%	0.57%	0.0%	0.73%	5.05%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
