Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Воркутинская городская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698					
1	"Число избирателей, внесенных в списки избирателей"	88622	560	538	2348	1621	1814	1491	1847	1565	1852	1757	1590	1763	1739	1659	1817	1744	1748	1841	1510	1797	1931	1894	1787	2197	2928	2158	1953	1707	1796	1752	1675	1776	1960	1842	1659	1318	1213	1917	2123	1052	1648	1190	1592	1670	1476	1548	1471	2072	2726	361	195	855	595	664	627	693					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	77528	500	450	1900	1400	1500	1300	1600	1300	1500	1500	1400	1500	1500	1400	1600	1500	1500	1500	1300	1600	1600	1600	1500	1800	2535	1800	1700	1500	1500	1500	1500	1500	1700	1600	1500	1200	1100	1700	1900	1000	1500	1100	1500	1500	1400	1400	1400	1900	2300	373	205	863	598	675	630	699					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	10	0	0	0	7	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	49395	290	363	1100	708	987	812	1036	842	1058	1034	721	991	999	961	1010	995	1022	1033	919	968	1202	1032	952	1100	1878	1267	1140	976	1073	898	898	985	1059	1023	760	697	710	1110	1160	361	827	556	731	845	750	799	755	865	1429	360	109	812	563	628	591	645					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1052	47	10	25	11	39	46	17	12	11	36	29	17	23	25	16	28	17	14	11	18	18	22	19	18	16	19	23	20	13	21	18	27	14	12	7	12	30	29	35	12	9	13	15	6	10	12	8	39	21	0	82	0	0	0	0	0					
6	Число погашенных избирательных бюллетеней	27071	163	77	775	674	474	442	544	446	431	430	650	492	478	414	574	477	461	453	370	614	380	546	529	682	641	514	537	504	414	581	584	488	627	565	733	491	360	561	705	627	664	531	754	649	640	589	637	996	850	13	14	51	35	47	39	54					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1062	47	10	25	18	39	46	20	12	11	36	29	17	23	25	16	28	17	14	11	18	18	22	19	18	16	19	23	20	13	21	18	27	14	12	7	12	30	29	35	12	9	13	15	6	10	12	8	39	21	0	82	0	0	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	49352	290	361	1100	708	987	812	1036	842	1056	1031	721	989	998	960	1010	995	1002	1032	919	967	1202	1032	952	1100	1878	1266	1138	976	1073	896	898	984	1058	1023	760	697	710	1110	1160	361	827	556	731	845	750	798	755	863	1429	360	109	812	563	628	591	645					
9	Число недействительных избирательных бюллетеней	642	0	6	10	4	10	14	8	8	9	8	12	14	17	10	15	20	14	10	11	11	7	13	4	13	53	12	16	17	9	9	11	15	10	19	12	13	8	14	16	5	14	6	17	9	7	5	10	7	16	2	1	15	5	9	13	19					
10	Число действительных избирательных бюллетеней	49772	337	365	1115	722	1016	844	1048	846	1058	1059	738	992	1004	975	1011	1003	1005	1036	919	974	1213	1041	967	1105	1841	1273	1145	979	1077	908	905	996	1062	1016	755	696	732	1125	1179	368	822	563	729	842	753	805	753	895	1434	358	190	797	558	619	578	626					
