Выборы Президента Российской Федерации																																																
Дата голосования: 02.03.2008																																																
																																																
Наименование Избирательной комиссии:    Приморская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
	Число участковых избирательных комиссий	41																																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	41																																														
																																																
		Сумма	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785					
1	"Число избирателей, включенных в списки избирателей"	21886	588	1559	87	365	1627	431	255	216	321	403	1306	1756	221	513	477	1110	327	61	287	70	168	118	139	59	1365	1307	542	156	97	1064	763	303	179	498	563	406	561	337	417	118	746					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19756	600	1500	83	350	1400	350	200	200	300	380	1300	1600	200	450	400	1000	250	64	250	63	150	100	130	56	1300	1300	450	160	160	1000	500	250	150	400	450	300	500	300	350	110	700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	102	0	0	0	0	27	10	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	14	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	11728	283	968	54	199	892	177	122	98	193	247	677	996	87	274	266	675	138	42	138	51	128	69	100	45	739	657	287	82	72	523	229	141	37	325	328	189	288	209	222	62	419					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1434	21	31	3	27	137	72	43	29	4	14	37	34	17	34	58	62	59	4	15	0	9	3	6	1	2	6	3	12	0	144	229	26	42	17	22	36	105	3	17	32	18					
6	Число погашенных избирательных бюллетеней	6492	296	501	26	124	344	91	35	73	103	119	586	570	67	142	76	263	53	18	97	12	13	28	24	10	559	637	160	66	88	333	42	61	71	58	100	75	107	88	97	16	263					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1536	21	31	3	27	164	82	43	29	4	14	37	34	46	34	58	62	59	4	15	0	9	3	6	1	2	6	3	12	0	144	229	48	42	17	22	36	105	3	31	32	18					
8	Число бюллетеней в стационарных ящиках для голосования	11725	283	968	54	199	892	177	122	98	193	247	677	996	87	274	266	675	138	42	138	51	128	69	100	45	739	657	287	82	72	522	229	141	37	325	326	189	288	209	222	62	419					
9	Число недействительных избирательных бюллетеней	110	2	16	0	1	8	0	0	2	1	6	4	7	1	5	7	6	1	0	4	0	0	0	1	0	8	6	3	3	0	3	1	0	0	2	7	0	0	0	3	0	2					
10	Число действительных избирательных бюллетеней	13151	302	983	57	225	1048	259	165	125	196	255	710	1023	132	303	317	731	196	46	149	51	137	72	105	46	733	657	287	91	72	663	457	189	79	340	341	225	393	212	250	94	435					
11	Число полученных открепительных  удостоверений	413	7	22	1	5	25	10	7	5	2	5	12	10	8	10	14	18	10	5	13	5	19	19	5	5	16	15	11	5	5	18	5	19	13	5	15	7	10	7	8	2	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	303	7	22	0	3	22	9	7	1	1	0	11	6	8	10	11	18	10	1	9	1	4	0	3	1	16	14	9	0	2	17	2	17	11	4	7	7	9	7	8	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	382	2	8	1	3	20	5	6	3	0	0	6	12	3	8	5	32	6	0	3	2	1	0	0	0	17	11	3	2	1	56	10	10	2	7	9	5	11	81	4	5	22					
14	Число неиспользованных открепительных удостоверений	110	0	0	1	2	3	1	0	4	1	5	1	4	0	0	3	0	0	4	4	4	15	19	2	4	0	1	2	5	3	1	3	2	2	1	8	0	1	0	0	2	2					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	9	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
18	Богданов Андрей Владимирович	190	3	24	0	12	12	0	2	2	6	6	13	9	1	2	6	13	2	0	3	0	0	0	0	0	5	8	9	0	1	14	9	1	1	4	5	2	2	5	3	0	5					
