Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
Наименование Избирательной комиссии:    Гайнская																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №4801	УИК №4802	УИК №4803	УИК №4804	УИК №4805	УИК №4806	УИК №4807	УИК №4808	УИК №4809	УИК №4810	УИК №4811	УИК №4812	УИК №4813	УИК №4814	УИК №4815	УИК №4816	УИК №4817	УИК №4818	УИК №4819	УИК №4820	УИК №4821	УИК №4822	УИК №4823	УИК №4824	УИК №4825	УИК №4826	УИК №4827	УИК №4828					
1	"Число избирателей, внесенных в список избирателей"	11505	873	847	1114	459	682	209	94	150	172	240	152	635	106	375	637	118	131	697	99	203	226	701	207	312	573	922	523	48					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11265	830	840	1110	450	670	200	90	150	170	230	140	620	100	370	630	120	120	700	90	210	220	660	200	300	570	910	520	45					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4887	330	413	417	198	281	73	40	69	85	128	56	329	50	120	275	39	68	288	55	97	58	266	85	138	277	417	222	13					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	539	58	18	11	8	39	29	10	14	19	12	5	25	8	56	18	1	0	28	2	4	6	73	9	3	21	38	16	8					
6	Число погашенных избирательных бюллетеней	5839	442	409	682	244	350	98	40	67	66	90	79	266	42	194	337	80	52	384	33	109	156	321	106	159	272	455	282	24					
7	Число избирательных бюллетеней в переносных ящиках для голосования	539	58	18	11	8	39	29	10	14	19	12	5	25	8	56	18	1	0	28	2	4	6	73	9	3	21	38	16	8					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4886	330	413	417	198	280	73	40	69	85	128	56	329	50	120	275	39	68	288	55	97	58	266	85	138	277	417	222	13					
9	Число недействительных избирательных бюллетеней	145	9	11	6	4	7	3	3	4	5	3	2	10	6	3	10	1	3	11	0	2	3	7	1	0	11	16	3	1					
10	Число действительных избирательных бюллетеней	5280	379	420	422	202	312	99	47	79	99	137	59	344	52	173	283	39	65	305	57	99	61	332	93	141	287	439	235	20					
